Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Cal State Northridge,,104.8,,,,73.2,0.529,,18.1,,51.2,35.0,0.311,0.359,0.41,0,0,0,0,0,0,0.0,0.0
California,,101.5,,,,70.1,0.488,,17.8,,50.7,34.9,0.274,0.377,8.62,0,0,0,0,0,0,0.0,0.0
Campbell,,97.5,,,,,0.507,,20.4,,47.9,30.2,0.407,0.287,-6.08,0,0,0,0,0,0,0.0,0.0
Canisius,,99.2,,,,71.8,0.479,,19.2,,48.9,36.4,0.279,0.357,-3.81,0,0,0,0,0,0,0.0,0.0
Centenary (LA),,,,,,,0.46,,19.8,,50.4,,0.289,0.384,-1.61,0,0,0,0,0,0,0.0,0.0
Central Connecticut State,,103.7,,,,70.4,0.491,,18.1,,53.8,39.6,0.225,0.36,-9.55,0,0,0,0,0,0,0.0,0.0
Central Michigan,,97.8,,,,69.7,0.497,,17.8,,45.4,27.4,0.322,0.322,2.79,0,0,0,0,0,0,0.0,0.0
Charleston Southern,,86.6,,,,74.3,0.446,,25.1,,50.8,38.0,0.204,0.49,-7.1,0,0,0,0,0,0,0.0,0.0
Charlotte,,,,,,,0.468,,,,51.9,36.4,0.408,0.275,8.59,0,0,0,0,0,0,0.0,0.0
Chattanooga,,101.8,,,,67.8,0.509,,19.5,,50.0,36.5,0.336,0.379,-4.64,0,0,0,0,0,0,0.0,0.0
Chicago State,,95.2,,,,68.4,0.458,,18.8,,48.9,36.2,0.271,0.323,-3.04,0,0,0,0,0,0,0.0,0.0
Cincinnati,,110.7,,,,70.1,0.524,,16.4,,53.4,37.0,0.245,0.456,8.5,0,0,0,0,0,0,0.0,0.0
Clemson,,95.8,,,,,0.46,,19.1,,53.0,35.8,0.339,0.34,7.39,0,0,0,0,0,0,0.0,0.0
Cleveland State,,102.7,,,,72.6,0.481,,18.3,,51.4,38.9,0.271,0.4,-0.16,0,0,0,0,0,0,0.0,0.0
Coastal Carolina,,96.1,,,,,0.497,,21.4,,45.9,32.9,0.361,0.38,-6.64,0,0,0,0,0,0,0.0,0.0
Colgate,,92.4,,,,68.4,0.453,,20.2,,50.8,34.9,0.235,0.367,-7.85,0,0,0,0,0,0,0.0,0.0
College of Charleston,,103.2,,,,65.4,0.505,,18.0,,52.2,35.8,0.21,0.414,-7.04,0,0,0,0,0,0,0.0,0.0
Colorado,,102.3,,,,73.0,0.465,,16.1,,52.2,37.3,0.229,0.416,6.32,0,0,0,0,0,0,0.0,0.0
Colorado State,,108.0,,,,,0.562,,19.3,,49.0,30.1,0.384,0.386,3.48,0,0,0,0,0,0,0.0,0.0
Columbia,,,,,,,0.511,,,,50.7,24.4,0.419,0.363,-8.25,0,0,0,0,0,0,0.0,0.0
Connecticut,,109.3,,,,68.2,0.506,,17.1,,53.6,41.9,0.23,0.341,7.58,0,0,0,0,0,0,0.0,0.0
Coppin State,,96.4,,,,68.3,0.46,,18.3,,47.3,32.7,0.304,0.385,-9.36,0,0,0,0,0,0,0.0,0.0
Cornell,,94.6,,,,67.1,0.455,,18.9,,52.0,34.7,0.313,0.375,-9.13,0,0,0,0,0,0,0.0,0.0
Creighton,,108.8,,,,66.4,0.561,,19.2,,51.7,31.6,0.404,0.391,1.64,0,0,0,0,0,0,0.0,0.0
Dartmouth,,96.6,,,,68.1,0.474,,16.9,,47.4,27.8,0.425,0.319,-8.49,0,0,0,0,0,0,0.0,0.0
Davidson,,101.1,,,,72.7,0.501,,19.1,,51.2,32.8,0.359,0.354,-2.69,0,0,0,0,0,0,0.0,0.0
Dayton,,108.1,,,,65.8,0.496,,17.2,,53.2,41.1,0.34,0.398,3.46,0,0,0,0,0,0,0.0,0.0
Delaware,,105.7,,,,72.1,0.528,,17.8,,47.7,28.1,0.367,0.38,-7.75,0,0,0,0,0,0,0.0,0.0
Delaware State,,92.1,,,,66.4,0.488,,23.4,,50.5,34.4,0.305,0.29,-11.25,0,0,0,0,0,0,0.0,0.0
Denver,,91.2,,,,,0.428,,16.6,,46.3,31.3,0.375,0.326,-1.14,0,0,0,0,0,0,0.0,0.0
DePaul,,105.6,,,,67.7,0.504,,19.3,,55.6,44.5,0.291,0.339,7.82,0,0,0,0,0,0,0.0,0.0
Detroit Mercy,,106.5,,,,65.1,0.516,,17.1,,50.4,33.7,0.343,0.355,0.14,0,0,0,0,0,0,0.0,0.0
Drake,,95.7,,,,63.8,0.46,,17.2,,48.3,28.7,0.346,0.37,0.7,0,0,0,0,0,0,0.0,0.0
Drexel,,96.7,,,,64.3,0.465,,18.5,,53.6,35.6,0.322,0.315,-7.12,0,0,0,0,0,0,0.0,0.0
Duke,,115.8,,,,74.6,0.547,,15.7,,50.6,37.4,0.342,0.384,8.88,0,0,0,0,0,0,0.0,0.0
Duquesne,,95.0,,,,,0.443,,17.7,,47.6,33.3,0.326,0.395,2.5,0,0,0,0,0,0,0.0,0.0
East Carolina,,95.8,,,,66.8,0.476,,19.2,,54.6,34.5,0.37,0.291,-2.6,0,0,0,0,0,0,0.0,0.0
East Tennessee State,,98.3,,,,69.7,0.473,,20.2,,52.9,38.7,0.26,0.47,-4.97,0,0,0,0,0,0,0.0,0.0
Eastern Illinois,,108.6,,,,71.4,0.528,,17.5,,52.3,37.2,0.281,0.312,-1.99,0,0,0,0,0,0,0.0,0.0
Eastern Kentucky,,95.9,,,,,0.47,,21.7,,51.3,40.2,0.314,0.342,-1.71,0,0,0,0,0,0,0.0,0.0
Eastern Michigan,,98.8,,,,70.6,0.48,,18.5,,52.3,37.5,0.26,0.309,1.87,0,0,0,0,0,0,0.0,0.0
Eastern Washington,,105.3,,,,70.4,0.505,,16.3,,49.9,34.1,0.359,0.323,1.48,0,0,0,0,0,0,0.0,0.0
Elon,,101.1,,,,72.9,0.515,,21.2,,50.7,37.1,0.279,0.337,-6.37,0,0,0,0,0,0,0.0,0.0
Evansville,,100.5,,,,68.3,0.501,,18.7,,49.0,27.7,0.275,0.398,0.98,0,0,0,0,0,0,0.0,0.0
Fairfield,,102.0,,,,74.2,0.466,,19.1,,53.2,42.6,0.279,0.441,-2.44,0,0,0,0,0,0,0.0,0.0
FDU,,96.1,,,,66.3,0.488,,22.4,,52.9,38.2,0.34,0.441,-7.97,0,0,0,0,0,0,0.0,0.0
Florida,,111.4,,,,74.2,0.538,,18.2,,53.6,40.5,0.318,0.385,8.51,0,0,0,0,0,0,0.0,0.0
Florida A&M,,87.6,,,,,0.434,,21.6,,48.6,36.2,0.289,0.391,-9.43,0,0,0,0,0,0,0.0,0.0
Florida Atlantic,,85.3,,,,,0.443,,23.9,,43.9,30.8,0.37,0.329,-3.26,0,0,0,0,0,0,0.0,0.0
Florida International,,99.8,,,,71.5,0.487,,18.0,,48.8,32.8,0.291,0.346,-2.07,0,0,0,0,0,0,0.0,0.0
Florida State,,96.1,,,,,0.467,,19.4,,50.8,36.1,0.308,0.356,10.0,0,0,0,0,0,0,0.0,0.0
Fordham,,102.0,,,,73.7,0.503,,19.1,,48.8,34.3,0.363,0.32,2.82,0,0,0,0,0,0,0.0,0.0
Fresno State,,109.9,,,,73.5,0.536,,17.0,,48.8,34.2,0.366,0.314,3.58,0,0,0,0,0,0,0.0,0.0
Furman,,,,,,,0.495,,,,50.4,32.5,0.285,0.415,-5.15,0,0,0,0,0,0,0.0,0.0
George Mason,,103.0,,,,67.9,0.506,,17.4,,49.8,32.9,0.303,0.39,-2.37,0,0,0,0,0,0,0.0,0.0
George Washington,,104.9,,,,76.5,0.454,,14.2,,47.4,38.4,0.318,0.441,5.41,0,0,0,0,0,0,0.0,0.0
Georgetown,,94.1,,,,73.0,0.429,,19.6,,52.7,40.8,0.244,0.386,5.78,0,0,0,0,0,0,0.0,0.0
Georgia,,98.9,,,,72.0,0.504,,21.5,,52.1,38.9,0.247,0.374,8.71,0,0,0,0,0,0,0.0,0.0
Georgia Southern,,105.1,,,,73.0,0.504,,17.6,,48.9,37.8,0.301,0.315,-5.45,0,0,0,0,0,0,0.0,0.0
Georgia State,,105.8,,,,,0.513,,17.1,,50.5,35.2,0.306,0.35,-6.1,0,0,0,0,0,0,0.0,0.0
Georgia Tech,,97.7,,,,71.7,0.476,,19.7,,51.5,36.2,0.397,0.352,7.0,0,0,0,0,0,0,0.0,0.0
Gonzaga,,112.1,,,,68.8,0.544,,16.4,,51.7,34.2,0.355,0.395,4.64,0,0,0,0,0,0,0.0,0.0
Grambling,,90.4,,,,,0.452,,20.4,,45.4,34.6,0.301,0.334,-9.16,0,0,0,0,0,0,0.0,0.0
Green Bay,,95.2,,,,59.2,0.475,,19.2,,49.4,30.6,0.298,0.332,1.84,0,0,0,0,0,0,0.0,0.0
Hampton,,100.5,,,,73.3,0.507,,19.4,,49.5,35.0,0.33,0.393,-11.61,0,0,0,0,0,0,0.0,0.0
Hartford,,92.5,,,,76.3,0.45,,20.5,,49.1,35.1,0.261,0.408,-7.42,0,0,0,0,0,0,0.0,0.0
Harvard,,95.1,,,,,0.473,,19.2,,49.3,34.0,0.307,0.277,-9.75,0,0,0,0,0,0,0.0,0.0
Hawaii,,102.5,,,,73.4,0.521,,20.9,,52.1,39.0,0.215,0.37,2.23,0,0,0,0,0,0,0.0,0.0
High Point,,91.8,,,,73.6,0.493,,23.5,,48.5,30.4,0.261,0.437,-6.07,0,0,0,0,0,0,0.0,0.0
Hofstra,,108.4,,,,68.6,0.518,,16.4,,53.2,36.2,0.346,0.344,-6.03,0,0,0,0,0,0,0.0,0.0
Holy Cross,,88.7,,,,,0.458,,24.8,,54.1,37.4,0.306,0.568,-7.96,0,0,0,0,0,0,0.0,0.0
Houston,,99.2,,,,76.5,0.478,,18.1,,47.3,32.9,0.247,0.406,6.44,0,0,0,0,0,0,0.0,0.0
Howard,,86.4,,,,75.1,0.442,,19.8,,42.7,29.5,0.305,0.253,-6.65,0,0,0,0,0,0,0.0,0.0
Idaho,,,,,,,0.504,,,,50.8,30.6,0.32,0.375,1.53,0,0,0,0,0,0,0.0,0.0
Idaho State,,99.5,,,,70.1,0.476,,18.4,,51.7,36.0,0.298,0.374,1.18,0,0,0,0,0,0,0.0,0.0
Illinois,,103.8,,,,72.7,0.493,,16.7,,50.0,33.1,0.339,0.396,9.6,0,0,0,0,0,0,0.0,0.0
Illinois State,,98.6,,,,67.8,0.501,,21.5,,51.4,33.0,0.276,0.379,2.72,0,0,0,0,0,0,0.0,0.0
Illinois-Chicago,,,,,,,0.454,,,,52.6,34.2,0.23,0.348,0.53,0,0,0,0,0,0,0.0,0.0
Indiana,,105.5,,,,72.7,0.515,,17.2,,51.3,33.0,0.198,0.419,10.22,0,0,0,0,0,0,0.0,0.0
Indiana State,,98.7,,,,67.1,0.481,,17.0,,49.0,28.5,0.26,0.378,3.23,0,0,0,0,0,0,0.0,0.0
Iona,,102.2,,,,76.2,0.49,,19.7,,51.9,38.3,0.227,0.444,-4.13,0,0,0,0,0,0,0.0,0.0
Iowa,,96.7,,,,70.6,0.464,,17.2,,48.4,29.9,0.316,0.413,11.83,0,0,0,0,0,0,0.0,0.0
Iowa State,,110.1,,,,70.4,0.529,,16.8,,54.5,36.0,0.242,0.42,7.14,0,0,0,0,0,0,0.0,0.0
IU Indy,,91.0,,,,66.9,0.434,,18.8,,48.3,31.9,0.245,0.409,-3.13,0,0,0,0,0,0,0.0,0.0
Jackson State,,91.2,,,,72.7,0.433,,21.4,,51.8,40.6,0.193,0.486,-10.38,0,0,0,0,0,0,0.0,0.0
Jacksonville,,100.5,,,,69.6,0.518,,20.4,,49.6,35.8,0.318,0.314,-7.95,0,0,0,0,0,0,0.0,0.0
Jacksonville State,,99.1,,,,69.3,0.489,,19.7,,52.4,36.1,0.337,0.382,-8.45,0,0,0,0,0,0,0.0,0.0
James Madison,,100.3,,,,68.5,0.468,,17.4,,51.3,35.7,0.339,0.377,-4.55,0,0,0,0,0,0,0.0,0.0
Kansas,,102.7,,,,76.3,0.495,,18.6,,55.1,42.0,0.204,0.291,9.79,0,0,0,0,0,0,0.0,0.0
Kansas City,,101.6,,,,70.7,0.529,,21.9,,50.5,33.4,0.228,0.41,-5.08,0,0,0,0,0,0,0.0,0.0
Kansas State,,94.5,,,,,0.484,,22.1,,51.1,36.4,0.312,0.306,8.32,0,0,0,0,0,0,0.0,0.0
Kent State,,108.0,,,,69.3,0.507,,16.8,,51.5,37.0,0.229,0.357,2.21,0,0,0,0,0,0,0.0,0.0
Kentucky,,101.6,,,,67.2,0.474,,18.4,,53.4,40.3,0.343,0.392,12.71,0,0,0,0,0,0,0.0,0.0
La Salle,,98.6,,,,66.5,0.464,,16.5,,47.2,33.6,0.401,0.299,3.1,0,0,0,0,0,0,0.0,0.0
Lafayette,,104.1,,,,69.8,0.527,,19.8,,51.0,33.4,0.375,0.394,-8.07,0,0,0,0,0,0,0.0,0.0
Lamar,,96.5,,,,63.9,0.452,,19.6,,51.2,34.9,0.373,0.329,-3.83,0,0,0,0,0,0,0.0,0.0
Lehigh,,97.4,,,,,0.46,,16.5,,48.1,32.9,0.286,0.371,-6.25,0,0,0,0,0,0,0.0,0.0
Liberty,,91.0,,,,74.2,0.44,,20.8,,50.1,39.4,0.157,0.332,-8.41,0,0,0,0,0,0,0.0,0.0
Little Rock,,97.8,,,,,0.504,,19.5,,46.6,28.7,0.338,0.369,-2.78,0,0,0,0,0,0,0.0,0.0
Long Beach State,,111.7,,,,72.4,0.548,,17.7,,50.4,35.4,0.289,0.391,-0.87,0,0,0,0,0,0,0.0,0.0
Long Island University,,88.2,,,,71.2,0.447,,19.8,,47.2,30.8,0.244,0.271,-7.94,0,0,0,0,0,0,0.0,0.0
Louisiana,,,,,,,0.479,,,,49.0,50.6,0.294,0.38,-1.58,0,0,0,0,0,0,0.0,0.0
Louisiana State,,106.0,,,,71.5,0.539,,20.6,,55.5,40.0,0.297,0.456,5.78,0,0,0,0,0,0,0.0,0.0
Louisiana Tech,,103.8,,,,,0.496,,17.0,,51.6,35.5,0.283,0.4,-4.09,0,0,0,0,0,0,0.0,0.0
Louisiana-Monroe,,101.3,,,,76.4,0.483,,18.7,,50.8,34.4,0.29,0.36,-5.85,0,0,0,0,0,0,0.0,0.0
Louisville,,103.2,,,,70.6,0.511,,18.9,,48.8,36.1,0.276,0.317,8.76,0,0,0,0,0,0,0.0,0.0
Loyola (IL),,,,,,,0.478,,,,48.5,33.5,0.304,0.337,-0.72,0,0,0,0,0,0,0.0,0.0
Loyola (MD),,91.2,,,,71.5,0.472,,20.6,,46.8,31.8,0.286,0.384,-5.94,0,0,0,0,0,0,0.0,0.0
Loyola Marymount,,86.0,,,,,0.408,,20.1,,46.2,31.0,0.312,0.426,3.24,0,0,0,0,0,0,0.0,0.0
Maine,,108.2,,,,69.6,0.559,,19.5,,49.8,31.3,0.378,0.315,-10.06,0,0,0,0,0,0,0.0,0.0
Manhattan,,102.7,,,,73.3,0.506,,18.2,,47.9,35.1,0.333,0.316,-6.94,0,0,0,0,0,0,0.0,0.0
Marist,,98.4,,,,71.0,0.463,,16.9,,50.3,34.4,0.263,0.37,-6.54,0,0,0,0,0,0,0.0,0.0
Marquette,,98.1,,,,63.4,0.476,,19.9,,54.0,42.3,0.322,0.297,6.83,0,0,0,0,0,0,0.0,0.0
Marshall,,111.2,,,,72.6,0.543,,16.2,,50.6,34.0,0.34,0.324,-0.16,0,0,0,0,0,0,0.0,0.0
Maryland,,103.6,,,,73.4,0.511,,18.6,,51.1,37.2,0.257,0.33,9.44,0,0,0,0,0,0,0.0,0.0
Maryland-Baltimore County,,95.6,,,,67.5,0.475,,21.2,,52.3,37.5,0.24,0.391,-7.36,0,0,0,0,0,0,0.0,0.0
Maryland-Eastern Shore,,95.1,,,,69.3,0.458,,19.6,,48.7,36.0,0.248,0.455,-10.89,0,0,0,0,0,0,0.0,0.0
Massachusetts,,99.3,,,,68.8,0.471,,17.6,,48.2,35.8,0.246,0.365,5.04,0,0,0,0,0,0,0.0,0.0
McNeese State,,90.1,,,,,0.488,,21.6,,45.7,27.1,0.31,0.295,-4.43,0,0,0,0,0,0,0.0,0.0
Memphis,,97.5,,,,74.8,0.463,,18.8,,49.5,37.9,0.255,0.378,5.64,0,0,0,0,0,0,0.0,0.0
Mercer,,98.0,,,,68.8,0.466,,18.2,,51.5,37.2,0.317,0.282,-5.77,0,0,0,0,0,0,0.0,0.0
Miami (FL),,100.6,,,,68.3,0.464,,18.0,,51.5,39.8,0.223,0.35,5.39,0,0,0,0,0,0,0.0,0.0
Miami (OH),,,,,,,0.486,,,,50.5,33.5,0.371,0.298,3.6,0,0,0,0,0,0,0.0,0.0
Michigan,,100.2,,,,73.8,0.508,,19.5,,50.6,32.5,0.297,0.391,9.27,0,0,0,0,0,0,0.0,0.0
Michigan State,,112.1,,,,65.6,0.533,,18.3,,58.9,42.1,0.311,0.38,9.91,0,0,0,0,0,0,0.0,0.0
Middle Tennessee,,105.7,,,,71.1,0.522,,19.4,,48.6,35.0,0.33,0.387,-2.4,0,0,0,0,0,0,0.0,0.0
Milwaukee,,106.3,,,,66.2,0.497,,15.8,,48.9,31.6,0.444,0.417,1.67,0,0,0,0,0,0,0.0,0.0
Minnesota,,98.7,,,,,0.491,,20.1,,52.3,38.2,0.234,0.36,9.62,0,0,0,0,0,0,0.0,0.0
Mississippi,,100.1,,,,71.0,0.494,,19.6,,52.7,36.6,0.314,0.415,6.52,0,0,0,0,0,0,0.0,0.0
Mississippi State,,105.0,,,,68.6,0.51,,18.4,,52.2,38.5,0.335,0.305,5.29,0,0,0,0,0,0,0.0,0.0
Mississippi Valley State,,92.1,,,,76.1,0.424,,17.1,,47.7,39.0,0.356,0.253,-8.5,0,0,0,0,0,0,0.0,0.0
Missouri,,103.5,,,,71.4,0.503,,16.2,,46.5,28.9,0.441,0.363,8.22,0,0,0,0,0,0,0.0,0.0
Missouri State,,,,,,,0.509,,,,53.0,34.1,0.327,0.364,4.08,0,0,0,0,0,0,0.0,0.0
Monmouth,,91.9,,,,62.6,0.476,,22.1,,48.1,31.3,0.391,0.354,-7.51,0,0,0,0,0,0,0.0,0.0
Montana,,105.7,,,,67.3,0.526,,19.6,,53.0,35.0,0.334,0.447,0.47,0,0,0,0,0,0,0.0,0.0
Montana State,,104.6,,,,73.0,0.517,,16.9,,45.6,25.4,0.34,0.361,0.73,0,0,0,0,0,0,0.0,0.0
Morehead State,,107.5,,,,69.7,0.546,,18.5,,47.5,29.6,0.37,0.34,-3.16,0,0,0,0,0,0,0.0,0.0
Morgan State,,87.9,,,,73.6,0.452,,22.4,,48.2,32.7,0.272,0.361,-8.97,0,0,0,0,0,0,0.0,0.0
Mount St. Mary's,,,,,,,0.452,,,,49.6,33.0,0.356,0.269,-6.18,0,0,0,0,0,0,0.0,0.0
Murray State,,109.8,,,,71.8,0.514,,16.8,,52.5,39.3,0.318,0.369,-2.39,0,0,0,0,0,0,0.0,0.0
Navy,,98.6,,,,76.7,0.486,,21.8,,55.1,42.0,0.179,0.509,-8.17,0,0,0,0,0,0,0.0,0.0
NC State,,97.9,,,,70.0,0.476,,19.0,,50.9,36.7,0.292,0.411,7.49,0,0,0,0,0,0,0.0,0.0
Nebraska,,94.8,,,,71.2,0.468,,20.4,,52.2,39.6,0.251,0.405,6.83,0,0,0,0,0,0,0.0,0.0
Nevada,,95.3,,,,67.2,0.425,,16.9,,49.3,34.8,0.31,0.382,1.5,0,0,0,0,0,0,0.0,0.0
Nevada-Las Vegas,,103.6,,,,79.4,0.496,,18.6,,52.5,37.2,0.258,0.376,2.52,0,0,0,0,0,0,0.0,0.0
New Hampshire,,84.0,,,,,0.415,,20.3,,44.3,30.9,0.363,0.297,-6.09,0,0,0,0,0,0,0.0,0.0
New Mexico,,103.9,,,,,0.499,,17.8,,49.9,32.6,0.258,0.432,4.18,0,0,0,0,0,0,0.0,0.0
New Mexico State,,105.2,,,,66.5,0.498,,16.8,,52.4,38.7,0.292,0.356,2.0,0,0,0,0,0,0,0.0,0.0
New Orleans,,,,,,,0.489,,21.6,,48.9,,0.289,0.36,-3.06,0,0,0,0,0,0,0.0,0.0
Niagara,,102.8,,,,73.0,0.483,,17.9,,48.7,36.2,0.381,0.391,-5.38,0,0,0,0,0,0,0.0,0.0
Nicholls State,,90.2,,,,69.7,0.436,,19.2,,49.5,37.1,0.223,0.337,-4.5,0,0,0,0,0,0,0.0,0.0
Norfolk State,,97.6,,,,76.8,0.456,,16.6,,46.8,36.3,0.258,0.375,-11.37,0,0,0,0,0,0,0.0,0.0
North Carolina,,107.9,,,,69.4,0.532,,18.1,,52.8,37.3,0.238,0.358,11.8,0,0,0,0,0,0,0.0,0.0
North Carolina A&T,,96.7,,,,77.0,0.472,,19.8,,51.3,40.7,0.219,0.402,-12.15,0,0,0,0,0,0,0.0,0.0
North Texas,,96.4,,,,78.0,0.465,,17.9,,47.5,34.7,0.314,0.296,2.07,0,0,0,0,0,0,0.0,0.0
Northeastern,,94.4,,,,69.8,0.483,,20.9,,47.3,33.5,0.218,0.28,-8.41,0,0,0,0,0,0,0.0,0.0
Northern Arizona,,106.6,,,,68.7,0.558,,21.1,,52.2,31.6,0.414,0.383,1.37,0,0,0,0,0,0,0.0,0.0
Northern Illinois,,97.4,,,,70.3,0.461,,18.8,,51.9,37.8,0.265,0.321,1.56,0,0,0,0,0,0,0.0,0.0
Northern Iowa,,95.9,,,,64.1,0.481,,19.8,,49.5,28.1,0.254,0.42,2.52,0,0,0,0,0,0,0.0,0.0
Northwestern,,81.1,,,,63.3,0.425,,22.6,,45.6,24.9,0.353,0.339,8.14,0,0,0,0,0,0,0.0,0.0
Northwestern State,,92.2,,,,71.4,0.446,,19.6,,49.4,36.1,0.274,0.352,-6.06,0,0,0,0,0,0,0.0,0.0
Notre Dame,,103.3,,,,68.5,0.541,,22.4,,51.8,33.8,0.391,0.391,6.38,0,0,0,0,0,0,0.0,0.0
Oakland,,98.3,,,,71.8,0.488,,19.3,,46.2,27.9,0.468,0.38,-1.32,0,0,0,0,0,0,0.0,0.0
Ohio,,101.1,,,,69.7,0.495,,20.2,,53.9,37.5,0.359,0.496,3.53,0,0,0,0,0,0,0.0,0.0
Ohio State,,106.5,,,,68.3,0.497,,15.6,,52.1,36.8,0.261,0.36,6.55,0,0,0,0,0,0,0.0,0.0
Oklahoma,,110.6,,,,67.0,0.523,,15.9,,52.7,36.5,0.343,0.315,6.63,0,0,0,0,0,0,0.0,0.0
Oklahoma State,,108.9,,,,70.8,0.535,,17.3,,52.6,34.6,0.287,0.395,6.59,0,0,0,0,0,0,0.0,0.0
Old Dominion,,96.4,,,,66.1,0.471,,19.2,,50.0,34.9,0.248,0.438,-1.9,0,0,0,0,0,0,0.0,0.0
Oral Roberts,,99.3,,,,70.5,0.508,,18.3,,47.1,27.6,0.377,0.359,-4.23,0,0,0,0,0,0,0.0,0.0
Oregon,,104.9,,,,71.2,0.519,,18.8,,51.3,34.8,0.321,0.375,8.53,0,0,0,0,0,0,0.0,0.0
