Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Brown,,99.8,,,,66.5,0.507,,17.5,,46.1,22.5,0.38,0.374,-3.82,0,0,0,0,0,0,0.0,0.0
Bryant,,80.0,,,,64.5,0.425,,22.3,,43.7,23.6,0.369,0.269,,0,0,0,0,0,0,0.0,0.0
Bucknell,,100.8,,,,65.4,0.467,,15.0,,49.4,30.7,0.347,0.347,-6.84,0,0,0,0,0,0,0.0,0.0
Buffalo,,104.0,,,,69.0,0.493,,17.1,,51.0,34.9,0.343,0.363,-2.27,0,0,0,0,0,0,0.0,0.0
Butler,,106.8,,,,64.1,0.51,,16.3,,52.1,30.4,0.398,0.469,5.08,0,0,0,0,0,0,0.0,0.0
Cal Poly,,102.2,,,,67.8,0.475,,16.6,,51.1,34.1,0.348,0.383,-2.31,0,0,0,0,0,0,0.0,0.0
Cal State Bakersfield,,95.3,,,,68.4,0.433,,18.1,,48.9,36.1,0.287,0.435,,0,0,0,0,0,0,0.0,0.0
Cal State Fullerton,,103.4,,,,69.3,0.51,,17.8,,50.2,29.7,0.341,0.41,-1.55,0,0,0,0,0,0,0.0,0.0
Cal State Northridge,,97.0,,,,72.6,0.463,,20.1,,50.5,35.9,0.279,0.522,-1.06,0,0,0,0,0,0,0.0,0.0
California,,113.4,,,,67.9,0.533,,15.1,,52.5,34.7,0.3,0.354,8.26,0,0,0,0,0,0,0.0,0.0
Campbell,,102.9,,,,66.7,0.49,,18.3,,50.6,35.4,0.26,0.456,-4.96,0,0,0,0,0,0,0.0,0.0
Canisius,,98.4,,,,66.2,0.47,,18.4,,51.0,35.0,0.369,0.337,-4.09,0,0,0,0,0,0,0.0,0.0
Centenary (LA),,97.3,,,,71.9,0.485,,18.5,,43.9,25.9,0.391,0.382,-5.08,0,0,0,0,0,0,0.0,0.0
Central Arkansas,,95.6,,,,65.8,0.463,,18.1,,49.4,32.1,0.331,0.456,,0,0,0,0,0,0,0.0,0.0
Central Connecticut State,,94.8,,,,63.7,0.451,,17.8,,48.7,32.1,0.305,0.342,-9.68,0,0,0,0,0,0,0.0,0.0
Central Michigan,,100.1,,,,64.5,0.482,,18.5,,50.8,35.6,0.387,0.385,-3.58,0,0,0,0,0,0,0.0,0.0
Charleston Southern,,99.9,,,,67.6,0.484,,18.0,,50.6,36.0,0.312,0.279,-8.12,0,0,0,0,0,0,0.0,0.0
Charlotte,,105.0,,,,69.4,0.474,,16.0,,51.7,35.5,0.357,0.425,3.0,0,0,0,0,0,0,0.0,0.0
Chattanooga,,98.5,,,,70.9,0.507,,19.7,,50.8,31.8,0.428,0.334,-3.68,0,0,0,0,0,0,0.0,0.0
Chicago State,,90.8,,,,68.9,0.42,,19.1,,50.8,36.1,0.28,0.387,-7.61,0,0,0,0,0,0,0.0,0.0
Cincinnati,,102.2,,,,66.4,0.476,,16.0,,54.3,38.3,0.33,0.322,8.45,0,0,0,0,0,0,0.0,0.0
Clemson,,104.8,,,,70.1,0.511,,18.0,,51.4,36.5,0.336,0.348,7.9,0,0,0,0,0,0,0.0,0.0
Cleveland State,,104.4,,,,66.3,0.501,,16.1,,46.6,29.4,0.341,0.353,2.12,0,0,0,0,0,0,0.0,0.0
Coastal Carolina,,109.5,,,,67.4,0.523,,16.0,,53.8,38.3,0.253,0.366,-10.14,0,0,0,0,0,0,0.0,0.0
Colgate,,99.2,,,,66.8,0.494,,18.9,,51.0,32.1,0.325,0.345,-6.52,0,0,0,0,0,0,0.0,0.0
College of Charleston,,108.2,,,,69.0,0.537,,14.4,,43.9,25.6,0.424,0.21,-2.46,0,0,0,0,0,0,0.0,0.0
Colorado,,107.0,,,,69.2,0.536,,17.1,,44.2,23.7,0.325,0.448,7.7,0,0,0,0,0,0,0.0,0.0
Colorado State,,98.7,,,,66.6,0.484,,19.4,,51.8,32.8,0.307,0.483,3.61,0,0,0,0,0,0,0.0,0.0
Columbia,,92.9,,,,64.8,0.453,,19.0,,50.2,31.4,0.247,0.381,-6.04,0,0,0,0,0,0,0.0,0.0
Connecticut,,102.5,,,,68.3,0.482,,18.2,,52.6,38.7,0.215,0.442,9.15,0,0,0,0,0,0,0.0,0.0
Coppin State,,91.5,,,,66.2,0.433,,17.9,,46.3,30.7,0.278,0.304,-6.81,0,0,0,0,0,0,0.0,0.0
Cornell,,117.1,,,,64.7,0.568,,16.1,,52.4,33.0,0.401,0.284,-0.91,0,0,0,0,0,0,0.0,0.0
Creighton,,105.1,,,,65.9,0.501,,15.8,,50.5,30.8,0.399,0.371,3.15,0,0,0,0,0,0,0.0,0.0
Dartmouth,,84.7,,,,63.8,0.415,,18.1,,45.8,28.6,0.23,0.266,-5.46,0,0,0,0,0,0,0.0,0.0
Davidson,,106.2,,,,67.0,0.506,,17.0,,52.5,33.1,0.431,0.337,-1.26,0,0,0,0,0,0,0.0,0.0
Dayton,,103.3,,,,67.3,0.506,,18.1,,54.0,34.2,0.363,0.385,5.61,0,0,0,0,0,0,0.0,0.0
Delaware,,95.8,,,,64.6,0.441,,16.8,,49.4,34.5,0.339,0.344,1.37,0,0,0,0,0,0,0.0,0.0
Delaware State,,98.4,,,,59.0,0.458,,16.2,,47.0,34.6,0.299,0.336,-7.6,0,0,0,0,0,0,0.0,0.0
Denver,,107.7,,,,60.3,0.579,,18.1,,44.6,18.8,0.452,0.448,-4.89,0,0,0,0,0,0,0.0,0.0
DePaul,,95.2,,,,63.1,0.447,,14.3,,46.2,31.5,0.315,0.299,7.58,0,0,0,0,0,0,0.0,0.0
Detroit Mercy,,100.7,,,,68.4,0.5,,19.4,,52.9,35.5,0.243,0.47,-1.59,0,0,0,0,0,0,0.0,0.0
Drake,,105.0,,,,63.2,0.519,,14.4,,44.8,21.2,0.44,0.341,3.34,0,0,0,0,0,0,0.0,0.0
Drexel,,97.8,,,,65.1,0.449,,15.5,,50.0,34.2,0.272,0.361,0.19,0,0,0,0,0,0,0.0,0.0
Duke,,115.7,,,,66.5,0.505,,13.3,,54.4,40.3,0.329,0.379,9.21,0,0,0,0,0,0,0.0,0.0
Duquesne,,97.7,,,,69.6,0.471,,16.8,,47.5,32.8,0.343,0.38,1.95,0,0,0,0,0,0,0.0,0.0
East Carolina,,97.3,,,,68.8,0.488,,20.9,,51.1,34.0,0.314,0.417,4.42,0,0,0,0,0,0,0.0,0.0
East Tennessee State,,99.5,,,,69.4,0.477,,18.0,,50.5,35.0,0.291,0.412,-1.47,0,0,0,0,0,0,0.0,0.0
Eastern Illinois,,103.9,,,,64.5,0.5,,17.6,,52.0,35.2,0.204,0.347,-5.0,0,0,0,0,0,0,0.0,0.0
Eastern Kentucky,,113.1,,,,63.0,0.564,,13.7,,44.6,24.1,0.46,0.257,-5.16,0,0,0,0,0,0,0.0,0.0
Eastern Michigan,,99.3,,,,66.3,0.475,,17.4,,51.0,32.8,0.385,0.441,-3.59,0,0,0,0,0,0,0.0,0.0
Eastern Washington,,95.5,,,,71.4,0.475,,18.3,,48.5,27.3,0.334,0.333,-1.91,0,0,0,0,0,0,0.0,0.0
Elon,,96.4,,,,68.9,0.476,,16.6,,46.2,27.8,0.39,0.329,-3.04,0,0,0,0,0,0,0.0,0.0
Evansville,,96.9,,,,66.0,0.475,,18.8,,50.6,29.2,0.251,0.421,1.82,0,0,0,0,0,0,0.0,0.0
Fairfield,,104.4,,,,67.0,0.483,,16.3,,50.7,36.5,0.31,0.35,-3.33,0,0,0,0,0,0,0.0,0.0
FDU,,92.1,,,,68.5,0.461,,19.7,,48.8,28.9,0.266,0.443,-6.42,0,0,0,0,0,0,0.0,0.0
Florida,,107.4,,,,66.5,0.494,,15.4,,52.0,37.0,0.323,0.334,7.16,0,0,0,0,0,0,0.0,0.0
Florida A&M,,92.6,,,,68.2,0.457,,19.5,,46.8,31.9,0.332,0.397,-6.41,0,0,0,0,0,0,0.0,0.0
Florida Atlantic,,103.9,,,,69.2,0.487,,14.9,,47.9,31.7,0.316,0.343,-3.3,0,0,0,0,0,0,0.0,0.0
Florida Gulf Coast,,93.9,,,,68.5,0.461,,20.7,,50.2,37.9,0.254,0.377,,0,0,0,0,0,0,0.0,0.0
Florida International,,97.8,,,,69.0,0.462,,16.6,,46.9,31.5,0.324,0.332,-2.74,0,0,0,0,0,0,0.0,0.0
Florida State,,100.6,,,,67.6,0.505,,20.5,,53.7,38.1,0.321,0.386,6.79,0,0,0,0,0,0,0.0,0.0
Fordham,,88.2,,,,72.6,0.419,,18.2,,47.7,31.5,0.284,0.32,2.08,0,0,0,0,0,0,0.0,0.0
Fresno State,,99.2,,,,66.9,0.486,,18.1,,48.8,30.4,0.383,0.396,1.31,0,0,0,0,0,0,0.0,0.0
Furman,,99.7,,,,68.3,0.477,,18.1,,50.2,31.4,0.342,0.436,-4.83,0,0,0,0,0,0,0.0,0.0
Gardner-Webb,,92.9,,,,73.5,0.479,,20.9,,47.9,31.7,0.338,0.293,-5.61,0,0,0,0,0,0,0.0,0.0
George Mason,,100.4,,,,66.3,0.487,,17.5,,49.2,32.8,0.278,0.416,0.06,0,0,0,0,0,0,0.0,0.0
George Washington,,101.2,,,,69.0,0.478,,17.2,,52.9,37.3,0.259,0.392,0.96,0,0,0,0,0,0,0.0,0.0
Georgetown,,110.4,,,,66.6,0.557,,18.1,,51.8,33.1,0.302,0.37,9.56,0,0,0,0,0,0,0.0,0.0
Georgia,,103.2,,,,66.2,0.501,,19.3,,53.3,38.2,0.246,0.385,8.04,0,0,0,0,0,0,0.0,0.0
Georgia Southern,,97.7,,,,71.7,0.49,,19.1,,45.2,31.4,0.33,0.36,-1.67,0,0,0,0,0,0,0.0,0.0
Georgia State,,97.8,,,,63.0,0.456,,17.5,,50.3,37.9,0.242,0.311,-1.48,0,0,0,0,0,0,0.0,0.0
Georgia Tech,,103.1,,,,70.4,0.511,,19.1,,53.2,37.4,0.284,0.377,9.02,0,0,0,0,0,0,0.0,0.0
Gonzaga,,109.6,,,,69.4,0.54,,16.2,,53.1,32.1,0.278,0.494,3.83,0,0,0,0,0,0,0.0,0.0
Grambling,,90.2,,,,69.7,0.449,,19.4,,45.9,28.8,0.309,0.368,-12.75,0,0,0,0,0,0,0.0,0.0
Green Bay,,105.3,,,,64.1,0.498,,16.3,,49.2,33.5,0.327,0.357,0.75,0,0,0,0,0,0,0.0,0.0
Hampton,,96.7,,,,68.0,0.472,,19.5,,48.9,33.5,0.321,0.422,-8.36,0,0,0,0,0,0,0.0,0.0
Hartford,,95.6,,,,64.9,0.468,,15.5,,45.1,27.0,0.404,0.279,-6.04,0,0,0,0,0,0,0.0,0.0
Harvard,,107.4,,,,67.7,0.54,,19.6,,51.7,31.3,0.339,0.445,-3.91,0,0,0,0,0,0,0.0,0.0
Hawaii,,101.7,,,,67.0,0.477,,17.8,,52.5,38.8,0.292,0.443,0.33,0,0,0,0,0,0,0.0,0.0
High Point,,100.9,,,,71.4,0.486,,18.4,,49.4,34.8,0.308,0.351,-9.3,0,0,0,0,0,0,0.0,0.0
Hofstra,,101.1,,,,69.2,0.452,,16.2,,52.5,37.4,0.269,0.316,-0.02,0,0,0,0,0,0,0.0,0.0
Holy Cross,,102.9,,,,66.8,0.493,,18.1,,53.0,36.7,0.248,0.388,-5.57,0,0,0,0,0,0,0.0,0.0
Houston,,109.3,,,,71.4,0.483,,10.6,,44.5,30.3,0.357,0.337,3.48,0,0,0,0,0,0,0.0,0.0
Houston Christian,,94.7,,,,74.6,0.451,,20.7,,51.3,35.8,0.247,0.436,,0,0,0,0,0,0,0.0,0.0
Howard,,88.3,,,,65.6,0.427,,18.9,,48.1,32.1,0.352,0.408,-7.27,0,0,0,0,0,0,0.0,0.0
Idaho,,104.5,,,,67.9,0.521,,17.7,,50.9,32.5,0.302,0.382,0.48,0,0,0,0,0,0,0.0,0.0
Idaho State,,102.8,,,,63.3,0.497,,17.4,,49.9,35.9,0.25,0.354,0.13,0,0,0,0,0,0,0.0,0.0
Illinois,,104.3,,,,66.9,0.501,,15.6,,51.9,32.2,0.303,0.273,9.58,0,0,0,0,0,0,0.0,0.0
Illinois State,,105.8,,,,65.2,0.501,,16.9,,53.1,34.4,0.332,0.404,1.16,0,0,0,0,0,0,0.0,0.0
Illinois-Chicago,,92.8,,,,67.4,0.438,,16.4,,45.5,27.8,0.342,0.325,0.94,0,0,0,0,0,0,0.0,0.0
Indiana,,97.1,,,,67.7,0.464,,19.4,,49.7,35.6,0.278,0.418,9.37,0,0,0,0,0,0,0.0,0.0
Indiana State,,101.4,,,,64.1,0.487,,16.9,,48.2,27.6,0.375,0.368,2.4,0,0,0,0,0,0,0.0,0.0
Iona,,99.0,,,,66.5,0.488,,17.6,,48.3,29.7,0.371,0.373,-1.85,0,0,0,0,0,0,0.0,0.0
Iowa,,97.3,,,,62.0,0.488,,19.1,,50.1,30.4,0.462,0.309,8.09,0,0,0,0,0,0,0.0,0.0
Iowa State,,103.1,,,,69.3,0.499,,16.8,,51.1,33.0,0.3,0.369,8.37,0,0,0,0,0,0,0.0,0.0
IU Indy,,110.5,,,,66.3,0.558,,18.4,,51.5,33.5,0.278,0.423,-4.08,0,0,0,0,0,0,0.0,0.0
Jackson State,,94.3,,,,66.7,0.447,,18.4,,51.7,35.0,0.313,0.438,-10.66,0,0,0,0,0,0,0.0,0.0
Jacksonville,,101.1,,,,69.0,0.465,,17.5,,52.3,38.7,0.276,0.386,-2.3,0,0,0,0,0,0,0.0,0.0
Jacksonville State,,101.7,,,,68.1,0.49,,17.4,,49.1,31.8,0.298,0.371,-4.22,0,0,0,0,0,0,0.0,0.0
James Madison,,98.8,,,,67.8,0.492,,18.5,,49.1,31.7,0.334,0.347,-1.52,0,0,0,0,0,0,0.0,0.0
Kansas,,116.8,,,,69.4,0.551,,15.7,,54.6,38.4,0.307,0.413,8.25,0,0,0,0,0,0,0.0,0.0
Kansas City,,99.5,,,,67.1,0.474,,16.5,,48.6,29.6,0.316,0.401,-4.75,0,0,0,0,0,0,0.0,0.0
Kansas State,,110.5,,,,71.2,0.508,,16.4,,52.9,40.4,0.322,0.503,10.28,0,0,0,0,0,0,0.0,0.0
Kennesaw State,,98.5,,,,66.7,0.469,,18.0,,48.5,36.5,0.372,0.29,-3.69,0,0,0,0,0,0,0.0,0.0
Kent State,,103.7,,,,67.1,0.481,,15.0,,50.5,33.0,0.308,0.394,0.74,0,0,0,0,0,0,0.0,0.0
Kentucky,,112.1,,,,70.0,0.53,,16.7,,55.4,40.5,0.313,0.436,6.82,0,0,0,0,0,0,0.0,0.0
La Salle,,101.8,,,,69.1,0.488,,18.8,,53.0,38.9,0.283,0.38,2.46,0,0,0,0,0,0,0.0,0.0
Lafayette,,106.7,,,,67.7,0.529,,17.2,,46.6,26.9,0.404,0.392,-8.99,0,0,0,0,0,0,0.0,0.0
Lamar,,97.9,,,,70.0,0.458,,19.0,,53.6,38.1,0.254,0.471,-4.22,0,0,0,0,0,0,0.0,0.0
Lehigh,,106.5,,,,70.0,0.514,,16.1,,50.9,29.8,0.297,0.431,-7.79,0,0,0,0,0,0,0.0,0.0
Liberty,,98.3,,,,68.6,0.491,,19.7,,51.4,31.8,0.308,0.404,-7.25,0,0,0,0,0,0,0.0,0.0
Lipscomb,,110.7,,,,70.8,0.533,,17.3,,52.0,36.0,0.375,0.381,-3.07,0,0,0,0,0,0,0.0,0.0
Little Rock,,99.8,,,,67.2,0.484,,17.3,,49.0,29.0,0.318,0.457,-2.23,0,0,0,0,0,0,0.0,0.0
Long Beach State,,100.1,,,,70.2,0.486,,17.3,,48.7,32.1,0.321,0.39,1.55,0,0,0,0,0,0,0.0,0.0
Long Island University,,100.3,,,,68.2,0.464,,17.0,,51.2,35.3,0.367,0.393,-8.25,0,0,0,0,0,0,0.0,0.0
Longwood,,99.3,,,,74.6,0.493,,17.6,,47.9,32.0,0.322,0.282,-3.74,0,0,0,0,0,0,0.0,0.0
Louisiana,,101.7,,,,67.0,0.499,,16.9,,47.9,31.1,0.314,0.345,-4.74,0,0,0,0,0,0,0.0,0.0
Louisiana State,,95.6,,,,64.0,0.44,,16.6,,50.7,35.3,0.284,0.32,5.93,0,0,0,0,0,0,0.0,0.0
Louisiana Tech,,105.8,,,,68.6,0.5,,16.2,,51.7,35.2,0.294,0.374,-0.4,0,0,0,0,0,0,0.0,0.0
Louisiana-Monroe,,100.0,,,,68.0,0.481,,20.3,,51.3,35.9,0.339,0.467,-5.3,0,0,0,0,0,0,0.0,0.0
Louisville,,110.6,,,,67.9,0.514,,16.5,,51.3,39.8,0.396,0.357,7.99,0,0,0,0,0,0,0.0,0.0
Loyola (IL),,100.7,,,,64.1,0.482,,18.1,,51.9,35.4,0.336,0.369,0.56,0,0,0,0,0,0,0.0,0.0
Loyola (MD),,97.6,,,,66.3,0.472,,19.2,,50.0,34.7,0.287,0.392,-4.09,0,0,0,0,0,0,0.0,0.0
Loyola Marymount,,106.9,,,,70.4,0.506,,15.6,,49.6,34.2,0.267,0.404,1.32,0,0,0,0,0,0,0.0,0.0
Maine,,96.8,,,,66.2,0.469,,18.5,,50.5,31.9,0.365,0.397,-6.26,0,0,0,0,0,0,0.0,0.0
Manhattan,,96.4,,,,67.7,0.442,,14.6,,47.7,30.8,0.241,0.361,-2.97,0,0,0,0,0,0,0.0,0.0
Marist,,87.7,,,,63.7,0.454,,19.5,,45.2,26.1,0.376,0.284,-2.85,0,0,0,0,0,0,0.0,0.0
Marquette,,111.9,,,,64.4,0.528,,13.8,,49.0,31.2,0.351,0.349,8.23,0,0,0,0,0,0,0.0,0.0
Marshall,,112.0,,,,70.6,0.534,,15.3,,51.7,34.6,0.298,0.44,1.57,0,0,0,0,0,0,0.0,0.0
Maryland,,112.2,,,,70.2,0.518,,13.9,,50.4,35.6,0.249,0.336,7.95,0,0,0,0,0,0,0.0,0.0
Maryland-Baltimore County,,94.1,,,,66.5,0.458,,15.1,,43.2,23.8,0.28,0.329,-6.19,0,0,0,0,0,0,0.0,0.0
Maryland-Eastern Shore,,91.8,,,,66.0,0.448,,19.4,,50.3,34.2,0.307,0.362,-7.38,0,0,0,0,0,0,0.0,0.0
Massachusetts,,99.8,,,,70.3,0.46,,16.3,,51.8,36.9,0.382,0.339,3.4,0,0,0,0,0,0,0.0,0.0
McNeese State,,101.4,,,,66.8,0.486,,17.7,,50.5,37.7,0.301,0.303,-4.34,0,0,0,0,0,0,0.0,0.0
Memphis,,112.5,,,,67.1,0.536,,14.8,,48.3,32.1,0.394,0.444,3.65,0,0,0,0,0,0,0.0,0.0
Mercer,,107.3,,,,70.7,0.521,,17.8,,51.6,35.1,0.421,0.433,-1.2,0,0,0,0,0,0,0.0,0.0
Miami (FL),,108.2,,,,66.9,0.53,,17.8,,52.3,35.1,0.368,0.372,7.01,0,0,0,0,0,0,0.0,0.0
Miami (OH),,101.0,,,,61.0,0.5,,18.2,,49.1,28.3,0.376,0.374,1.43,0,0,0,0,0,0,0.0,0.0
Michigan,,102.7,,,,62.2,0.481,,14.0,,47.1,29.5,0.432,0.29,9.37,0,0,0,0,0,0,0.0,0.0
Michigan State,,108.7,,,,65.9,0.516,,17.5,,56.3,39.8,0.263,0.369,8.17,0,0,0,0,0,0,0.0,0.0
Middle Tennessee,,103.9,,,,66.5,0.501,,17.2,,51.5,30.7,0.298,0.379,-3.33,0,0,0,0,0,0,0.0,0.0
Milwaukee,,103.6,,,,66.8,0.498,,17.4,,52.5,31.9,0.407,0.431,0.52,0,0,0,0,0,0,0.0,0.0
Minnesota,,109.0,,,,65.7,0.531,,15.9,,51.2,32.9,0.317,0.339,7.32,0,0,0,0,0,0,0.0,0.0
Mississippi,,109.8,,,,70.4,0.517,,14.3,,51.1,34.7,0.364,0.335,5.77,0,0,0,0,0,0,0.0,0.0
Mississippi State,,106.3,,,,67.8,0.514,,15.5,,51.3,29.9,0.445,0.353,4.6,0,0,0,0,0,0,0.0,0.0
Mississippi Valley State,,91.3,,,,69.9,0.467,,21.0,,48.7,31.1,0.358,0.364,-9.88,0,0,0,0,0,0,0.0,0.0
Missouri,,108.0,,,,71.0,0.501,,15.0,,48.0,34.7,0.333,0.339,6.36,0,0,0,0,0,0,0.0,0.0
Missouri State,,109.6,,,,64.5,0.512,,14.8,,52.6,33.4,0.345,0.363,1.4,0,0,0,0,0,0,0.0,0.0
Monmouth,,95.2,,,,66.9,0.462,,18.4,,48.3,30.3,0.373,0.359,-7.82,0,0,0,0,0,0,0.0,0.0
Montana,,109.8,,,,63.4,0.548,,16.9,,52.2,30.6,0.322,0.369,-2.35,0,0,0,0,0,0,0.0,0.0
Montana State,,105.5,,,,65.1,0.514,,15.3,,47.0,27.8,0.378,0.377,-2.45,0,0,0,0,0,0,0.0,0.0
Morehead State,,107.4,,,,66.2,0.514,,18.5,,55.8,40.4,0.342,0.362,-3.07,0,0,0,0,0,0,0.0,0.0
Morgan State,,107.2,,,,70.0,0.475,,15.6,,52.4,39.7,0.276,0.439,-6.15,0,0,0,0,0,0,0.0,0.0
Mount St. Mary's,,97.5,,,,67.1,0.476,,17.1,,48.5,30.8,0.309,0.402,-6.28,0,0,0,0,0,0,0.0,0.0
Murray State,,112.4,,,,68.0,0.556,,18.3,,54.7,39.7,0.305,0.419,-3.89,0,0,0,0,0,0,0.0,0.0
Navy,,97.8,,,,72.0,0.479,,17.8,,45.6,27.5,0.406,0.383,-7.91,0,0,0,0,0,0,0.0,0.0
NC State,,101.1,,,,65.7,0.483,,16.9,,49.6,33.0,0.294,0.366,7.3,0,0,0,0,0,0,0.0,0.0
Nebraska,,101.7,,,,64.9,0.502,,16.8,,49.7,29.5,0.313,0.375,6.66,0,0,0,0,0,0,0.0,0.0
Nevada,,112.1,,,,70.4,0.536,,14.6,,51.3,32.2,0.3,0.345,2.56,0,0,0,0,0,0,0.0,0.0
Nevada-Las Vegas,,107.7,,,,67.4,0.52,,14.9,,49.5,29.3,0.356,0.327,4.82,0,0,0,0,0,0,0.0,0.0
New Hampshire,,93.3,,,,64.7,0.431,,16.9,,50.6,33.4,0.377,0.401,-6.29,0,0,0,0,0,0,0.0,0.0
New Mexico,,111.3,,,,67.7,0.506,,13.6,,53.6,35.4,0.365,0.449,3.84,0,0,0,0,0,0,0.0,0.0
New Mexico State,,108.6,,,,72.1,0.532,,15.6,,48.6,29.9,0.388,0.384,1.66,0,0,0,0,0,0,0.0,0.0
New Orleans,,90.3,,,,65.4,0.46,,21.3,,49.2,28.4,0.338,0.42,-4.5,0,0,0,0,0,0,0.0,0.0
Niagara,,102.7,,,,69.2,0.472,,14.8,,48.0,33.2,0.397,0.373,-2.5,0,0,0,0,0,0,0.0,0.0
Nicholls State,,100.0,,,,64.7,0.502,,17.9,,46.2,27.8,0.398,0.408,-2.61,0,0,0,0,0,0,0.0,0.0
NJIT,,88.9,,,,69.1,0.434,,18.5,,47.6,29.1,0.355,0.332,-8.24,0,0,0,0,0,0,0.0,0.0
Norfolk State,,95.7,,,,72.6,0.498,,21.2,,50.1,33.5,0.258,0.404,-6.42,0,0,0,0,0,0,0.0,0.0
North Carolina,,102.2,,,,72.4,0.48,,17.2,,53.4,39.0,0.234,0.373,9.83,0,0,0,0,0,0,0.0,0.0
North Carolina A&T,,95.2,,,,71.1,0.469,,18.2,,47.7,30.9,0.447,0.355,-5.66,0,0,0,0,0,0,0.0,0.0
North Carolina Central,,87.6,,,,68.5,0.439,,20.8,,46.2,32.6,0.278,0.299,,0,0,0,0,0,0,0.0,0.0
North Dakota,,94.1,,,,66.0,0.496,,21.8,,48.8,26.9,0.419,0.451,,0,0,0,0,0,0,0.0,0.0
