Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Air Force,,,,,,,0.582,,18.2,,43.4,17.4,0.532,0.373,0.08,0,0,0,0,0,0,0.0,0.0
Akron,,,,,,,0.524,,18.4,,48.6,31.4,0.32,0.461,0.01,0,0,0,0,0,0,0.0,0.0
Alabama,,,,,,,0.516,,16.4,,50.4,36.6,0.342,0.408,10.2,0,0,0,0,0,0,0.0,0.0
Alabama A&M,,,,,,,0.462,,18.8,,48.8,38.7,0.333,0.4,-12.3,0,0,0,0,0,0,0.0,0.0
Alabama State,,,,,,,0.476,,22.5,,51.9,36.0,0.339,0.454,-10.78,0,0,0,0,0,0,0.0,0.0
Albany (NY),,,,,,,0.446,,20.8,,47.2,,0.305,0.263,-7.47,0,0,0,0,0,0,0.0,0.0
Alcorn State,,,,,,,0.478,,23.7,,49.7,32.9,0.303,0.389,-11.79,0,0,0,0,0,0,0.0,0.0
American,,,,,,,0.505,,18.5,,52.1,33.1,0.341,0.391,-7.04,0,0,0,0,0,0,0.0,0.0
Appalachian State,,,,,,,0.463,,18.8,,47.1,40.7,0.334,0.295,-1.18,0,0,0,0,0,0,0.0,0.0
Arizona,,,,,,,0.543,,16.6,,52.7,42.1,0.293,0.335,6.63,0,0,0,0,0,0,0.0,0.0
Arizona State,,,,,,,0.485,,18.1,,49.9,32.7,0.319,0.497,5.34,0,0,0,0,0,0,0.0,0.0
Arkansas,,,,,,,0.471,,16.9,,48.5,36.5,0.352,0.354,6.28,0,0,0,0,0,0,0.0,0.0
Arkansas State,,,,,,,0.509,,18.7,,50.6,35.9,0.348,0.406,-4.42,0,0,0,0,0,0,0.0,0.0
Arkansas-Pine Bluff,,,,,,,0.39,,23.6,,44.3,29.2,0.328,0.266,-8.54,0,0,0,0,0,0,0.0,0.0
Army,,,,,,,0.423,,23.9,,43.6,18.6,0.374,0.363,-7.72,0,0,0,0,0,0,0.0,0.0
Auburn,,,,,,,0.496,,19.3,,53.2,41.5,0.34,0.354,5.89,0,0,0,0,0,0,0.0,0.0
Austin Peay,,,,,,,0.496,,18.2,,51.4,31.8,0.332,0.378,-1.38,0,0,0,0,0,0,0.0,0.0
Ball State,,,,,,,0.469,,16.1,,48.8,34.4,0.267,0.406,1.78,0,0,0,0,0,0,0.0,0.0
Baylor,,,,,,,0.481,,19.9,,48.3,35.5,0.347,0.345,5.2,0,0,0,0,0,0,0.0,0.0
Belmont,,,,,,,0.546,,18.7,,48.5,29.2,0.501,0.346,-4.68,0,0,0,0,0,0,0.0,0.0
Bethune-Cookman,,,,,,,0.448,,20.7,,47.9,31.1,0.36,0.298,-10.63,0,0,0,0,0,0,0.0,0.0
Binghamton,,,,,,,0.459,,21.7,,51.3,35.7,0.328,0.385,-6.33,0,0,0,0,0,0,0.0,0.0
Birmingham-Southern,,110.5,,,,66.7,0.568,,20.3,,54.4,37.2,0.4,0.403,-9.79,0,0,0,0,0,0,0.0,0.0
Boise State,,,,,,,0.506,,16.1,,50.5,38.0,0.336,0.36,4.14,0,0,0,0,0,0,0.0,0.0
Boston College,,,,,,,0.491,,17.3,,52.2,42.5,0.218,0.447,7.17,0,0,0,0,0,0,0.0,0.0
Boston University,,,,,,,0.483,,15.8,,50.8,33.7,0.336,0.328,-5.91,0,0,0,0,0,0,0.0,0.0
Bowling Green,,,,,,,0.511,,20.7,,50.9,32.3,0.339,0.442,0.49,0,0,0,0,0,0,0.0,0.0
Bradley,,,,,,,0.463,,19.6,,49.2,33.3,0.355,0.445,1.94,0,0,0,0,0,0,0.0,0.0
Brigham Young,,,,,,,0.541,,17.7,,54.4,31.6,0.31,0.44,6.31,0,0,0,0,0,0,0.0,0.0
Brown,,,,,,,0.517,,18.7,,46.7,25.2,0.365,0.312,-4.17,0,0,0,0,0,0,0.0,0.0
Bucknell,,,,,,,0.509,,21.8,,53.6,29.7,0.332,0.414,-6.65,0,0,0,0,0,0,0.0,0.0
Buffalo,,,,,,,0.518,,18.0,,52.3,36.9,0.296,0.397,-1.19,0,0,0,0,0,0,0.0,0.0
Butler,,,,,,,0.495,,14.9,,49.3,28.7,0.46,0.282,-0.03,0,0,0,0,0,0,0.0,0.0
Cal Poly,,,,,,,0.498,,18.7,,47.0,28.0,0.326,0.347,-0.2,0,0,0,0,0,0,0.0,0.0
Cal State Fullerton,,,,,,,0.483,,18.5,,54.2,41.1,0.327,0.359,-0.81,0,0,0,0,0,0,0.0,0.0
Cal State Northridge,,,,,,,0.495,,20.5,,48.4,33.1,0.32,0.393,-0.46,0,0,0,0,0,0,0.0,0.0
California,,,,,,,0.478,,17.6,,51.5,34.6,0.266,0.409,6.65,0,0,0,0,0,0,0.0,0.0
Campbell,,,,,,,0.44,,18.9,,47.6,36.8,0.303,0.303,-4.49,0,0,0,0,0,0,0.0,0.0
Canisius,,,,,,,0.495,,18.2,,49.3,36.2,0.311,0.3,-2.75,0,0,0,0,0,0,0.0,0.0
Centenary (LA),,,,,,,0.525,,19.4,,49.9,,0.282,0.433,-2.39,0,0,0,0,0,0,0.0,0.0
Central Connecticut State,,,,,,,0.515,,18.6,,52.8,36.8,0.277,0.346,-7.97,0,0,0,0,0,0,0.0,0.0
Central Michigan,,,,,,,0.501,,21.1,,45.9,30.3,0.362,0.374,1.13,0,0,0,0,0,0,0.0,0.0
Charleston Southern,,,,,,,0.47,,20.6,,47.9,29.1,0.307,0.28,-6.97,0,0,0,0,0,0,0.0,0.0
Charlotte,,,,,,,0.514,,17.3,,53.0,44.1,0.378,0.442,4.7,0,0,0,0,0,0,0.0,0.0
Chattanooga,,,,,,,0.558,,18.7,,53.5,36.9,0.351,0.396,-2.98,0,0,0,0,0,0,0.0,0.0
Chicago State,,,,,,,0.476,,17.7,,47.1,37.2,0.231,0.39,0.14,0,0,0,0,0,0,0.0,0.0
Cincinnati,,,,,,,0.521,,14.9,,52.9,42.0,0.323,0.382,6.28,0,0,0,0,0,0,0.0,0.0
Clemson,,,,,,,0.476,,22.9,,52.8,39.8,0.278,0.429,11.12,0,0,0,0,0,0,0.0,0.0
Cleveland State,,,,,,,0.458,,22.0,,49.6,37.5,0.321,0.399,0.46,0,0,0,0,0,0,0.0,0.0
Coastal Carolina,,,,,,,0.498,,19.4,,52.6,36.6,0.306,0.321,-6.8,0,0,0,0,0,0,0.0,0.0
Colgate,,,,,,,0.487,,17.3,,50.0,32.3,0.331,0.34,-7.58,0,0,0,0,0,0,0.0,0.0
College of Charleston,,,,,,,0.514,,18.2,,49.0,30.5,0.386,0.349,-3.98,0,0,0,0,0,0,0.0,0.0
Colorado,,,,,,,0.521,,17.6,,52.2,36.3,0.309,0.44,7.18,0,0,0,0,0,0,0.0,0.0
Colorado State,,,,,,,0.504,,21.1,,50.7,30.0,0.265,0.487,4.87,0,0,0,0,0,0,0.0,0.0
Columbia,,,,,,,0.508,,23.0,,50.3,27.9,0.381,0.337,-5.3,0,0,0,0,0,0,0.0,0.0
Connecticut,,,,,,,0.532,,16.0,,56.1,36.8,0.258,0.345,7.77,0,0,0,0,0,0,0.0,0.0
Coppin State,,,,,,,0.472,,19.8,,51.4,35.0,0.349,0.379,-8.68,0,0,0,0,0,0,0.0,0.0
Cornell,,,,,,,0.481,,17.9,,51.5,34.8,0.344,0.385,-5.69,0,0,0,0,0,0,0.0,0.0
Creighton,,,,,,,0.51,,17.7,,51.6,30.3,0.298,0.399,1.9,0,0,0,0,0,0,0.0,0.0
Dartmouth,,,,,,,0.473,,20.2,,44.1,17.0,0.387,0.295,-6.17,0,0,0,0,0,0,0.0,0.0
Davidson,,,,,,,0.509,,20.6,,53.6,36.1,0.379,0.36,-0.99,0,0,0,0,0,0,0.0,0.0
Dayton,,,,,,,0.506,,18.3,,55.0,40.9,0.369,0.411,3.58,0,0,0,0,0,0,0.0,0.0
Delaware,,,,,,,0.482,,19.9,,50.7,33.8,0.28,0.386,-1.95,0,0,0,0,0,0,0.0,0.0
Delaware State,,,,,,,0.503,,21.3,,48.4,26.5,0.351,0.474,-7.97,0,0,0,0,0,0,0.0,0.0
Denver,,,,,,,0.493,,17.2,,49.9,30.9,0.324,0.364,-1.67,0,0,0,0,0,0,0.0,0.0
DePaul,,,,,,,0.51,,16.9,,53.1,38.2,0.256,0.382,6.38,0,0,0,0,0,0,0.0,0.0
Detroit Mercy,,,,,,,0.514,,18.4,,52.8,33.1,0.316,0.323,0.36,0,0,0,0,0,0,0.0,0.0
Drake,,,,,,,0.461,,18.9,,47.8,36.1,0.348,0.438,2.15,0,0,0,0,0,0,0.0,0.0
Drexel,,,,,,,0.524,,16.4,,48.4,27.7,0.336,0.364,-1.22,0,0,0,0,0,0,0.0,0.0
Duke,,,,,,,0.532,,16.5,,51.6,47.4,0.334,0.412,10.86,0,0,0,0,0,0,0.0,0.0
Duquesne,,,,,,,0.508,,18.4,,49.1,31.0,0.321,0.375,2.23,0,0,0,0,0,0,0.0,0.0
East Carolina,,,,,,,0.481,,18.0,,53.5,37.0,0.262,0.439,2.16,0,0,0,0,0,0,0.0,0.0
East Tennessee State,,,,,,,0.508,,17.5,,50.0,41.1,0.282,0.37,-3.15,0,0,0,0,0,0,0.0,0.0
Eastern Illinois,,,,,,,0.488,,19.6,,50.8,31.7,0.274,0.301,-2.63,0,0,0,0,0,0,0.0,0.0
Eastern Kentucky,,,,,,,0.526,,19.3,,51.5,33.0,0.317,0.409,-5.07,0,0,0,0,0,0,0.0,0.0
Eastern Michigan,,,,,,,0.503,,20.6,,51.4,33.1,0.252,0.464,-1.14,0,0,0,0,0,0,0.0,0.0
Eastern Washington,,,,,,,0.531,,19.6,,49.6,27.9,0.31,0.386,-0.34,0,0,0,0,0,0,0.0,0.0
Elon,,,,,,,0.48,,20.2,,50.8,41.4,0.34,0.281,-2.95,0,0,0,0,0,0,0.0,0.0
