Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Boston University,,,,,,,0.461,,18.3,,51.6,31.2,0.31,0.327,-3.77,0,0,0,0,0,0,0.0,0.0
Bowling Green,,,,,,,0.505,,21.5,,45.1,25.2,0.366,0.392,0.38,0,0,0,0,0,0,0.0,0.0
Bradley,,,,,,,0.487,,18.1,,52.0,41.9,0.285,0.345,5.38,0,0,0,0,0,0,0.0,0.0
Brigham Young,,,,,,,0.522,,17.6,,51.3,32.5,0.308,0.366,3.19,0,0,0,0,0,0,0.0,0.0
Brown,,,,,,,0.464,,21.4,,49.5,26.3,0.359,0.449,-6.66,0,0,0,0,0,0,0.0,0.0
Bucknell,,,,,,,0.528,,20.2,,52.4,30.8,0.322,0.429,-2.29,0,0,0,0,0,0,0.0,0.0
Buffalo,,,,,,,0.498,,19.8,,51.7,40.5,0.325,0.439,-1.22,0,0,0,0,0,0,0.0,0.0
Butler,,,,,,,0.541,,12.8,,43.6,25.6,0.456,0.317,0.44,0,0,0,0,0,0,0.0,0.0
Cal Poly,,,,,,,0.489,,19.3,,51.2,34.9,0.401,0.336,-0.56,0,0,0,0,0,0,0.0,0.0
Cal State Fullerton,,,,,,,0.526,,17.3,,53.0,39.9,0.318,0.325,-3.07,0,0,0,0,0,0,0.0,0.0
Cal State Northridge,,,,,,,0.484,,20.9,,49.5,31.3,0.288,0.437,-1.46,0,0,0,0,0,0,0.0,0.0
California,,,,,,,0.502,,16.5,,51.2,30.1,0.283,0.448,8.84,0,0,0,0,0,0,0.0,0.0
Campbell,,,,,,,0.514,,19.1,,52.2,44.1,0.428,0.365,-8.11,0,0,0,0,0,0,0.0,0.0
Canisius,,,,,,,0.511,,17.3,,48.1,31.2,0.336,0.301,-1.8,0,0,0,0,0,0,0.0,0.0
Centenary (LA),,,,,,,0.496,,22.0,,47.1,,0.317,0.335,-3.78,0,0,0,0,0,0,0.0,0.0
Central Connecticut State,,,,,,,0.515,,16.3,,52.1,38.0,0.368,0.367,-6.76,0,0,0,0,0,0,0.0,0.0
Central Michigan,,,,,,,0.46,,24.0,,47.7,31.2,0.338,0.375,-1.01,0,0,0,0,0,0,0.0,0.0
Charleston Southern,,,,,,,0.489,,17.1,,48.7,35.4,0.364,0.36,-6.6,0,0,0,0,0,0,0.0,0.0
Charlotte,,,,,,,0.473,,15.6,,52.9,47.1,0.393,0.354,1.97,0,0,0,0,0,0,0.0,0.0
Chattanooga,,,,,,,0.501,,17.3,,51.4,37.2,0.337,0.452,-5.22,0,0,0,0,0,0,0.0,0.0
Chicago State,,,,,,,0.475,,16.9,,47.0,38.3,0.325,0.368,-2.13,0,0,0,0,0,0,0.0,0.0
Cincinnati,,,,,,,0.478,,14.1,,49.3,44.2,0.303,0.319,8.41,0,0,0,0,0,0,0.0,0.0
Clemson,,,,,,,0.497,,17.8,,50.7,46.6,0.379,0.36,4.97,0,0,0,0,0,0,0.0,0.0
Cleveland State,,,,,,,0.45,,19.4,,48.6,36.5,0.294,0.34,-0.08,0,0,0,0,0,0,0.0,0.0
Coastal Carolina,,,,,,,0.534,,17.7,,51.3,34.0,0.398,0.31,-7.09,0,0,0,0,0,0,0.0,0.0
Colgate,,,,,,,0.469,,21.4,,49.8,31.2,0.374,0.314,-5.61,0,0,0,0,0,0,0.0,0.0
College of Charleston,,,,,,,0.487,,18.7,,56.0,45.1,0.299,0.368,-5.83,0,0,0,0,0,0,0.0,0.0
Colorado,,,,,,,0.497,,16.0,,52.6,47.6,0.365,0.32,4.57,0,0,0,0,0,0,0.0,0.0
Colorado State,,,,,,,0.548,,21.2,,51.4,32.1,0.29,0.432,4.27,0,0,0,0,0,0,0.0,0.0
Columbia,,,,,,,0.501,,22.2,,53.5,28.1,0.321,0.359,-6.32,0,0,0,0,0,0,0.0,0.0
Connecticut,,,,,,,0.518,,16.3,,56.1,38.0,0.246,0.419,6.57,0,0,0,0,0,0,0.0,0.0
Coppin State,,,,,,,0.452,,16.7,,44.4,30.6,0.314,0.359,-6.07,0,0,0,0,0,0,0.0,0.0
Cornell,,,,,,,0.494,,19.0,,48.5,26.7,0.372,0.324,-5.19,0,0,0,0,0,0,0.0,0.0
Creighton,,,,,,,0.487,,17.5,,49.9,34.2,0.381,0.415,4.88,0,0,0,0,0,0,0.0,0.0
Dartmouth,,,,,,,0.471,,18.3,,48.1,28.6,0.314,0.242,-5.43,0,0,0,0,0,0,0.0,0.0
Davidson,,,,,,,0.527,,15.7,,54.1,39.3,0.398,0.29,-3.04,0,0,0,0,0,0,0.0,0.0
Dayton,,,,,,,0.484,,18.5,,52.6,37.9,0.297,0.312,2.04,0,0,0,0,0,0,0.0,0.0
Delaware,,,,,,,0.474,,19.8,,48.7,36.6,0.37,0.359,-0.54,0,0,0,0,0,0,0.0,0.0
Delaware State,,,,,,,0.497,,19.2,,46.9,33.7,0.371,0.398,-6.22,0,0,0,0,0,0,0.0,0.0
Denver,,,,,,,0.498,,19.5,,50.2,28.7,0.301,0.358,-1.42,0,0,0,0,0,0,0.0,0.0
DePaul,,,,,,,0.489,,16.3,,48.9,29.5,0.313,0.319,8.74,0,0,0,0,0,0,0.0,0.0
Detroit Mercy,,,,,,,0.489,,18.2,,53.2,40.2,0.246,0.308,0.07,0,0,0,0,0,0,0.0,0.0
Drake,,,,,,,0.478,,19.3,,53.6,44.2,0.266,0.399,5.48,0,0,0,0,0,0,0.0,0.0
Drexel,,,,,,,0.44,,17.1,,52.4,42.9,0.301,0.338,1.17,0,0,0,0,0,0,0.0,0.0
Duke,,,,,,,0.555,,16.9,,48.1,35.0,0.353,0.45,8.77,0,0,0,0,0,0,0.0,0.0
Duquesne,,,,,,,0.477,,18.0,,46.5,29.0,0.314,0.285,1.09,0,0,0,0,0,0,0.0,0.0
East Carolina,,,,,,,0.453,,19.6,,50.0,34.4,0.386,0.423,-1.27,0,0,0,0,0,0,0.0,0.0
East Tennessee State,,,,,,,0.516,,18.1,,50.6,40.9,0.271,0.337,-9.14,0,0,0,0,0,0,0.0,0.0
Eastern Illinois,,,,,,,0.469,,20.3,,48.9,28.0,0.267,0.278,-5.85,0,0,0,0,0,0,0.0,0.0
Eastern Kentucky,,,,,,,0.537,,17.4,,46.9,30.2,0.386,0.335,-4.97,0,0,0,0,0,0,0.0,0.0
Eastern Michigan,,,,,,,0.511,,22.6,,49.9,28.9,0.359,0.412,-1.43,0,0,0,0,0,0,0.0,0.0
Eastern Washington,,,,,,,0.537,,19.6,,50.3,33.8,0.277,0.415,-0.02,0,0,0,0,0,0,0.0,0.0
Elon,,,,,,,0.489,,19.5,,51.3,32.8,0.359,0.388,-3.45,0,0,0,0,0,0,0.0,0.0
Evansville,,,,,,,0.484,,21.1,,48.0,27.0,0.384,0.389,3.54,0,0,0,0,0,0,0.0,0.0
Fairfield,,,,,,,0.495,,14.6,,46.5,31.4,0.37,0.303,-0.05,0,0,0,0,0,0,0.0,0.0
FDU,,,,,,,0.511,,17.4,,49.0,37.7,0.307,0.347,-5.28,0,0,0,0,0,0,0.0,0.0
Florida,,,,,,,0.569,,18.2,,52.7,42.1,0.348,0.407,5.49,0,0,0,0,0,0,0.0,0.0
Florida A&M,,,,,,,0.479,,22.0,,50.7,,0.274,0.438,-8.06,0,0,0,0,0,0,0.0,0.0
Florida Atlantic,,,,,,,0.543,,18.9,,50.5,31.1,0.344,0.322,-8.43,0,0,0,0,0,0,0.0,0.0
Florida International,,,,,,,0.465,,22.3,,48.9,31.2,0.33,0.397,-0.07,0,0,0,0,0,0,0.0,0.0
Florida State,,,,,,,0.534,,19.2,,51.3,33.8,0.291,0.428,4.86,0,0,0,0,0,0,0.0,0.0
Fordham,,,,,,,0.496,,16.6,,48.9,38.2,0.371,0.365,1.24,0,0,0,0,0,0,0.0,0.0
Fresno State,,,,,,,0.487,,16.0,,46.8,33.2,0.44,0.327,1.59,0,0,0,0,0,0,0.0,0.0
Furman,,,,,,,0.538,,18.4,,50.5,29.8,0.404,0.322,-6.38,0,0,0,0,0,0,0.0,0.0
Gardner-Webb,,,,,,,0.518,,20.5,,50.3,32.2,0.363,0.279,-6.71,0,0,0,0,0,0,0.0,0.0
George Mason,,,,,,,0.537,,17.1,,51.5,35.2,0.311,0.347,2.77,0,0,0,0,0,0,0.0,0.0
George Washington,,,,,,,0.516,,16.2,,52.4,42.1,0.282,0.416,-0.33,0,0,0,0,0,0,0.0,0.0
Georgetown,,,,,,,0.534,,16.4,,53.1,35.4,0.373,0.32,6.92,0,0,0,0,0,0,0.0,0.0
Georgia,,,,,,,0.489,,18.4,,48.6,39.4,0.342,0.304,5.65,0,0,0,0,0,0,0.0,0.0
Georgia Southern,,,,,,,0.513,,17.9,,48.9,37.1,0.285,0.326,-5.8,0,0,0,0,0,0,0.0,0.0
Georgia State,,,,,,,0.473,,17.9,,46.9,33.6,0.337,0.346,0.59,0,0,0,0,0,0,0.0,0.0
Georgia Tech,,,,,,,0.507,,21.0,,53.2,37.4,0.248,0.354,5.7,0,0,0,0,0,0,0.0,0.0
Gonzaga,,,,,,,0.526,,16.0,,52.5,41.1,0.266,0.454,5.02,0,0,0,0,0,0,0.0,0.0
Grambling,,,,,,,0.463,,18.7,,50.6,34.4,0.278,0.312,-10.58,0,0,0,0,0,0,0.0,0.0
Green Bay,,,,,,,0.494,,17.1,,50.5,34.3,0.319,0.322,0.11,0,0,0,0,0,0,0.0,0.0
Hampton,,,,,,,0.462,,19.3,,53.0,44.2,0.305,0.368,-12.56,0,0,0,0,0,0,0.0,0.0
Hartford,,,,,,,0.488,,19.6,,54.4,41.9,0.313,0.343,-6.61,0,0,0,0,0,0,0.0,0.0
Harvard,,,,,,,0.461,,20.6,,51.3,34.4,0.313,0.417,-5.4,0,0,0,0,0,0,0.0,0.0
Hawaii,,,,,,,0.508,,17.4,,49.9,31.4,0.289,0.347,2.29,0,0,0,0,0,0,0.0,0.0
High Point,,,,,,,0.52,,18.9,,48.7,32.6,0.331,0.348,-6.4,0,0,0,0,0,0,0.0,0.0
Hofstra,,,,,,,0.516,,16.7,,51.5,41.7,0.315,0.358,0.93,0,0,0,0,0,0,0.0,0.0
Holy Cross,,,,,,,0.484,,19.8,,52.9,37.5,0.326,0.4,-3.7,0,0,0,0,0,0,0.0,0.0
Houston,,,,,,,0.482,,15.5,,45.9,40.8,0.448,0.331,1.97,0,0,0,0,0,0,0.0,0.0
Howard,,,,,,,0.478,,20.8,,46.2,30.8,0.338,0.344,-10.37,0,0,0,0,0,0,0.0,0.0
Idaho,,,,,,,0.46,,17.7,,46.4,31.9,0.32,0.284,3.28,0,0,0,0,0,0,0.0,0.0
Idaho State,,,,,,,0.52,,18.7,,51.2,32.9,0.323,0.422,-1.22,0,0,0,0,0,0,0.0,0.0
Illinois,,,,,,,0.523,,16.0,,54.5,28.0,0.36,0.314,6.29,0,0,0,0,0,0,0.0,0.0
Illinois State,,,,,,,0.465,,22.0,,48.8,27.2,0.374,0.269,3.71,0,0,0,0,0,0,0.0,0.0
Illinois-Chicago,,,,,,,0.481,,17.2,,52.7,43.0,0.232,0.383,-0.18,0,0,0,0,0,0,0.0,0.0
Indiana,,,,,,,0.54,,18.4,,50.8,31.9,0.404,0.302,7.36,0,0,0,0,0,0,0.0,0.0
Indiana State,,,,,,,0.474,,17.3,,46.5,28.8,0.307,0.33,4.19,0,0,0,0,0,0,0.0,0.0
Iona,,,,,,,0.534,,17.6,,51.7,41.3,0.266,0.408,-0.78,0,0,0,0,0,0,0.0,0.0
Iowa,,,,,,,0.484,,19.1,,52.4,37.2,0.315,0.39,6.8,0,0,0,0,0,0,0.0,0.0
Iowa State,,,,,,,0.503,,15.2,,47.4,39.3,0.305,0.285,7.3,0,0,0,0,0,0,0.0,0.0
IU Indy,,,,,,,0.504,,15.3,,49.4,31.6,0.396,0.404,-5.13,0,0,0,0,0,0,0.0,0.0
Jackson State,,,,,,,0.463,,17.6,,45.6,38.4,0.272,0.363,-8.84,0,0,0,0,0,0,0.0,0.0
Jacksonville,,,,,,,0.487,,20.9,,47.8,32.7,0.3,0.356,-5.73,0,0,0,0,0,0,0.0,0.0
Jacksonville State,,,,,,,0.532,,17.2,,48.8,35.1,0.344,0.376,-5.82,0,0,0,0,0,0,0.0,0.0
James Madison,,,,,,,0.454,,19.6,,50.7,40.6,0.308,0.33,0.93,0,0,0,0,0,0,0.0,0.0
Kansas,,,,,,,0.528,,18.7,,53.6,43.3,0.28,0.349,7.6,0,0,0,0,0,0,0.0,0.0
Kansas City,,,,,,,0.493,,15.4,,45.6,30.8,0.367,0.333,-4.87,0,0,0,0,0,0,0.0,0.0
Kansas State,,,,,,,0.484,,18.7,,52.9,35.7,0.219,0.387,6.35,0,0,0,0,0,0,0.0,0.0
Kennesaw State,,99.5,,,,70.0,0.469,,16.5,,44.8,32.9,0.399,0.359,,0,0,0,0,0,0,0.0,0.0
Kent State,,,,,,,0.51,,16.8,,52.0,37.7,0.35,0.395,0.0,0,0,0,0,0,0,0.0,0.0
Kentucky,,,,,,,0.513,,16.8,,52.1,30.2,0.375,0.298,8.88,0,0,0,0,0,0,0.0,0.0
La Salle,,,,,,,0.505,,17.8,,51.3,32.7,0.348,0.334,0.25,0,0,0,0,0,0,0.0,0.0
Lafayette,,,,,,,0.491,,20.8,,46.0,26.8,0.434,0.349,-4.3,0,0,0,0,0,0,0.0,0.0
Lamar,,,,,,,0.509,,16.1,,48.7,40.9,0.322,0.39,-4.88,0,0,0,0,0,0,0.0,0.0
Lehigh,,,,,,,0.475,,19.5,,50.8,31.2,0.339,0.381,-4.96,0,0,0,0,0,0,0.0,0.0
Liberty,,,,,,,0.46,,18.6,,47.2,32.2,0.287,0.352,-4.42,0,0,0,0,0,0,0.0,0.0
Lipscomb,,,,,,,0.51,,18.6,,52.4,40.1,0.366,0.344,-8.78,0,0,0,0,0,0,0.0,0.0
Little Rock,,,,,,,0.454,,19.4,,52.7,38.6,0.254,0.44,-3.14,0,0,0,0,0,0,0.0,0.0
Long Beach State,,,,,,,0.522,,16.4,,47.7,38.6,0.375,0.363,-1.66,0,0,0,0,0,0,0.0,0.0
Long Island University,,,,,,,0.488,,18.1,,47.6,32.3,0.411,0.334,-6.75,0,0,0,0,0,0,0.0,0.0
Longwood,,98.1,,,,74.5,0.477,,18.7,,50.1,35.7,0.283,0.383,,0,0,0,0,0,0,0.0,0.0
Louisiana,,,,,,,0.496,,21.1,,50.0,30.7,0.364,0.392,0.59,0,0,0,0,0,0,0.0,0.0
Louisiana State,,,,,,,0.5,,18.4,,55.4,49.6,0.217,0.376,8.77,0,0,0,0,0,0,0.0,0.0
Louisiana Tech,,,,,,,0.457,,18.3,,53.9,52.3,0.267,0.325,2.55,0,0,0,0,0,0,0.0,0.0
Louisiana-Monroe,,,,,,,0.47,,20.1,,48.2,33.2,0.391,0.334,-1.11,0,0,0,0,0,0,0.0,0.0
Louisville,,,,,,,0.5,,16.8,,50.7,40.7,0.413,0.35,6.5,0,0,0,0,0,0,0.0,0.0
Loyola (IL),,,,,,,0.51,,16.4,,51.3,,0.302,0.354,-1.08,0,0,0,0,0,0,0.0,0.0
Loyola (MD),,,,,,,0.521,,18.1,,51.6,,0.366,0.315,-2.85,0,0,0,0,0,0,0.0,0.0
Loyola Marymount,,,,,,,0.459,,17.7,,49.9,40.1,0.236,0.388,3.68,0,0,0,0,0,0,0.0,0.0
Maine,,,,,,,0.485,,19.6,,48.0,27.7,0.399,0.32,-6.75,0,0,0,0,0,0,0.0,0.0
Manhattan,,,,,,,0.511,,15.5,,48.0,36.8,0.319,0.404,0.0,0,0,0,0,0,0,0.0,0.0
Marist,,,,,,,0.569,,17.0,,51.1,30.5,0.409,0.36,-2.25,0,0,0,0,0,0,0.0,0.0
Marquette,,,,,,,0.527,,18.0,,49.9,37.7,0.364,0.301,8.16,0,0,0,0,0,0,0.0,0.0
Marshall,,,,,,,0.463,,19.7,,50.7,38.8,0.377,0.36,-1.56,0,0,0,0,0,0,0.0,0.0
Maryland,,,,,,,0.488,,18.4,,52.3,45.8,0.213,0.421,6.73,0,0,0,0,0,0,0.0,0.0
Maryland-Baltimore County,,,,,,,0.488,,17.4,,48.8,33.9,0.33,0.332,-5.24,0,0,0,0,0,0,0.0,0.0
Maryland-Eastern Shore,,,,,,,0.448,,20.0,,47.1,39.0,0.304,0.361,-10.16,0,0,0,0,0,0,0.0,0.0
Massachusetts,,,,,,,0.489,,21.4,,53.5,36.2,0.335,0.391,2.63,0,0,0,0,0,0,0.0,0.0
McNeese State,,,,,,,0.468,,19.1,,51.3,41.0,0.278,0.38,-3.64,0,0,0,0,0,0,0.0,0.0
Memphis,,,,,,,0.512,,17.5,,54.4,56.8,0.342,0.394,4.24,0,0,0,0,0,0,0.0,0.0
Mercer,,,,,,,0.493,,17.5,,49.0,35.1,0.307,0.322,-10.12,0,0,0,0,0,0,0.0,0.0
Miami (FL),,,,,,,0.493,,16.1,,51.7,,0.33,0.333,7.0,0,0,0,0,0,0,0.0,0.0
Miami (OH),,,,,,,0.521,,19.0,,51.5,,0.353,0.322,1.15,0,0,0,0,0,0,0.0,0.0
Michigan,,,,,,,0.542,,19.5,,53.4,31.2,0.332,0.352,7.04,0,0,0,0,0,0,0.0,0.0
Michigan State,,,,,,,0.531,,17.8,,53.9,37.3,0.287,0.362,7.27,0,0,0,0,0,0,0.0,0.0
Middle Tennessee,,,,,,,0.499,,17.7,,51.7,33.5,0.355,0.39,-1.17,0,0,0,0,0,0,0.0,0.0
Milwaukee,,,,,,,0.491,,16.2,,54.1,45.2,0.332,0.392,1.47,0,0,0,0,0,0,0.0,0.0
Minnesota,,,,,,,0.48,,18.3,,51.6,37.6,0.264,0.368,7.29,0,0,0,0,0,0,0.0,0.0
Mississippi,,,,,,,0.495,,20.1,,50.4,37.8,0.34,0.343,4.35,0,0,0,0,0,0,0.0,0.0
Mississippi State,,,,,,,0.494,,20.9,,52.9,40.2,0.316,0.357,5.66,0,0,0,0,0,0,0.0,0.0
Mississippi Valley State,,,,,,,0.474,,20.0,,50.1,34.8,0.286,0.348,-8.99,0,0,0,0,0,0,0.0,0.0
Missouri,,,,,,,0.484,,19.6,,49.4,35.4,0.331,0.363,6.13,0,0,0,0,0,0,0.0,0.0
Missouri State,,,,,,,0.507,,17.5,,52.0,37.8,0.29,0.386,5.19,0,0,0,0,0,0,0.0,0.0
Monmouth,,,,,,,0.502,,19.8,,47.0,29.6,0.361,0.334,-4.05,0,0,0,0,0,0,0.0,0.0
Montana,,,,,,,0.556,,17.1,,52.4,34.8,0.331,0.367,-0.96,0,0,0,0,0,0,0.0,0.0
Montana State,,,,,,,0.54,,18.1,,49.2,31.5,0.388,0.351,-2.17,0,0,0,0,0,0,0.0,0.0
Morehead State,,,,,,,0.472,,21.5,,47.1,28.3,0.272,0.315,-5.43,0,0,0,0,0,0,0.0,0.0
Morgan State,,,,,,,0.414,,23.3,,44.6,31.9,0.279,0.314,-7.75,0,0,0,0,0,0,0.0,0.0
Mount St. Mary's,,,,,,,0.467,,17.7,,47.4,32.6,0.353,0.342,-5.58,0,0,0,0,0,0,0.0,0.0
Murray State,,,,,,,0.514,,15.8,,52.0,41.0,0.363,0.305,-5.07,0,0,0,0,0,0,0.0,0.0
Navy,,,,,,,0.465,,21.5,,50.5,38.1,0.35,0.391,-6.16,0,0,0,0,0,0,0.0,0.0
NC State,,,,,,,0.55,,17.6,,47.8,28.4,0.456,0.398,5.63,0,0,0,0,0,0,0.0,0.0
Nebraska,,,,,,,0.472,,19.3,,52.4,44.1,0.355,0.423,6.74,0,0,0,0,0,0,0.0,0.0
Nevada,,,,,,,0.503,,16.1,,53.0,42.0,0.261,0.359,2.26,0,0,0,0,0,0,0.0,0.0
Nevada-Las Vegas,,,,,,,0.498,,18.2,,51.6,37.9,0.304,0.301,4.51,0,0,0,0,0,0,0.0,0.0
New Hampshire,,,,,,,0.5,,20.9,,47.0,22.8,0.474,0.334,-4.93,0,0,0,0,0,0,0.0,0.0
New Mexico,,,,,,,0.519,,17.1,,47.8,25.5,0.368,0.361,2.98,0,0,0,0,0,0,0.0,0.0
New Mexico State,,,,,,,0.506,,20.2,,50.7,33.2,0.3,0.414,2.97,0,0,0,0,0,0,0.0,0.0
New Orleans,,,,,,,0.485,,18.8,,48.3,33.0,0.315,0.349,0.21,0,0,0,0,0,0,0.0,0.0
Niagara,,,,,,,0.48,,17.1,,53.8,42.1,0.403,0.396,-0.87,0,0,0,0,0,0,0.0,0.0
Nicholls State,,,,,,,0.499,,20.1,,47.4,26.3,0.363,0.326,-3.82,0,0,0,0,0,0,0.0,0.0
Norfolk State,,,,,,,0.455,,21.3,,53.6,44.2,0.239,0.37,-8.63,0,0,0,0,0,0,0.0,0.0
North Carolina,,,,,,,0.536,,19.2,,55.6,43.2,0.317,0.405,7.77,0,0,0,0,0,0,0.0,0.0
North Carolina A&T,,,,,,,0.442,,19.9,,45.6,33.9,0.372,0.383,-8.62,0,0,0,0,0,0,0.0,0.0
North Dakota State,,107.5,,,,67.1,0.524,,19.9,,55.7,39.9,0.291,0.411,,0,0,0,0,0,0,0.0,0.0
North Florida,,99.5,,,,69.5,0.493,,20.0,,49.1,34.9,0.285,0.363,,0,0,0,0,0,0,0.0,0.0
North Texas,,,,,,,0.494,,17.9,,51.1,40.7,0.318,0.354,-1.88,0,0,0,0,0,0,0.0,0.0
Northeastern,,,,,,,0.516,,16.7,,48.9,35.3,0.379,0.304,-0.3,0,0,0,0,0,0,0.0,0.0
Northern Arizona,,,,,,,0.545,,20.3,,52.9,32.7,0.287,0.403,-1.35,0,0,0,0,0,0,0.0,0.0
Northern Colorado,,98.1,,,,67.3,0.499,,21.7,,52.0,37.8,0.293,0.369,,0,0,0,0,0,0,0.0,0.0
Northern Illinois,,,,,,,0.55,,18.0,,50.6,28.4,0.336,0.385,-0.03,0,0,0,0,0,0,0.0,0.0
Northern Iowa,,,,,,,0.52,,17.1,,51.1,27.9,0.386,0.366,5.13,0,0,0,0,0,0,0.0,0.0
Northwestern,,,,,,,0.52,,18.6,,44.5,19.5,0.457,0.295,6.44,0,0,0,0,0,0,0.0,0.0
Northwestern State,,,,,,,0.518,,18.5,,51.2,45.8,0.311,0.393,-1.38,0,0,0,0,0,0,0.0,0.0
Notre Dame,,,,,,,0.533,,15.3,,51.8,35.5,0.416,0.367,6.68,0,0,0,0,0,0,0.0,0.0
Oakland,,,,,,,0.508,,18.6,,53.1,40.7,0.344,0.41,-3.71,0,0,0,0,0,0,0.0,0.0
Ohio,,,,,,,0.527,,18.6,,50.7,33.0,0.388,0.386,-0.5,0,0,0,0,0,0,0.0,0.0
Ohio State,,,,,,,0.538,,15.4,,49.5,32.1,0.401,0.338,5.9,0,0,0,0,0,0,0.0,0.0
Oklahoma,,,,,,,0.506,,18.2,,56.9,42.0,0.306,0.344,6.79,0,0,0,0,0,0,0.0,0.0
Oklahoma State,,,,,,,0.525,,21.6,,52.7,38.8,0.244,0.371,6.67,0,0,0,0,0,0,0.0,0.0
Old Dominion,,,,,,,0.488,,16.3,,52.0,42.6,0.348,0.393,1.45,0,0,0,0,0,0,0.0,0.0
Oral Roberts,,,,,,,0.518,,17.5,,53.4,43.5,0.297,0.391,-2.35,0,0,0,0,0,0,0.0,0.0
Oregon,,,,,,,0.517,,16.6,,52.1,37.7,0.37,0.326,6.85,0,0,0,0,0,0,0.0,0.0
Oregon State,,,,,,,0.49,,19.9,,48.0,32.1,0.293,0.42,6.31,0,0,0,0,0,0,0.0,0.0
Pacific,,,,,,,0.548,,17.0,,52.8,32.0,0.314,0.339,-1.57,0,0,0,0,0,0,0.0,0.0
Penn State,,,,,,,0.495,,16.4,,50.7,35.8,0.316,0.333,4.98,0,0,0,0,0,0,0.0,0.0
Pennsylvania,,,,,,,0.507,,17.1,,48.6,30.2,0.381,0.345,-2.31,0,0,0,0,0,0,0.0,0.0
Pepperdine,,,,,,,0.45,,18.3,,47.5,32.3,0.246,0.362,4.02,0,0,0,0,0,0,0.0,0.0
Pittsburgh,,,,,,,0.512,,17.1,,55.4,42.2,0.318,0.396,7.01,0,0,0,0,0,0,0.0,0.0
Portland,,,,,,,0.483,,17.5,,46.8,29.6,0.271,0.393,1.17,0,0,0,0,0,0,0.0,0.0
