Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Campbell,,,,,,,0.483,,19.8,,51.0,38.6,0.334,0.433,-6.62,0,0,0,0,0,0,0.0,0.0
Canisius,,,,,,,0.466,,20.5,,48.4,38.6,0.404,0.279,-3.14,0,0,0,0,0,0,0.0,0.0
Centenary (LA),,,,,,,0.497,,19.2,,45.7,,0.328,0.376,-1.71,0,0,0,0,0,0,0.0,0.0
Central Arkansas,,95.4,,,,68.7,0.45,,18.7,,50.8,33.7,0.342,0.396,,0,0,0,0,0,0,0.0,0.0
Central Connecticut State,,,,,,,0.517,,18.6,,51.5,36.5,0.354,0.292,-6.68,0,0,0,0,0,0,0.0,0.0
Central Michigan,,,,,,,0.5,,19.1,,49.4,39.8,0.367,0.376,0.19,0,0,0,0,0,0,0.0,0.0
Charleston Southern,,,,,,,0.506,,17.4,,49.8,37.6,0.4,0.266,-4.63,0,0,0,0,0,0,0.0,0.0
Charlotte,,,,,,,0.471,,17.4,,49.4,43.2,0.406,0.417,4.34,0,0,0,0,0,0,0.0,0.0
Chattanooga,,,,,,,0.528,,20.5,,53.9,37.6,0.399,0.456,-1.12,0,0,0,0,0,0,0.0,0.0
Chicago State,,,,,,,0.51,,19.2,,47.4,32.8,0.367,0.302,1.47,0,0,0,0,0,0,0.0,0.0
Cincinnati,,,,,,,0.471,,17.8,,52.6,40.5,0.356,0.328,8.51,0,0,0,0,0,0,0.0,0.0
Clemson,,,,,,,0.518,,16.7,,51.5,53.6,0.332,0.309,9.08,0,0,0,0,0,0,0.0,0.0
Cleveland State,,,,,,,0.48,,17.9,,52.4,40.2,0.271,0.387,1.69,0,0,0,0,0,0,0.0,0.0
Coastal Carolina,,,,,,,0.514,,16.9,,48.8,29.8,0.412,0.291,-5.44,0,0,0,0,0,0,0.0,0.0
Colgate,,,,,,,0.499,,21.0,,50.1,34.1,0.298,0.379,-5.06,0,0,0,0,0,0,0.0,0.0
College of Charleston,,,,,,,0.527,,17.6,,49.7,35.3,0.382,0.273,-2.31,0,0,0,0,0,0,0.0,0.0
Colorado,,,,,,,0.511,,18.8,,47.3,25.6,0.349,0.345,6.76,0,0,0,0,0,0,0.0,0.0
Colorado State,,,,,,,0.492,,18.2,,47.5,28.9,0.335,0.29,2.8,0,0,0,0,0,0,0.0,0.0
Columbia,,,,,,,0.49,,18.7,,50.5,27.9,0.411,0.343,-5.79,0,0,0,0,0,0,0.0,0.0
Connecticut,,,,,,,0.506,,16.3,,54.2,36.5,0.247,0.481,6.76,0,0,0,0,0,0,0.0,0.0
Coppin State,,,,,,,0.437,,19.1,,46.5,40.9,0.24,0.372,-6.2,0,0,0,0,0,0,0.0,0.0
Cornell,,,,,,,0.558,,17.4,,50.3,25.8,0.357,0.33,-4.74,0,0,0,0,0,0,0.0,0.0
Creighton,,,,,,,0.521,,18.0,,51.0,37.1,0.407,0.334,4.45,0,0,0,0,0,0,0.0,0.0
Dartmouth,,,,,,,0.466,,18.2,,48.4,31.2,0.239,0.264,-7.19,0,0,0,0,0,0,0.0,0.0
Davidson,,,,,,,0.544,,14.7,,52.4,41.7,0.41,0.261,1.66,0,0,0,0,0,0,0.0,0.0
Dayton,,,,,,,0.527,,17.5,,53.8,38.2,0.31,0.423,4.06,0,0,0,0,0,0,0.0,0.0
Delaware,,,,,,,0.461,,18.1,,45.6,29.8,0.356,0.402,-2.43,0,0,0,0,0,0,0.0,0.0
Delaware State,,,,,,,0.488,,16.5,,46.8,30.1,0.382,0.263,-6.88,0,0,0,0,0,0,0.0,0.0
Denver,,,,,,,0.539,,23.2,,45.7,16.4,0.442,0.398,-2.22,0,0,0,0,0,0,0.0,0.0
DePaul,,,,,,,0.496,,14.7,,47.9,38.1,0.353,0.308,8.73,0,0,0,0,0,0,0.0,0.0
Detroit Mercy,,,,,,,0.488,,18.0,,47.9,28.4,0.37,0.258,1.0,0,0,0,0,0,0,0.0,0.0
Drake,,,,,,,0.531,,15.4,,52.2,39.9,0.459,0.359,4.15,0,0,0,0,0,0,0.0,0.0
Drexel,,,,,,,0.456,,20.5,,48.1,31.2,0.318,0.375,-1.85,0,0,0,0,0,0,0.0,0.0
Duke,,,,,,,0.536,,15.7,,50.1,42.6,0.392,0.409,9.28,0,0,0,0,0,0,0.0,0.0
Duquesne,,,,,,,0.517,,18.0,,50.4,41.0,0.365,0.396,1.85,0,0,0,0,0,0,0.0,0.0
East Carolina,,,,,,,0.487,,18.1,,46.3,34.6,0.37,0.407,2.84,0,0,0,0,0,0,0.0,0.0
East Tennessee State,,,,,,,0.514,,18.6,,49.2,39.5,0.329,0.361,-1.89,0,0,0,0,0,0,0.0,0.0
Eastern Illinois,,,,,,,0.491,,19.3,,50.7,30.2,0.28,0.323,-7.97,0,0,0,0,0,0,0.0,0.0
Eastern Kentucky,,,,,,,0.525,,18.4,,45.8,22.8,0.468,0.258,-6.34,0,0,0,0,0,0,0.0,0.0
Eastern Michigan,,,,,,,0.503,,19.7,,50.4,34.9,0.453,0.404,-1.82,0,0,0,0,0,0,0.0,0.0
Eastern Washington,,,,,,,0.476,,18.1,,47.3,28.8,0.409,0.322,-2.06,0,0,0,0,0,0,0.0,0.0
Elon,,,,,,,0.477,,17.8,,48.9,34.9,0.317,0.281,-1.91,0,0,0,0,0,0,0.0,0.0
Evansville,,,,,,,0.47,,19.2,,47.7,27.6,0.266,0.377,2.07,0,0,0,0,0,0,0.0,0.0
Fairfield,,,,,,,0.499,,18.6,,50.2,35.5,0.345,0.385,-2.51,0,0,0,0,0,0,0.0,0.0
FDU,,,,,,,0.491,,17.6,,45.0,27.8,0.404,0.372,-5.12,0,0,0,0,0,0,0.0,0.0
Florida,,,,,,,0.553,,15.8,,53.1,42.7,0.355,0.312,4.98,0,0,0,0,0,0,0.0,0.0
Florida A&M,,,,,,,0.474,,19.1,,46.2,,0.364,0.316,-7.18,0,0,0,0,0,0,0.0,0.0
Florida Atlantic,,,,,,,0.511,,20.0,,51.1,33.7,0.303,0.534,-2.38,0,0,0,0,0,0,0.0,0.0
Florida Gulf Coast,,93.0,,,,70.1,0.476,,21.8,,49.2,35.1,0.361,0.342,,0,0,0,0,0,0,0.0,0.0
Florida International,,,,,,,0.485,,23.1,,51.3,31.1,0.26,0.406,0.22,0,0,0,0,0,0,0.0,0.0
Florida State,,,,,,,0.504,,18.9,,50.3,37.3,0.349,0.359,7.31,0,0,0,0,0,0,0.0,0.0
Fordham,,,,,,,0.487,,17.4,,48.0,31.1,0.399,0.371,4.32,0,0,0,0,0,0,0.0,0.0
Fresno State,,,,,,,0.487,,15.1,,46.7,27.5,0.414,0.291,-0.91,0,0,0,0,0,0,0.0,0.0
Furman,,,,,,,0.473,,19.3,,46.3,26.5,0.426,0.294,-2.39,0,0,0,0,0,0,0.0,0.0
Gardner-Webb,,,,,,,0.511,,17.8,,48.4,37.9,0.383,0.361,-3.66,0,0,0,0,0,0,0.0,0.0
George Mason,,,,,,,0.523,,16.1,,52.8,34.0,0.332,0.398,-0.75,0,0,0,0,0,0,0.0,0.0
George Washington,,,,,,,0.472,,19.2,,50.3,32.2,0.362,0.311,3.15,0,0,0,0,0,0,0.0,0.0
Georgetown,,,,,,,0.567,,18.4,,52.1,33.5,0.402,0.34,7.23,0,0,0,0,0,0,0.0,0.0
Georgia,,,,,,,0.482,,18.3,,52.8,45.1,0.316,0.324,7.03,0,0,0,0,0,0,0.0,0.0
Georgia Southern,,,,,,,0.499,,16.9,,51.8,45.2,0.277,0.342,-2.17,0,0,0,0,0,0,0.0,0.0
Georgia State,,,,,,,0.479,,19.7,,51.8,36.3,0.303,0.323,-2.97,0,0,0,0,0,0,0.0,0.0
Georgia Tech,,,,,,,0.529,,18.1,,49.4,37.1,0.307,0.382,9.57,0,0,0,0,0,0,0.0,0.0
Gonzaga,,,,,,,0.545,,17.8,,53.7,36.9,0.319,0.397,2.15,0,0,0,0,0,0,0.0,0.0
Grambling,,,,,,,0.464,,20.6,,50.3,33.4,0.287,0.328,-12.41,0,0,0,0,0,0,0.0,0.0
Green Bay,,,,,,,0.511,,17.7,,49.4,30.0,0.277,0.355,1.53,0,0,0,0,0,0,0.0,0.0
Hampton,,,,,,,0.461,,20.4,,50.6,43.6,0.339,0.463,-8.03,0,0,0,0,0,0,0.0,0.0
Hartford,,,,,,,0.535,,19.1,,44.8,29.5,0.452,0.384,-5.28,0,0,0,0,0,0,0.0,0.0
Harvard,,,,,,,0.497,,19.8,,48.5,31.0,0.32,0.37,-4.86,0,0,0,0,0,0,0.0,0.0
Hawaii,,,,,,,0.49,,17.5,,46.2,31.5,0.301,0.349,-2.42,0,0,0,0,0,0,0.0,0.0
High Point,,,,,,,0.542,,17.8,,52.5,32.9,0.381,0.27,-6.41,0,0,0,0,0,0,0.0,0.0
Hofstra,,,,,,,0.48,,20.2,,52.1,35.3,0.267,0.35,-3.0,0,0,0,0,0,0,0.0,0.0
Holy Cross,,,,,,,0.486,,21.6,,54.5,35.6,0.307,0.405,-3.6,0,0,0,0,0,0,0.0,0.0
Houston,,,,,,,0.498,,13.0,,48.4,42.7,0.486,0.335,-0.16,0,0,0,0,0,0,0.0,0.0
Howard,,,,,,,0.459,,23.9,,47.9,32.1,0.326,0.36,-7.73,0,0,0,0,0,0,0.0,0.0
Idaho,,,,,,,0.49,,19.9,,48.4,34.1,0.359,0.311,-1.04,0,0,0,0,0,0,0.0,0.0
Idaho State,,,,,,,0.478,,19.8,,49.2,31.3,0.292,0.357,-2.14,0,0,0,0,0,0,0.0,0.0
Illinois,,,,,,,0.488,,18.0,,53.5,30.2,0.33,0.365,8.46,0,0,0,0,0,0,0.0,0.0
Illinois State,,,,,,,0.523,,17.4,,50.4,35.0,0.377,0.333,3.44,0,0,0,0,0,0,0.0,0.0
Illinois-Chicago,,,,,,,0.507,,17.2,,50.9,34.1,0.336,0.321,0.64,0,0,0,0,0,0,0.0,0.0
Indiana,,,,,,,0.523,,17.1,,54.6,38.6,0.349,0.419,6.08,0,0,0,0,0,0,0.0,0.0
Indiana State,,,,,,,0.479,,17.1,,48.5,33.3,0.394,0.357,4.11,0,0,0,0,0,0,0.0,0.0
Iona,,,,,,,0.486,,21.7,,50.5,37.6,0.334,0.34,-3.27,0,0,0,0,0,0,0.0,0.0
Iowa,,,,,,,0.5,,22.8,,51.6,28.0,0.44,0.36,5.23,0,0,0,0,0,0,0.0,0.0
Iowa State,,,,,,,0.471,,17.3,,48.9,30.8,0.35,0.334,7.97,0,0,0,0,0,0,0.0,0.0
IU Indy,,,,,,,0.574,,16.2,,51.7,33.2,0.332,0.366,-2.41,0,0,0,0,0,0,0.0,0.0
Jackson State,,,,,,,0.455,,19.2,,49.3,43.0,0.273,0.419,-10.78,0,0,0,0,0,0,0.0,0.0
Jacksonville,,,,,,,0.488,,19.9,,51.4,40.9,0.311,0.433,-3.61,0,0,0,0,0,0,0.0,0.0
Jacksonville State,,,,,,,0.516,,17.6,,45.7,31.7,0.399,0.325,-8.59,0,0,0,0,0,0,0.0,0.0
James Madison,,,,,,,0.51,,20.1,,50.4,36.7,0.283,0.407,-4.09,0,0,0,0,0,0,0.0,0.0
Kansas,,,,,,,0.567,,16.3,,55.6,48.2,0.295,0.368,8.2,0,0,0,0,0,0,0.0,0.0
Kansas City,,,,,,,0.486,,18.1,,47.2,34.6,0.418,0.369,-0.37,0,0,0,0,0,0,0.0,0.0
Kansas State,,,,,,,0.494,,17.1,,55.6,53.9,0.32,0.374,7.79,0,0,0,0,0,0,0.0,0.0
Kennesaw State,,94.2,,,,72.1,0.464,,20.5,,46.5,36.1,0.392,0.363,,0,0,0,0,0,0,0.0,0.0
Kent State,,,,,,,0.52,,19.3,,51.0,38.5,0.305,0.412,0.41,0,0,0,0,0,0,0.0,0.0
Kentucky,,,,,,,0.527,,20.7,,51.2,22.8,0.315,0.411,7.09,0,0,0,0,0,0,0.0,0.0
La Salle,,,,,,,0.513,,19.0,,52.6,42.6,0.344,0.372,2.08,0,0,0,0,0,0,0.0,0.0
Lafayette,,,,,,,0.532,,20.3,,48.0,35.4,0.454,0.419,-4.68,0,0,0,0,0,0,0.0,0.0
Lamar,,,,,,,0.537,,17.4,,50.2,38.9,0.357,0.362,-4.1,0,0,0,0,0,0,0.0,0.0
Lehigh,,,,,,,0.461,,17.6,,49.0,29.0,0.259,0.373,-5.82,0,0,0,0,0,0,0.0,0.0
Liberty,,,,,,,0.552,,18.6,,49.9,26.9,0.463,0.311,-5.96,0,0,0,0,0,0,0.0,0.0
Lipscomb,,,,,,,0.498,,18.4,,51.7,35.6,0.354,0.413,-4.88,0,0,0,0,0,0,0.0,0.0
Little Rock,,,,,,,0.48,,20.6,,53.9,38.2,0.305,0.477,-4.26,0,0,0,0,0,0,0.0,0.0
Long Beach State,,,,,,,0.493,,21.7,,48.0,26.9,0.377,0.352,-2.92,0,0,0,0,0,0,0.0,0.0
Long Island University,,,,,,,0.461,,15.5,,51.6,42.6,0.352,0.392,-6.72,0,0,0,0,0,0,0.0,0.0
Longwood,,,,,,,0.47,,19.4,,48.8,42.3,0.378,0.301,-4.92,0,0,0,0,0,0,0.0,0.0
Louisiana,,,,,,,0.478,,18.6,,48.3,35.8,0.377,0.388,-2.1,0,0,0,0,0,0,0.0,0.0
Louisiana State,,,,,,,0.485,,17.3,,48.8,35.0,0.347,0.289,5.66,0,0,0,0,0,0,0.0,0.0
Louisiana Tech,,,,,,,0.447,,17.2,,42.5,25.4,0.321,0.318,-4.35,0,0,0,0,0,0,0.0,0.0
Louisiana-Monroe,,,,,,,0.499,,19.8,,47.7,32.9,0.438,0.392,-0.39,0,0,0,0,0,0,0.0,0.0
Louisville,,,,,,,0.531,,17.2,,52.0,41.3,0.387,0.365,8.0,0,0,0,0,0,0,0.0,0.0
Loyola (IL),,,,,,,0.448,,16.5,,49.7,,0.306,0.336,0.55,0,0,0,0,0,0,0.0,0.0
Loyola (MD),,,,,,,0.504,,18.6,,51.4,,0.398,0.389,-3.2,0,0,0,0,0,0,0.0,0.0
Loyola Marymount,,,,,,,0.451,,22.3,,46.1,32.1,0.338,0.371,-0.05,0,0,0,0,0,0,0.0,0.0
Maine,,,,,,,0.463,,22.8,,50.8,35.9,0.3,0.387,-4.89,0,0,0,0,0,0,0.0,0.0
Manhattan,,,,,,,0.484,,17.4,,48.6,36.9,0.327,0.388,-4.61,0,0,0,0,0,0,0.0,0.0
Marist,,,,,,,0.521,,17.9,,50.8,36.8,0.383,0.358,-1.83,0,0,0,0,0,0,0.0,0.0
Marquette,,,,,,,0.505,,15.5,,51.9,47.4,0.335,0.377,8.09,0,0,0,0,0,0,0.0,0.0
Marshall,,,,,,,0.478,,17.0,,51.3,37.9,0.336,0.437,2.17,0,0,0,0,0,0,0.0,0.0
Maryland,,,,,,,0.509,,20.1,,51.3,40.3,0.278,0.375,7.28,0,0,0,0,0,0,0.0,0.0
Maryland-Baltimore County,,,,,,,0.515,,12.5,,49.2,37.1,0.33,0.332,-4.53,0,0,0,0,0,0,0.0,0.0
Maryland-Eastern Shore,,,,,,,0.394,,18.4,,46.4,45.8,0.284,0.378,-7.82,0,0,0,0,0,0,0.0,0.0
Massachusetts,,,,,,,0.514,,15.2,,49.1,44.3,0.407,0.386,3.77,0,0,0,0,0,0,0.0,0.0
McNeese State,,,,,,,0.467,,21.7,,53.9,38.8,0.288,0.335,-3.59,0,0,0,0,0,0,0.0,0.0
Memphis,,,,,,,0.527,,13.8,,54.1,56.5,0.352,0.404,5.76,0,0,0,0,0,0,0.0,0.0
Mercer,,,,,,,0.479,,17.2,,49.7,42.2,0.297,0.354,-5.68,0,0,0,0,0,0,0.0,0.0
Miami (FL),,,,,,,0.496,,16.2,,51.4,,0.309,0.386,7.13,0,0,0,0,0,0,0.0,0.0
Miami (OH),,,,,,,0.515,,17.4,,49.8,,0.318,0.309,3.82,0,0,0,0,0,0,0.0,0.0
Michigan,,,,,,,0.458,,16.8,,48.7,39.8,0.407,0.284,7.99,0,0,0,0,0,0,0.0,0.0
Michigan State,,,,,,,0.526,,17.6,,55.0,44.0,0.244,0.335,7.68,0,0,0,0,0,0,0.0,0.0
Middle Tennessee,,,,,,,0.52,,19.1,,49.9,29.7,0.298,0.408,-0.23,0,0,0,0,0,0,0.0,0.0
Milwaukee,,,,,,,0.45,,15.7,,50.1,37.7,0.357,0.357,2.19,0,0,0,0,0,0,0.0,0.0
Minnesota,,,,,,,0.502,,18.1,,50.5,42.5,0.356,0.35,6.5,0,0,0,0,0,0,0.0,0.0
Mississippi,,,,,,,0.52,,15.4,,53.7,52.9,0.33,0.3,5.88,0,0,0,0,0,0,0.0,0.0
Mississippi State,,,,,,,0.522,,18.3,,52.7,41.0,0.366,0.39,5.74,0,0,0,0,0,0,0.0,0.0
Mississippi Valley State,,,,,,,0.44,,18.4,,48.4,38.9,0.248,0.414,-9.5,0,0,0,0,0,0,0.0,0.0
Missouri,,,,,,,0.507,,15.2,,47.8,37.8,0.319,0.308,6.87,0,0,0,0,0,0,0.0,0.0
Missouri State,,,,,,,0.51,,19.1,,51.6,36.7,0.335,0.362,3.43,0,0,0,0,0,0,0.0,0.0
Monmouth,,,,,,,0.47,,19.6,,43.4,25.8,0.436,0.308,-5.22,0,0,0,0,0,0,0.0,0.0
Montana,,,,,,,0.544,,16.7,,49.6,27.4,0.386,0.335,-4.0,0,0,0,0,0,0,0.0,0.0
Montana State,,,,,,,0.511,,17.7,,51.2,33.4,0.364,0.384,-4.85,0,0,0,0,0,0,0.0,0.0
Morehead State,,,,,,,0.487,,19.7,,52.4,33.0,0.348,0.393,-6.31,0,0,0,0,0,0,0.0,0.0
Morgan State,,,,,,,0.476,,16.4,,53.1,44.3,0.262,0.375,-8.6,0,0,0,0,0,0,0.0,0.0
Mount St. Mary's,,,,,,,0.498,,18.1,,48.7,34.5,0.304,0.387,-5.12,0,0,0,0,0,0,0.0,0.0
Murray State,,,,,,,0.545,,18.7,,52.0,31.7,0.292,0.377,-6.97,0,0,0,0,0,0,0.0,0.0
Navy,,,,,,,0.483,,18.5,,48.2,38.8,0.439,0.345,-7.68,0,0,0,0,0,0,0.0,0.0
NC State,,,,,,,0.512,,20.4,,49.2,29.0,0.329,0.466,9.06,0,0,0,0,0,0,0.0,0.0
Nebraska,,,,,,,0.512,,17.8,,51.5,34.2,0.321,0.386,6.34,0,0,0,0,0,0,0.0,0.0
Nevada,,,,,,,0.532,,17.3,,52.0,36.5,0.287,0.368,-0.11,0,0,0,0,0,0,0.0,0.0
Nevada-Las Vegas,,,,,,,0.488,,14.1,,48.8,35.6,0.398,0.327,4.02,0,0,0,0,0,0,0.0,0.0
New Hampshire,,,,,,,0.475,,17.1,,48.8,33.3,0.449,0.342,-6.11,0,0,0,0,0,0,0.0,0.0
New Mexico,,,,,,,0.541,,15.7,,51.8,34.2,0.356,0.402,1.72,0,0,0,0,0,0,0.0,0.0
New Mexico State,,,,,,,0.525,,18.0,,56.0,54.2,0.286,0.392,-1.31,0,0,0,0,0,0,0.0,0.0
New Orleans,,,,,,,0.503,,15.1,,48.3,32.8,0.277,0.367,-3.56,0,0,0,0,0,0,0.0,0.0
Niagara,,,,,,,0.468,,15.5,,49.9,43.7,0.401,0.443,-3.61,0,0,0,0,0,0,0.0,0.0
Nicholls State,,,,,,,0.485,,21.9,,47.0,33.3,0.447,0.349,-1.13,0,0,0,0,0,0,0.0,0.0
NJIT,,78.4,,,,71.3,0.402,,23.9,,47.7,30.6,0.323,0.401,,0,0,0,0,0,0,0.0,0.0
Norfolk State,,,,,,,0.482,,18.5,,49.9,40.4,0.28,0.298,-11.97,0,0,0,0,0,0,0.0,0.0
North Carolina,,,,,,,0.53,,15.6,,57.2,60.5,0.226,0.38,8.12,0,0,0,0,0,0,0.0,0.0
North Carolina A&T,,,,,,,0.515,,21.4,,50.9,35.4,0.364,0.401,-6.48,0,0,0,0,0,0,0.0,0.0
North Carolina Central,,78.7,,,,71.4,0.429,,25.2,,44.1,28.2,0.334,0.312,,0,0,0,0,0,0,0.0,0.0
North Dakota State,,109.7,,,,70.1,0.53,,17.3,,53.3,34.2,0.287,0.407,,0,0,0,0,0,0,0.0,0.0
North Florida,,84.6,,,,69.0,0.426,,21.2,,47.4,31.7,0.32,0.365,,0,0,0,0,0,0,0.0,0.0
North Texas,,,,,,,0.517,,17.9,,54.4,40.2,0.286,0.408,-2.72,0,0,0,0,0,0,0.0,0.0
Northeastern,,,,,,,0.467,,17.6,,50.3,36.1,0.316,0.364,-1.1,0,0,0,0,0,0,0.0,0.0
Northern Arizona,,,,,,,0.548,,19.7,,53.3,29.0,0.33,0.459,-3.81,0,0,0,0,0,0,0.0,0.0
Northern Colorado,,,,,,,0.49,,21.5,,52.8,35.6,0.336,0.415,-4.71,0,0,0,0,0,0,0.0,0.0
Northern Illinois,,,,,,,0.464,,21.7,,50.2,34.9,0.305,0.365,0.38,0,0,0,0,0,0,0.0,0.0
Northern Iowa,,,,,,,0.504,,17.3,,50.9,24.7,0.351,0.434,3.61,0,0,0,0,0,0,0.0,0.0
Northwestern,,,,,,,0.522,,16.6,,40.8,19.7,0.435,0.241,6.15,0,0,0,0,0,0,0.0,0.0
Northwestern State,,,,,,,0.486,,21.2,,49.9,43.1,0.334,0.357,-2.7,0,0,0,0,0,0,0.0,0.0
Notre Dame,,,,,,,0.522,,15.5,,53.7,43.6,0.336,0.34,7.03,0,0,0,0,0,0,0.0,0.0
Oakland,,,,,,,0.493,,15.8,,52.9,48.8,0.28,0.406,-0.81,0,0,0,0,0,0,0.0,0.0
Ohio,,,,,,,0.515,,19.0,,52.4,35.2,0.38,0.394,1.3,0,0,0,0,0,0,0.0,0.0
Ohio State,,,,,,,0.525,,17.5,,50.2,39.7,0.365,0.282,7.97,0,0,0,0,0,0,0.0,0.0
Oklahoma,,,,,,,0.501,,16.8,,51.9,39.1,0.336,0.387,7.85,0,0,0,0,0,0,0.0,0.0
Oklahoma State,,,,,,,0.496,,18.6,,48.8,36.6,0.398,0.386,7.67,0,0,0,0,0,0,0.0,0.0
Old Dominion,,,,,,,0.483,,16.6,,51.7,47.0,0.32,0.272,0.28,0,0,0,0,0,0,0.0,0.0
Oral Roberts,,,,,,,0.503,,16.8,,51.4,37.1,0.339,0.409,-0.26,0,0,0,0,0,0,0.0,0.0
Oregon,,,,,,,0.558,,16.1,,51.3,32.7,0.398,0.367,7.65,0,0,0,0,0,0,0.0,0.0
Oregon State,,,,,,,0.419,,15.9,,48.0,40.5,0.317,0.271,7.34,0,0,0,0,0,0,0.0,0.0
Pacific,,,,,,,0.567,,19.6,,53.7,29.2,0.37,0.43,-4.22,0,0,0,0,0,0,0.0,0.0
Penn State,,,,,,,0.483,,16.4,,51.0,40.0,0.386,0.321,6.12,0,0,0,0,0,0,0.0,0.0
