Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Colgate,,104.9,,,,65.4,0.526,,16.1,,47.7,27.4,0.429,0.292,-6.06,0,0,0,0,0,0,0.0,0.0
College of Charleston,,99.6,,,,65.2,0.48,,16.5,,50.8,30.0,0.346,0.33,0.04,0,0,0,0,0,0,0.0,0.0
Colorado,,106.3,,,,70.8,0.488,,15.8,,55.7,35.3,0.319,0.398,7.64,0,0,0,0,0,0,0.0,0.0
Colorado State,,111.3,,,,69.3,0.504,,13.8,,53.6,33.7,0.433,0.417,1.53,0,0,0,0,0,0,0.0,0.0
Columbia,,113.1,,,,66.7,0.537,,13.9,,51.8,30.2,0.45,0.375,-2.55,0,0,0,0,0,0,0.0,0.0
Connecticut,,109.0,,,,66.1,0.516,,14.0,,51.1,28.5,0.336,0.296,6.28,0,0,0,0,0,0,0.0,0.0
Coppin State,,98.1,,,,71.4,0.445,,15.2,,47.1,31.5,0.37,0.381,-6.06,0,0,0,0,0,0,0.0,0.0
Cornell,,97.0,,,,72.7,0.49,,16.1,,43.2,22.8,0.407,0.324,-1.04,0,0,0,0,0,0,0.0,0.0
Creighton,,110.5,,,,72.1,0.538,,14.2,,51.4,27.3,0.386,0.375,6.44,0,0,0,0,0,0,0.0,0.0
Dartmouth,,102.1,,,,69.1,0.484,,17.5,,51.8,33.6,0.285,0.375,-3.29,0,0,0,0,0,0,0.0,0.0
Davidson,,110.6,,,,71.2,0.521,,12.5,,47.1,25.3,0.441,0.327,5.14,0,0,0,0,0,0,0.0,0.0
Dayton,,104.5,,,,68.6,0.516,,16.3,,53.2,28.7,0.35,0.408,4.76,0,0,0,0,0,0,0.0,0.0
Delaware,,97.8,,,,67.4,0.453,,15.3,,50.7,29.5,0.311,0.422,0.85,0,0,0,0,0,0,0.0,0.0
Delaware State,,91.3,,,,67.3,0.455,,17.7,,44.8,28.0,0.385,0.295,-6.85,0,0,0,0,0,0,0.0,0.0
Denver,,104.0,,,,62.7,0.557,,19.2,,45.2,20.1,0.423,0.366,-3.24,0,0,0,0,0,0,0.0,0.0
DePaul,,98.2,,,,68.4,0.494,,18.8,,50.6,30.7,0.29,0.365,8.34,0,0,0,0,0,0,0.0,0.0
Detroit Mercy,,110.2,,,,75.7,0.529,,15.5,,51.4,32.4,0.337,0.412,-0.82,0,0,0,0,0,0,0.0,0.0
Drake,,101.1,,,,66.0,0.515,,18.1,,50.3,25.6,0.341,0.343,0.92,0,0,0,0,0,0,0.0,0.0
Drexel,,95.9,,,,65.6,0.443,,14.6,,48.0,28.3,0.3,0.368,1.88,0,0,0,0,0,0,0.0,0.0
Duke,,117.7,,,,68.4,0.537,,12.2,,49.5,33.0,0.398,0.405,10.59,0,0,0,0,0,0,0.0,0.0
Duquesne,,107.2,,,,73.6,0.54,,16.5,,51.1,28.1,0.429,0.339,1.35,0,0,0,0,0,0,0.0,0.0
East Carolina,,99.9,,,,67.0,0.49,,16.9,,48.5,28.8,0.382,0.346,3.22,0,0,0,0,0,0,0.0,0.0
East Tennessee State,,108.9,,,,71.0,0.53,,15.6,,49.9,29.1,0.365,0.363,-2.29,0,0,0,0,0,0,0.0,0.0
Eastern Illinois,,103.0,,,,68.3,0.507,,15.3,,46.3,27.3,0.382,0.338,-3.52,0,0,0,0,0,0,0.0,0.0
Eastern Kentucky,,109.8,,,,73.4,0.564,,17.9,,47.7,27.2,0.371,0.398,-3.86,0,0,0,0,0,0,0.0,0.0
Eastern Michigan,,106.0,,,,72.5,0.494,,15.2,,48.6,32.0,0.307,0.435,1.24,0,0,0,0,0,0,0.0,0.0
Eastern Washington,,115.7,,,,70.4,0.573,,14.1,,49.4,27.5,0.465,0.361,-6.03,0,0,0,0,0,0,0.0,0.0
Elon,,105.5,,,,71.7,0.523,,15.6,,49.3,28.0,0.456,0.308,0.66,0,0,0,0,0,0,0.0,0.0
Evansville,,107.0,,,,68.9,0.534,,16.3,,52.2,24.8,0.25,0.47,-0.39,0,0,0,0,0,0,0.0,0.0
Fairfield,,103.8,,,,72.2,0.513,,15.7,,46.1,24.8,0.415,0.326,-3.14,0,0,0,0,0,0,0.0,0.0
FDU,,105.8,,,,72.4,0.517,,15.3,,46.3,28.6,0.324,0.327,-8.31,0,0,0,0,0,0,0.0,0.0
Florida,,105.7,,,,70.1,0.484,,13.5,,51.3,32.9,0.371,0.395,9.19,0,0,0,0,0,0,0.0,0.0
Florida A&M,,88.4,,,,70.8,0.453,,19.4,,46.9,26.3,0.346,0.43,-10.67,0,0,0,0,0,0,0.0,0.0
Florida Atlantic,,96.5,,,,68.5,0.469,,15.8,,45.6,23.7,0.367,0.338,-1.72,0,0,0,0,0,0,0.0,0.0
Florida Gulf Coast,,108.1,,,,69.7,0.523,,15.0,,53.5,32.9,0.25,0.369,-3.82,0,0,0,0,0,0,0.0,0.0
Florida International,,104.9,,,,66.8,0.52,,16.6,,51.8,30.6,0.28,0.363,-4.81,0,0,0,0,0,0,0.0,0.0
Florida State,,108.2,,,,71.8,0.518,,15.5,,52.4,32.8,0.316,0.378,8.16,0,0,0,0,0,0,0.0,0.0
Fordham,,102.9,,,,68.3,0.518,,17.8,,51.3,30.2,0.403,0.336,-0.09,0,0,0,0,0,0,0.0,0.0
Fresno State,,105.7,,,,70.1,0.487,,13.1,,50.4,31.1,0.3,0.379,2.24,0,0,0,0,0,0,0.0,0.0
Furman,,107.2,,,,66.3,0.522,,17.4,,53.2,33.4,0.421,0.417,-4.2,0,0,0,0,0,0,0.0,0.0
Gardner-Webb,,104.6,,,,71.0,0.495,,15.6,,50.8,33.2,0.396,0.344,-3.96,0,0,0,0,0,0,0.0,0.0
George Mason,,98.1,,,,67.7,0.451,,15.6,,55.1,33.5,0.312,0.344,3.62,0,0,0,0,0,0,0.0,0.0
George Washington,,111.4,,,,67.5,0.508,,14.1,,53.7,34.3,0.331,0.391,4.24,0,0,0,0,0,0,0.0,0.0
Georgetown,,105.3,,,,69.2,0.512,,16.8,,50.8,28.3,0.414,0.379,8.49,0,0,0,0,0,0,0.0,0.0
Georgia,,102.8,,,,68.2,0.48,,16.4,,52.0,32.4,0.316,0.435,8.47,0,0,0,0,0,0,0.0,0.0
Georgia Southern,,105.7,,,,71.2,0.484,,13.8,,47.9,30.4,0.438,0.383,-3.14,0,0,0,0,0,0,0.0,0.0
Georgia State,,99.2,,,,65.1,0.488,,15.7,,46.9,24.7,0.273,0.374,-2.19,0,0,0,0,0,0,0.0,0.0
Georgia Tech,,109.0,,,,67.0,0.498,,14.0,,55.3,37.4,0.278,0.317,9.95,0,0,0,0,0,0,0.0,0.0
Gonzaga,,115.4,,,,68.1,0.553,,14.7,,55.2,32.3,0.355,0.34,4.23,0,0,0,0,0,0,0.0,0.0
Grambling,,91.6,,,,67.2,0.457,,18.5,,47.6,26.4,0.346,0.44,-8.48,0,0,0,0,0,0,0.0,0.0
Grand Canyon,,108.3,,,,69.8,0.506,,14.6,,52.7,32.3,0.295,0.422,-5.6,0,0,0,0,0,0,0.0,0.0
Green Bay,,107.1,,,,77.3,0.5,,13.5,,48.7,30.9,0.311,0.429,-0.67,0,0,0,0,0,0,0.0,0.0
Hampton,,101.0,,,,71.7,0.464,,15.7,,53.1,34.6,0.345,0.414,-8.45,0,0,0,0,0,0,0.0,0.0
Hartford,,99.3,,,,69.9,0.491,,14.9,,41.7,19.1,0.473,0.325,-5.69,0,0,0,0,0,0,0.0,0.0
Harvard,,99.0,,,,67.1,0.512,,18.7,,52.1,30.7,0.345,0.319,-0.25,0,0,0,0,0,0,0.0,0.0
Hawaii,,107.3,,,,71.6,0.52,,15.8,,53.0,31.1,0.379,0.449,-1.04,0,0,0,0,0,0,0.0,0.0
High Point,,113.2,,,,67.7,0.528,,13.6,,50.3,31.8,0.263,0.367,-4.24,0,0,0,0,0,0,0.0,0.0
Hofstra,,109.9,,,,70.2,0.516,,14.3,,51.4,31.8,0.396,0.399,0.77,0,0,0,0,0,0,0.0,0.0
Holy Cross,,98.4,,,,64.6,0.479,,14.9,,45.6,23.1,0.409,0.361,-6.11,0,0,0,0,0,0,0.0,0.0
Houston,,114.5,,,,66.3,0.522,,12.9,,51.5,35.7,0.321,0.344,2.17,0,0,0,0,0,0,0.0,0.0
Houston Christian,,105.9,,,,72.3,0.526,,17.9,,51.2,30.6,0.295,0.441,-5.26,0,0,0,0,0,0,0.0,0.0
Howard,,98.4,,,,72.2,0.445,,17.3,,49.4,33.2,0.263,0.495,-8.33,0,0,0,0,0,0,0.0,0.0
Idaho,,103.4,,,,67.2,0.503,,18.8,,55.4,35.0,0.326,0.427,-5.88,0,0,0,0,0,0,0.0,0.0
Idaho State,,103.1,,,,71.9,0.506,,16.3,,48.1,25.5,0.389,0.396,-6.69,0,0,0,0,0,0,0.0,0.0
Illinois,,102.5,,,,68.6,0.502,,13.5,,46.0,21.5,0.383,0.305,7.03,0,0,0,0,0,0,0.0,0.0
Illinois State,,98.8,,,,67.7,0.478,,16.1,,50.3,29.7,0.385,0.32,2.59,0,0,0,0,0,0,0.0,0.0
Illinois-Chicago,,91.1,,,,72.7,0.425,,17.2,,50.5,32.4,0.245,0.443,-0.81,0,0,0,0,0,0,0.0,0.0
Incarnate Word,,103.4,,,,71.2,0.505,,15.9,,47.7,22.9,0.376,0.375,-6.2,0,0,0,0,0,0,0.0,0.0
Indiana,,119.2,,,,69.1,0.587,,16.7,,54.9,37.0,0.409,0.338,6.9,0,0,0,0,0,0,0.0,0.0
Indiana State,,95.7,,,,70.0,0.45,,16.2,,50.4,27.6,0.38,0.42,2.2,0,0,0,0,0,0,0.0,0.0
Iona,,109.5,,,,72.5,0.538,,15.4,,49.7,29.2,0.44,0.324,-1.78,0,0,0,0,0,0,0.0,0.0
Iowa,,111.5,,,,69.1,0.513,,12.6,,50.6,31.8,0.355,0.33,8.71,0,0,0,0,0,0,0.0,0.0
Iowa State,,113.1,,,,71.5,0.571,,14.1,,49.7,26.1,0.351,0.261,10.16,0,0,0,0,0,0,0.0,0.0
IU Indy,,96.6,,,,70.0,0.472,,16.6,,49.1,27.7,0.295,0.327,0.11,0,0,0,0,0,0,0.0,0.0
Jackson State,,98.1,,,,68.3,0.462,,15.0,,51.4,32.6,0.354,0.298,-9.54,0,0,0,0,0,0,0.0,0.0
Jacksonville,,105.0,,,,72.2,0.506,,13.8,,50.4,27.5,0.36,0.322,-6.09,0,0,0,0,0,0,0.0,0.0
Jacksonville State,,101.3,,,,66.6,0.47,,13.8,,46.1,27.6,0.396,0.316,-3.95,0,0,0,0,0,0,0.0,0.0
James Madison,,108.6,,,,67.9,0.524,,14.9,,52.3,29.4,0.419,0.369,0.5,0,0,0,0,0,0,0.0,0.0
Kansas,,115.1,,,,69.7,0.564,,15.5,,53.9,32.3,0.33,0.382,11.22,0,0,0,0,0,0,0.0,0.0
Kansas City,,102.1,,,,67.7,0.491,,16.8,,50.4,32.7,0.338,0.381,-2.24,0,0,0,0,0,0,0.0,0.0
Kansas State,,102.9,,,,67.5,0.476,,16.9,,52.5,37.0,0.311,0.425,9.79,0,0,0,0,0,0,0.0,0.0
Kennesaw State,,102.1,,,,70.4,0.493,,16.0,,47.1,28.9,0.278,0.342,-1.61,0,0,0,0,0,0,0.0,0.0
Kent State,,107.5,,,,68.1,0.495,,14.6,,52.9,34.6,0.301,0.398,-1.47,0,0,0,0,0,0,0.0,0.0
Kentucky,,115.6,,,,68.1,0.535,,13.3,,53.6,37.3,0.31,0.378,8.84,0,0,0,0,0,0,0.0,0.0
La Salle,,95.4,,,,67.2,0.48,,16.9,,44.9,25.0,0.446,0.305,4.65,0,0,0,0,0,0,0.0,0.0
Lafayette,,99.5,,,,69.7,0.505,,16.3,,44.5,22.3,0.385,0.316,-6.0,0,0,0,0,0,0,0.0,0.0
Lamar,,102.3,,,,73.8,0.478,,16.7,,51.0,34.7,0.339,0.429,-8.77,0,0,0,0,0,0,0.0,0.0
Lehigh,,105.5,,,,67.2,0.523,,16.9,,50.9,29.5,0.34,0.318,-5.2,0,0,0,0,0,0,0.0,0.0
Liberty,,99.8,,,,64.8,0.535,,19.3,,47.5,22.0,0.471,0.264,-3.73,0,0,0,0,0,0,0.0,0.0
Lipscomb,,104.8,,,,73.8,0.522,,16.3,,48.6,27.1,0.457,0.345,-3.81,0,0,0,0,0,0,0.0,0.0
Little Rock,,109.1,,,,64.5,0.52,,13.6,,50.1,27.9,0.354,0.315,-1.76,0,0,0,0,0,0,0.0,0.0
Long Beach State,,104.5,,,,70.7,0.5,,15.0,,48.3,28.0,0.377,0.374,4.57,0,0,0,0,0,0,0.0,0.0
Long Island University,,103.2,,,,73.0,0.479,,15.8,,50.1,32.2,0.32,0.413,-11.01,0,0,0,0,0,0,0.0,0.0
Longwood,,103.2,,,,69.8,0.513,,17.7,,51.6,30.4,0.342,0.335,-5.15,0,0,0,0,0,0,0.0,0.0
Louisiana,,110.3,,,,71.6,0.496,,14.4,,55.4,37.5,0.341,0.424,-1.94,0,0,0,0,0,0,0.0,0.0
Louisiana State,,107.3,,,,72.9,0.511,,14.1,,50.0,29.8,0.312,0.43,7.0,0,0,0,0,0,0,0.0,0.0
Louisiana Tech,,107.0,,,,72.9,0.516,,14.7,,50.2,28.8,0.352,0.421,-4.4,0,0,0,0,0,0,0.0,0.0
Louisiana-Monroe,,106.9,,,,66.5,0.516,,15.4,,51.1,32.2,0.325,0.331,-1.46,0,0,0,0,0,0,0.0,0.0
Louisville,,112.9,,,,66.4,0.519,,14.2,,54.7,38.5,0.29,0.318,7.74,0,0,0,0,0,0,0.0,0.0
Loyola (IL),,97.1,,,,65.5,0.482,,17.1,,46.5,23.3,0.332,0.332,1.11,0,0,0,0,0,0,0.0,0.0
Loyola (MD),,100.9,,,,67.4,0.477,,16.3,,50.1,31.4,0.311,0.384,-5.24,0,0,0,0,0,0,0.0,0.0
Loyola Marymount,,102.7,,,,68.0,0.478,,14.0,,47.5,29.6,0.352,0.282,0.87,0,0,0,0,0,0,0.0,0.0
Maine,,96.5,,,,77.8,0.492,,18.3,,46.5,27.9,0.353,0.32,-6.49,0,0,0,0,0,0,0.0,0.0
Manhattan,,98.5,,,,69.0,0.501,,18.4,,45.1,23.5,0.391,0.398,-3.12,0,0,0,0,0,0,0.0,0.0
Marist,,101.9,,,,69.0,0.494,,15.4,,45.9,24.3,0.424,0.359,-4.52,0,0,0,0,0,0,0.0,0.0
Marquette,,103.8,,,,72.4,0.52,,17.7,,50.0,28.1,0.303,0.405,5.57,0,0,0,0,0,0,0.0,0.0
Marshall,,110.0,,,,77.6,0.542,,14.5,,47.9,26.6,0.451,0.312,-0.3,0,0,0,0,0,0,0.0,0.0
Maryland,,112.1,,,,67.3,0.555,,16.6,,51.9,28.6,0.381,0.384,8.31,0,0,0,0,0,0,0.0,0.0
Maryland-Baltimore County,,101.1,,,,70.7,0.501,,15.6,,47.1,24.9,0.365,0.422,-6.87,0,0,0,0,0,0,0.0,0.0
Maryland-Eastern Shore,,98.5,,,,68.3,0.501,,20.2,,51.4,31.4,0.356,0.378,-6.17,0,0,0,0,0,0,0.0,0.0
Massachusetts,,100.9,,,,71.8,0.491,,15.5,,47.9,25.9,0.373,0.365,2.96,0,0,0,0,0,0,0.0,0.0
Massachusetts-Lowell,,102.2,,,,74.3,0.54,,18.8,,46.6,25.0,0.387,0.326,-6.17,0,0,0,0,0,0,0.0,0.0
McNeese State,,99.7,,,,70.5,0.469,,15.3,,47.3,28.5,0.352,0.359,-6.74,0,0,0,0,0,0,0.0,0.0
Memphis,,103.4,,,,73.5,0.461,,13.8,,51.4,32.4,0.299,0.419,3.58,0,0,0,0,0,0,0.0,0.0
Mercer,,107.1,,,,65.7,0.498,,15.9,,55.9,37.0,0.313,0.345,-4.55,0,0,0,0,0,0,0.0,0.0
Miami (FL),,113.3,,,,66.2,0.542,,14.5,,51.7,29.9,0.339,0.407,10.69,0,0,0,0,0,0,0.0,0.0
Miami (OH),,96.6,,,,65.6,0.454,,16.1,,48.0,28.2,0.327,0.363,-0.25,0,0,0,0,0,0,0.0,0.0
Michigan,,111.9,,,,65.7,0.546,,13.1,,49.2,24.7,0.44,0.278,7.92,0,0,0,0,0,0,0.0,0.0
Michigan State,,118.6,,,,66.8,0.563,,14.6,,58.0,37.0,0.356,0.3,6.94,0,0,0,0,0,0,0.0,0.0
Middle Tennessee,,104.7,,,,69.1,0.518,,15.0,,51.4,29.1,0.354,0.355,-0.7,0,0,0,0,0,0,0.0,0.0
Milwaukee,,113.6,,,,68.5,0.536,,13.8,,51.7,28.0,0.437,0.373,-2.02,0,0,0,0,0,0,0.0,0.0
Minnesota,,98.2,,,,68.4,0.459,,14.4,,47.7,26.6,0.345,0.371,6.86,0,0,0,0,0,0,0.0,0.0
Mississippi,,106.5,,,,70.0,0.481,,14.4,,51.4,34.6,0.389,0.413,4.81,0,0,0,0,0,0,0.0,0.0
Mississippi State,,106.4,,,,70.2,0.517,,15.6,,48.9,29.7,0.362,0.295,6.02,0,0,0,0,0,0,0.0,0.0
Mississippi Valley State,,90.3,,,,71.3,0.43,,16.1,,45.7,27.1,0.277,0.313,-8.11,0,0,0,0,0,0,0.0,0.0
Missouri,,99.0,,,,69.3,0.472,,15.8,,49.0,26.8,0.325,0.396,6.88,0,0,0,0,0,0,0.0,0.0
Missouri State,,96.6,,,,69.1,0.46,,15.9,,49.5,28.2,0.293,0.392,2.58,0,0,0,0,0,0,0.0,0.0
Monmouth,,106.8,,,,73.9,0.499,,14.5,,49.7,28.6,0.348,0.384,-1.85,0,0,0,0,0,0,0.0,0.0
Montana,,107.2,,,,67.1,0.536,,16.2,,52.2,28.1,0.376,0.364,-4.29,0,0,0,0,0,0,0.0,0.0
Montana State,,108.6,,,,70.1,0.511,,14.6,,51.6,33.1,0.416,0.312,-5.35,0,0,0,0,0,0,0.0,0.0
Morehead State,,107.8,,,,67.5,0.487,,15.1,,53.6,38.5,0.267,0.361,-1.65,0,0,0,0,0,0,0.0,0.0
Morgan State,,96.7,,,,69.1,0.439,,14.5,,47.5,30.9,0.289,0.362,-7.97,0,0,0,0,0,0,0.0,0.0
Mount St. Mary's,,95.4,,,,69.7,0.458,,15.1,,44.0,25.3,0.362,0.306,-7.99,0,0,0,0,0,0,0.0,0.0
Murray State,,108.3,,,,65.6,0.521,,15.6,,51.2,30.1,0.367,0.362,-3.06,0,0,0,0,0,0,0.0,0.0
Navy,,102.6,,,,64.9,0.495,,16.8,,53.5,33.7,0.265,0.423,-7.05,0,0,0,0,0,0,0.0,0.0
NC State,,109.2,,,,68.3,0.485,,13.4,,52.7,36.3,0.298,0.389,9.04,0,0,0,0,0,0,0.0,0.0
Nebraska,,106.9,,,,67.1,0.503,,14.9,,51.4,31.8,0.321,0.326,5.57,0,0,0,0,0,0,0.0,0.0
Nevada,,102.7,,,,72.3,0.468,,15.2,,51.3,31.2,0.287,0.433,1.79,0,0,0,0,0,0,0.0,0.0
Nevada-Las Vegas,,103.4,,,,74.0,0.503,,16.2,,49.8,29.2,0.377,0.404,3.17,0,0,0,0,0,0,0.0,0.0
New Hampshire,,102.6,,,,68.6,0.473,,14.5,,53.6,30.3,0.343,0.356,-7.05,0,0,0,0,0,0,0.0,0.0
New Mexico,,104.9,,,,72.2,0.52,,18.5,,52.7,30.4,0.303,0.439,2.58,0,0,0,0,0,0,0.0,0.0
New Mexico State,,105.4,,,,66.6,0.509,,17.0,,56.7,36.0,0.28,0.363,-3.54,0,0,0,0,0,0,0.0,0.0
New Orleans,,100.9,,,,74.0,0.464,,17.0,,50.6,35.5,0.264,0.448,-8.17,0,0,0,0,0,0,0.0,0.0
Niagara,,94.6,,,,67.3,0.449,,17.9,,50.5,32.8,0.323,0.34,-3.86,0,0,0,0,0,0,0.0,0.0
Nicholls State,,93.3,,,,71.6,0.476,,19.2,,46.0,25.4,0.37,0.417,-5.23,0,0,0,0,0,0,0.0,0.0
NJIT,,105.6,,,,70.7,0.52,,16.0,,48.8,27.1,0.423,0.332,-4.56,0,0,0,0,0,0,0.0,0.0
Norfolk State,,105.9,,,,68.8,0.487,,15.5,,49.4,32.0,0.363,0.421,-6.73,0,0,0,0,0,0,0.0,0.0
