Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Louisville,,110.3,,,,66.4,0.506,,15.3,,51.1,38.2,0.3,0.4,9.14,0,0,0,0,0,0,0.0,0.0
Loyola (IL),,101.6,,,,63.1,0.504,,18.1,,49.0,30.6,0.318,0.347,-2.29,0,0,0,0,0,0,0.0,0.0
Loyola (MD),,103.2,,,,63.9,0.469,,15.4,,47.9,37.0,0.256,0.41,-2.08,0,0,0,0,0,0,0.0,0.0
Loyola Marymount,,97.1,,,,66.0,0.453,,16.8,,47.9,33.4,0.313,0.346,2.81,0,0,0,0,0,0,0.0,0.0
Maine,,95.9,,,,69.1,0.48,,18.7,,48.0,30.6,0.314,0.331,-4.1,0,0,0,0,0,0,0.0,0.0
Manhattan,,92.5,,,,62.5,0.468,,22.0,,47.0,31.8,0.357,0.458,-0.36,0,0,0,0,0,0,0.0,0.0
Marist,,96.1,,,,67.8,0.484,,18.3,,44.9,27.0,0.341,0.396,-1.62,0,0,0,0,0,0,0.0,0.0
Marquette,,105.9,,,,63.4,0.496,,17.6,,50.8,38.3,0.27,0.409,8.59,0,0,0,0,0,0,0.0,0.0
Marshall,,99.5,,,,68.8,0.482,,18.9,,48.5,38.0,0.36,0.443,0.94,0,0,0,0,0,0,0.0,0.0
Maryland,,104.8,,,,67.3,0.516,,18.7,,54.0,36.9,0.304,0.345,4.68,0,0,0,0,0,0,0.0,0.0
Maryland-Baltimore County,,92.5,,,,67.6,0.466,,18.5,,45.1,29.1,0.347,0.295,-3.68,0,0,0,0,0,0,0.0,0.0
Maryland-Eastern Shore,,84.1,,,,64.6,0.398,,19.6,,45.6,34.9,0.3,0.353,-5.16,0,0,0,0,0,0,0.0,0.0
Massachusetts,,102.6,,,,70.9,0.495,,17.4,,47.9,32.4,0.362,0.358,4.57,0,0,0,0,0,0,0.0,0.0
McNeese State,,98.1,,,,66.0,0.461,,15.0,,45.3,32.2,0.263,0.297,-4.64,0,0,0,0,0,0,0.0,0.0
Memphis,,106.3,,,,69.5,0.524,,17.7,,50.8,35.6,0.286,0.372,2.73,0,0,0,0,0,0,0.0,0.0
Mercer,,104.1,,,,62.9,0.506,,17.3,,47.3,30.6,0.402,0.352,-3.82,0,0,0,0,0,0,0.0,0.0
Miami (FL),,108.5,,,,64.0,0.519,,14.1,,50.1,30.6,0.356,0.346,7.87,0,0,0,0,0,0,0.0,0.0
Miami (OH),,96.1,,,,65.3,0.486,,19.0,,43.7,27.6,0.336,0.37,-0.25,0,0,0,0,0,0,0.0,0.0
Michigan,,116.1,,,,64.1,0.549,,12.5,,49.9,32.7,0.34,0.284,10.05,0,0,0,0,0,0,0.0,0.0
Michigan State,,105.1,,,,64.7,0.505,,17.8,,53.3,36.4,0.272,0.37,10.55,0,0,0,0,0,0,0.0,0.0
Middle Tennessee,,107.1,,,,65.6,0.511,,17.4,,52.3,36.5,0.262,0.414,-1.5,0,0,0,0,0,0,0.0,0.0
Milwaukee,,93.5,,,,66.0,0.452,,18.2,,43.4,29.0,0.407,0.363,-0.25,0,0,0,0,0,0,0.0,0.0
Minnesota,,107.9,,,,63.5,0.493,,17.5,,53.1,43.6,0.297,0.416,10.31,0,0,0,0,0,0,0.0,0.0
Mississippi,,108.4,,,,70.5,0.491,,13.0,,48.1,33.6,0.33,0.388,4.17,0,0,0,0,0,0,0.0,0.0
Mississippi State,,88.1,,,,68.2,0.446,,21.4,,44.6,30.5,0.318,0.408,4.36,0,0,0,0,0,0,0.0,0.0
Mississippi Valley State,,88.8,,,,70.7,0.422,,18.3,,43.3,31.7,0.347,0.395,-8.29,0,0,0,0,0,0,0.0,0.0
Missouri,,110.7,,,,68.2,0.512,,15.8,,53.7,38.7,0.315,0.35,6.01,0,0,0,0,0,0,0.0,0.0
Missouri State,,96.2,,,,61.5,0.458,,14.4,,44.6,26.5,0.35,0.339,4.65,0,0,0,0,0,0,0.0,0.0
Monmouth,,91.5,,,,70.8,0.444,,18.1,,42.1,29.8,0.303,0.323,-4.17,0,0,0,0,0,0,0.0,0.0
Montana,,107.6,,,,63.8,0.532,,16.7,,46.4,25.9,0.36,0.398,-4.29,0,0,0,0,0,0,0.0,0.0
Montana State,,103.6,,,,67.0,0.486,,14.9,,46.1,29.9,0.349,0.365,-6.78,0,0,0,0,0,0,0.0,0.0
Morehead State,,100.9,,,,70.9,0.487,,20.0,,51.9,40.0,0.324,0.382,-1.79,0,0,0,0,0,0,0.0,0.0
Morgan State,,98.8,,,,67.3,0.483,,18.5,,48.4,38.0,0.252,0.392,-7.5,0,0,0,0,0,0,0.0,0.0
Mount St. Mary's,,102.8,,,,67.6,0.505,,16.0,,43.5,28.6,0.447,0.319,-4.08,0,0,0,0,0,0,0.0,0.0
Murray State,,106.9,,,,67.0,0.523,,17.6,,49.3,33.7,0.409,0.39,-2.86,0,0,0,0,0,0,0.0,0.0
Navy,,90.6,,,,60.6,0.445,,16.2,,42.4,26.3,0.329,0.279,-4.42,0,0,0,0,0,0,0.0,0.0
NC State,,112.4,,,,68.6,0.542,,15.4,,50.2,34.7,0.237,0.409,7.19,0,0,0,0,0,0,0.0,0.0
Nebraska,,94.3,,,,61.8,0.454,,15.1,,44.3,26.1,0.308,0.284,9.58,0,0,0,0,0,0,0.0,0.0
Nevada,,100.1,,,,66.9,0.475,,16.5,,45.5,29.2,0.356,0.413,5.25,0,0,0,0,0,0,0.0,0.0
Nevada-Las Vegas,,103.2,,,,68.9,0.492,,17.1,,52.0,33.8,0.344,0.373,5.6,0,0,0,0,0,0,0.0,0.0
New Hampshire,,92.5,,,,64.5,0.446,,16.1,,46.0,27.9,0.371,0.348,-4.17,0,0,0,0,0,0,0.0,0.0
New Mexico,,103.3,,,,64.7,0.484,,15.4,,49.4,29.3,0.347,0.457,6.59,0,0,0,0,0,0,0.0,0.0
New Mexico State,,102.5,,,,65.2,0.493,,18.5,,53.1,37.3,0.24,0.462,0.68,0,0,0,0,0,0,0.0,0.0
New Orleans,,92.6,,,,72.6,0.47,,20.6,,45.3,30.9,0.209,0.368,-6.14,0,0,0,0,0,0,0.0,0.0
Niagara,,105.5,,,,68.9,0.483,,13.9,,45.6,32.5,0.372,0.38,-1.14,0,0,0,0,0,0,0.0,0.0
Nicholls State,,98.8,,,,67.3,0.487,,17.6,,43.5,30.1,0.32,0.4,-5.0,0,0,0,0,0,0,0.0,0.0
NJIT,,100.2,,,,68.5,0.476,,17.6,,49.5,35.6,0.297,0.407,-9.02,0,0,0,0,0,0,0.0,0.0
Norfolk State,,96.2,,,,68.7,0.462,,17.9,,46.7,33.7,0.286,0.4,-6.54,0,0,0,0,0,0,0.0,0.0
North Carolina,,106.8,,,,71.6,0.499,,14.1,,48.6,34.4,0.312,0.282,8.06,0,0,0,0,0,0,0.0,0.0
North Carolina A&T,,92.3,,,,67.1,0.458,,19.6,,46.4,30.0,0.367,0.42,-6.29,0,0,0,0,0,0,0.0,0.0
North Carolina Central,,103.3,,,,64.9,0.514,,19.3,,49.4,31.3,0.314,0.443,-7.04,0,0,0,0,0,0,0.0,0.0
North Dakota,,99.8,,,,67.2,0.48,,16.4,,46.1,30.0,0.329,0.355,-5.46,0,0,0,0,0,0,0.0,0.0
