Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Army,,,,,,,0.493,,21.8,,49.6,28.0,0.308,0.356,-4.52,0,0,0,0,0,0,0.0,0.0
Auburn,,,,,,,0.516,,19.4,,50.5,39.2,0.374,0.341,7.47,0,0,0,0,0,0,0.0,0.0
Austin Peay,,,,,,,0.502,,16.8,,49.5,39.0,0.33,0.416,-5.09,0,0,0,0,0,0,0.0,0.0
Ball State,,,,,,,0.422,,17.5,,49.4,39.1,0.274,0.372,1.03,0,0,0,0,0,0,0.0,0.0
Baylor,,,,,,,0.53,,17.7,,51.6,39.6,0.387,0.358,3.88,0,0,0,0,0,0,0.0,0.0
Belmont,,,,,,,0.54,,20.0,,51.9,37.3,0.442,0.32,-4.71,0,0,0,0,0,0,0.0,0.0
Bethune-Cookman,,,,,,,0.435,,21.7,,48.7,32.1,0.301,0.372,-9.53,0,0,0,0,0,0,0.0,0.0
Binghamton,,,,,,,0.49,,18.5,,48.6,30.9,0.384,0.317,-6.96,0,0,0,0,0,0,0.0,0.0
Boise State,,,,,,,0.518,,18.0,,51.4,35.9,0.355,0.386,0.0,0,0,0,0,0,0,0.0,0.0
Boston College,,,,,,,0.533,,17.5,,51.2,39.4,0.319,0.449,9.21,0,0,0,0,0,0,0.0,0.0
Boston University,,,,,,,0.491,,19.8,,50.1,32.0,0.39,0.349,-4.65,0,0,0,0,0,0,0.0,0.0
Bowling Green,,,,,,,0.502,,18.5,,46.7,27.0,0.359,0.35,-1.08,0,0,0,0,0,0,0.0,0.0
Bradley,,,,,,,0.546,,14.8,,44.9,31.2,0.413,0.307,7.22,0,0,0,0,0,0,0.0,0.0
Brigham Young,,,,,,,0.555,,16.5,,54.5,41.4,0.311,0.347,3.95,0,0,0,0,0,0,0.0,0.0
Brown,,,,,,,0.513,,22.3,,45.0,18.0,0.442,0.514,-4.21,0,0,0,0,0,0,0.0,0.0
Bucknell,,,,,,,0.534,,21.0,,54.5,26.4,0.359,0.443,-3.03,0,0,0,0,0,0,0.0,0.0
Buffalo,,,,,,,0.458,,22.1,,54.7,45.6,0.302,0.434,-0.15,0,0,0,0,0,0,0.0,0.0
Butler,,,,,,,0.525,,13.8,,48.8,32.6,0.486,0.406,3.94,0,0,0,0,0,0,0.0,0.0
Cal Poly,,,,,,,0.546,,16.2,,49.2,31.8,0.411,0.336,-3.83,0,0,0,0,0,0,0.0,0.0
Cal State Bakersfield,,,,,,,0.492,,5.5,,,9.5,0.315,0.368,,0,0,0,0,0,0,0.0,0.0
Cal State Fullerton,,,,,,,0.521,,16.9,,51.5,42.7,0.341,0.319,-5.3,0,0,0,0,0,0,0.0,0.0
Cal State Northridge,,,,,,,0.494,,21.3,,54.9,44.5,0.275,0.387,-1.88,0,0,0,0,0,0,0.0,0.0
California,,,,,,,0.512,,15.5,,48.0,30.8,0.375,0.281,8.67,0,0,0,0,0,0,0.0,0.0
Campbell,,,,,,,0.514,,20.2,,48.4,34.4,0.383,0.442,-5.42,0,0,0,0,0,0,0.0,0.0
Canisius,,,,,,,0.48,,19.4,,51.1,45.6,0.347,0.324,-5.16,0,0,0,0,0,0,0.0,0.0
Centenary (LA),,,,,,,0.491,,19.2,,45.4,,0.294,0.36,-2.62,0,0,0,0,0,0,0.0,0.0
Central Arkansas,,97.9,,,,66.1,0.463,,18.5,,51.5,34.9,0.322,0.337,,0,0,0,0,0,0,0.0,0.0
Central Connecticut State,,,,,,,0.505,,18.3,,51.4,40.1,0.378,0.378,-6.48,0,0,0,0,0,0,0.0,0.0
Central Michigan,,,,,,,0.486,,22.2,,50.3,34.1,0.367,0.46,-0.6,0,0,0,0,0,0,0.0,0.0
Charleston Southern,,,,,,,0.499,,19.3,,50.5,35.4,0.352,0.296,-3.04,0,0,0,0,0,0,0.0,0.0
Charlotte,,,,,,,0.478,,15.8,,51.6,39.6,0.453,0.362,1.38,0,0,0,0,0,0,0.0,0.0
Chattanooga,,,,,,,0.498,,19.8,,52.6,40.1,0.402,0.406,-2.18,0,0,0,0,0,0,0.0,0.0
Chicago State,,,,,,,0.499,,17.1,,47.0,36.4,0.306,0.318,1.3,0,0,0,0,0,0,0.0,0.0
Cincinnati,,,,,,,0.459,,16.0,,50.2,38.9,0.347,0.297,6.97,0,0,0,0,0,0,0.0,0.0
Clemson,,,,,,,0.526,,17.2,,51.4,48.9,0.334,0.282,7.82,0,0,0,0,0,0,0.0,0.0
Cleveland State,,,,,,,0.45,,17.2,,47.5,39.0,0.37,0.318,1.31,0,0,0,0,0,0,0.0,0.0
Coastal Carolina,,,,,,,0.515,,17.9,,50.6,39.6,0.353,0.29,-5.66,0,0,0,0,0,0,0.0,0.0
Colgate,,,,,,,0.449,,20.7,,49.3,30.6,0.323,0.371,-4.3,0,0,0,0,0,0,0.0,0.0
College of Charleston,,,,,,,0.518,,19.0,,50.0,35.2,0.388,0.302,-3.06,0,0,0,0,0,0,0.0,0.0
Colorado,,,,,,,0.469,,20.2,,50.3,35.5,0.317,0.379,7.33,0,0,0,0,0,0,0.0,0.0
Colorado State,,,,,,,0.54,,21.7,,54.3,33.2,0.278,0.428,3.71,0,0,0,0,0,0,0.0,0.0
Columbia,,,,,,,0.53,,20.1,,53.4,28.1,0.353,0.34,-5.27,0,0,0,0,0,0,0.0,0.0
Connecticut,,,,,,,0.464,,17.6,,54.2,40.1,0.255,0.455,6.09,0,0,0,0,0,0,0.0,0.0
Coppin State,,,,,,,0.444,,17.6,,44.4,36.2,0.324,0.364,-5.17,0,0,0,0,0,0,0.0,0.0
Cornell,,,,,,,0.54,,20.5,,50.9,24.4,0.365,0.365,-5.4,0,0,0,0,0,0,0.0,0.0
Creighton,,,,,,,0.507,,17.3,,51.5,34.0,0.365,0.427,6.24,0,0,0,0,0,0,0.0,0.0
Dartmouth,,,,,,,0.459,,17.9,,45.9,25.0,0.278,0.274,-4.75,0,0,0,0,0,0,0.0,0.0
Davidson,,,,,,,0.525,,16.7,,54.4,46.5,0.412,0.307,-2.26,0,0,0,0,0,0,0.0,0.0
Dayton,,,,,,,0.505,,18.5,,50.3,35.0,0.311,0.352,1.97,0,0,0,0,0,0,0.0,0.0
Delaware,,,,,,,0.466,,17.8,,45.3,27.3,0.373,0.354,-2.06,0,0,0,0,0,0,0.0,0.0
Delaware State,,,,,,,0.505,,18.0,,49.3,36.6,0.398,0.324,-6.58,0,0,0,0,0,0,0.0,0.0
Denver,,,,,,,0.466,,19.2,,45.9,27.6,0.382,0.344,-5.89,0,0,0,0,0,0,0.0,0.0
DePaul,,,,,,,0.516,,15.7,,51.9,36.5,0.335,0.284,8.53,0,0,0,0,0,0,0.0,0.0
Detroit Mercy,,,,,,,0.496,,17.2,,51.6,34.0,0.346,0.313,1.01,0,0,0,0,0,0,0.0,0.0
Drake,,,,,,,0.503,,16.7,,53.7,44.4,0.323,0.436,4.58,0,0,0,0,0,0,0.0,0.0
Drexel,,,,,,,0.496,,18.2,,50.9,34.7,0.33,0.44,0.52,0,0,0,0,0,0,0.0,0.0
Duke,,,,,,,0.525,,19.6,,53.7,37.9,0.296,0.398,10.49,0,0,0,0,0,0,0.0,0.0
Duquesne,,,,,,,0.504,,17.1,,46.0,39.1,0.394,0.31,0.5,0,0,0,0,0,0,0.0,0.0
East Carolina,,,,,,,0.457,,18.5,,47.9,32.9,0.376,0.343,1.15,0,0,0,0,0,0,0.0,0.0
East Tennessee State,,,,,,,0.509,,19.9,,49.9,38.4,0.304,0.327,-5.44,0,0,0,0,0,0,0.0,0.0
Eastern Illinois,,,,,,,0.452,,18.4,,50.8,33.7,0.272,0.345,-7.12,0,0,0,0,0,0,0.0,0.0
Eastern Kentucky,,,,,,,0.541,,18.9,,46.7,28.0,0.448,0.281,-5.28,0,0,0,0,0,0,0.0,0.0
Eastern Michigan,,,,,,,0.492,,22.7,,50.0,35.4,0.403,0.35,-0.63,0,0,0,0,0,0,0.0,0.0
Eastern Washington,,,,,,,0.551,,17.7,,50.0,32.6,0.33,0.446,-2.94,0,0,0,0,0,0,0.0,0.0
Elon,,,,,,,0.471,,18.9,,48.0,32.2,0.329,0.294,-1.48,0,0,0,0,0,0,0.0,0.0
Evansville,,,,,,,0.531,,17.7,,48.6,26.5,0.372,0.441,4.55,0,0,0,0,0,0,0.0,0.0
Fairfield,,,,,,,0.465,,19.4,,50.2,43.1,0.34,0.392,-2.0,0,0,0,0,0,0,0.0,0.0
FDU,,,,,,,0.483,,15.9,,49.5,39.1,0.331,0.339,-6.67,0,0,0,0,0,0,0.0,0.0
Florida,,,,,,,0.596,,18.0,,56.4,44.7,0.34,0.438,7.34,0,0,0,0,0,0,0.0,0.0
Florida A&M,,,,,,,0.505,,21.4,,52.5,,0.309,0.455,-7.49,0,0,0,0,0,0,0.0,0.0
Florida Atlantic,,,,,,,0.545,,19.1,,49.7,28.9,0.304,0.39,-4.34,0,0,0,0,0,0,0.0,0.0
Florida International,,,,,,,0.477,,19.0,,49.6,33.7,0.341,0.354,-5.77,0,0,0,0,0,0,0.0,0.0
Florida State,,,,,,,0.542,,18.5,,49.9,37.5,0.32,0.337,8.63,0,0,0,0,0,0,0.0,0.0
Fordham,,,,,,,0.497,,18.7,,47.9,32.2,0.338,0.401,-0.1,0,0,0,0,0,0,0.0,0.0
Fresno State,,,,,,,0.5,,16.6,,48.1,32.0,0.48,0.376,-0.14,0,0,0,0,0,0,0.0,0.0
Furman,,,,,,,0.515,,19.3,,49.7,31.6,0.381,0.308,-2.68,0,0,0,0,0,0,0.0,0.0
Gardner-Webb,,,,,,,0.487,,20.5,,46.5,32.5,0.423,0.279,-0.95,0,0,0,0,0,0,0.0,0.0
George Mason,,,,,,,0.518,,17.2,,51.8,32.7,0.327,0.29,-0.05,0,0,0,0,0,0,0.0,0.0
George Washington,,,,,,,0.506,,17.5,,50.6,38.9,0.258,0.34,0.64,0,0,0,0,0,0,0.0,0.0
Georgetown,,,,,,,0.57,,18.8,,54.3,40.9,0.348,0.365,9.48,0,0,0,0,0,0,0.0,0.0
Georgia,,,,,,,0.528,,18.7,,54.0,46.3,0.347,0.285,8.38,0,0,0,0,0,0,0.0,0.0
Georgia Southern,,,,,,,0.495,,19.7,,52.3,39.7,0.239,0.329,-2.71,0,0,0,0,0,0,0.0,0.0
Georgia State,,,,,,,0.486,,20.4,,48.9,33.4,0.31,0.423,-0.14,0,0,0,0,0,0,0.0,0.0
Georgia Tech,,,,,,,0.542,,18.5,,54.3,44.5,0.283,0.342,9.36,0,0,0,0,0,0,0.0,0.0
Gonzaga,,,,,,,0.542,,17.1,,52.7,35.3,0.302,0.394,3.77,0,0,0,0,0,0,0.0,0.0
Grambling,,,,,,,0.443,,20.1,,49.6,33.3,0.281,0.354,-13.28,0,0,0,0,0,0,0.0,0.0
Green Bay,,,,,,,0.492,,15.7,,49.9,33.1,0.317,0.403,-0.86,0,0,0,0,0,0,0.0,0.0
Hampton,,,,,,,0.483,,23.9,,51.5,42.8,0.395,0.438,-8.9,0,0,0,0,0,0,0.0,0.0
Hartford,,,,,,,0.473,,17.0,,45.7,30.1,0.437,0.366,-5.44,0,0,0,0,0,0,0.0,0.0
Harvard,,,,,,,0.486,,19.4,,49.5,32.8,0.268,0.417,-4.56,0,0,0,0,0,0,0.0,0.0
Hawaii,,,,,,,0.506,,20.7,,53.1,40.1,0.273,0.35,1.09,0,0,0,0,0,0,0.0,0.0
High Point,,,,,,,0.52,,18.4,,50.5,40.8,0.319,0.323,-4.99,0,0,0,0,0,0,0.0,0.0
Hofstra,,,,,,,0.527,,15.0,,49.5,36.3,0.353,0.396,-0.6,0,0,0,0,0,0,0.0,0.0
Holy Cross,,,,,,,0.492,,20.5,,53.6,38.6,0.321,0.405,-3.06,0,0,0,0,0,0,0.0,0.0
Houston,,,,,,,0.473,,13.9,,46.3,41.5,0.488,0.309,3.12,0,0,0,0,0,0,0.0,0.0
Howard,,,,,,,0.499,,20.9,,46.2,31.1,0.381,0.4,-10.61,0,0,0,0,0,0,0.0,0.0
Idaho,,,,,,,0.455,,18.9,,44.2,29.2,0.399,0.298,1.44,0,0,0,0,0,0,0.0,0.0
Idaho State,,,,,,,0.516,,18.1,,51.1,32.0,0.383,0.362,-1.17,0,0,0,0,0,0,0.0,0.0
Illinois,,,,,,,0.498,,18.6,,54.0,33.7,0.378,0.372,7.09,0,0,0,0,0,0,0.0,0.0
Illinois State,,,,,,,0.526,,19.9,,50.2,32.4,0.394,0.343,4.63,0,0,0,0,0,0,0.0,0.0
Illinois-Chicago,,,,,,,0.475,,15.5,,50.4,41.3,0.33,0.326,1.09,0,0,0,0,0,0,0.0,0.0
Indiana,,,,,,,0.518,,16.2,,51.9,37.5,0.377,0.344,8.35,0,0,0,0,0,0,0.0,0.0
Indiana State,,,,,,,0.466,,17.1,,48.4,31.1,0.392,0.379,6.84,0,0,0,0,0,0,0.0,0.0
Iona,,,,,,,0.443,,22.2,,49.6,39.4,0.341,0.39,-3.97,0,0,0,0,0,0,0.0,0.0
Iowa,,,,,,,0.497,,17.5,,49.3,34.4,0.321,0.357,6.35,0,0,0,0,0,0,0.0,0.0
Iowa State,,,,,,,0.468,,18.9,,51.2,38.2,0.368,0.317,5.19,0,0,0,0,0,0,0.0,0.0
IU Indy,,,,,,,0.487,,17.3,,51.6,36.4,0.357,0.38,-3.39,0,0,0,0,0,0,0.0,0.0
Jackson State,,,,,,,0.463,,17.9,,48.2,47.0,0.294,0.36,-9.94,0,0,0,0,0,0,0.0,0.0
Jacksonville,,,,,,,0.488,,19.2,,51.0,39.8,0.315,0.35,-4.01,0,0,0,0,0,0,0.0,0.0
Jacksonville State,,,,,,,0.482,,17.8,,48.8,35.3,0.323,0.318,-7.3,0,0,0,0,0,0,0.0,0.0
James Madison,,,,,,,0.49,,18.6,,49.0,32.2,0.319,0.392,-1.11,0,0,0,0,0,0,0.0,0.0
Kansas,,,,,,,0.545,,17.0,,54.6,48.6,0.261,0.362,6.86,0,0,0,0,0,0,0.0,0.0
Kansas City,,,,,,,0.495,,14.7,,46.6,37.8,0.393,0.294,-1.8,0,0,0,0,0,0,0.0,0.0
Kansas State,,,,,,,0.487,,16.9,,51.9,45.2,0.343,0.418,5.53,0,0,0,0,0,0,0.0,0.0
Kennesaw State,,98.7,,,,67.2,0.446,,16.1,,49.6,40.4,0.365,0.323,,0,0,0,0,0,0,0.0,0.0
Kent State,,,,,,,0.508,,17.6,,51.0,36.6,0.316,0.34,1.28,0,0,0,0,0,0,0.0,0.0
Kentucky,,,,,,,0.538,,18.3,,52.3,28.0,0.348,0.369,11.41,0,0,0,0,0,0,0.0,0.0
La Salle,,,,,,,0.507,,19.4,,53.4,42.2,0.274,0.385,-1.87,0,0,0,0,0,0,0.0,0.0
Lafayette,,,,,,,0.513,,22.5,,43.5,22.6,0.48,0.385,-2.38,0,0,0,0,0,0,0.0,0.0
Lamar,,,,,,,0.51,,19.5,,50.6,41.5,0.378,0.393,-3.54,0,0,0,0,0,0,0.0,0.0
Lehigh,,,,,,,0.481,,19.7,,51.6,33.1,0.306,0.401,-3.99,0,0,0,0,0,0,0.0,0.0
Liberty,,,,,,,0.523,,17.9,,52.3,35.8,0.251,0.321,-3.25,0,0,0,0,0,0,0.0,0.0
Lipscomb,,,,,,,0.483,,15.5,,49.3,34.7,0.434,0.352,-4.62,0,0,0,0,0,0,0.0,0.0
Little Rock,,,,,,,0.48,,19.0,,53.6,40.9,0.326,0.426,-5.56,0,0,0,0,0,0,0.0,0.0
Long Beach State,,,,,,,0.523,,16.1,,49.4,41.0,0.365,0.35,-2.07,0,0,0,0,0,0,0.0,0.0
Long Island University,,,,,,,0.473,,17.7,,49.0,35.4,0.398,0.396,-7.88,0,0,0,0,0,0,0.0,0.0
Longwood,,90.2,,,,71.1,0.447,,20.0,,47.6,30.9,0.294,0.329,,0,0,0,0,0,0,0.0,0.0
Louisiana,,,,,,,0.464,,18.1,,50.9,40.7,0.286,0.359,-4.85,0,0,0,0,0,0,0.0,0.0
Louisiana State,,,,,,,0.5,,18.1,,54.0,39.1,0.291,0.322,7.44,0,0,0,0,0,0,0.0,0.0
Louisiana Tech,,,,,,,0.45,,17.6,,51.2,41.0,0.293,0.275,0.64,0,0,0,0,0,0,0.0,0.0
Louisiana-Monroe,,,,,,,0.498,,17.5,,49.2,39.1,0.426,0.328,-6.01,0,0,0,0,0,0,0.0,0.0
Louisville,,,,,,,0.498,,15.9,,51.4,45.6,0.386,0.374,7.69,0,0,0,0,0,0,0.0,0.0
Loyola (IL),,,,,,,0.502,,17.0,,52.7,,0.291,0.417,0.78,0,0,0,0,0,0,0.0,0.0
Loyola (MD),,,,,,,0.533,,18.4,,49.7,,0.365,0.386,-5.44,0,0,0,0,0,0,0.0,0.0
Loyola Marymount,,,,,,,0.445,,19.5,,49.4,36.6,0.259,0.336,1.8,0,0,0,0,0,0,0.0,0.0
Maine,,,,,,,0.48,,17.1,,48.7,33.2,0.348,0.303,-5.25,0,0,0,0,0,0,0.0,0.0
Manhattan,,,,,,,0.46,,17.9,,50.2,36.4,0.258,0.379,-4.78,0,0,0,0,0,0,0.0,0.0
Marist,,,,,,,0.53,,16.1,,52.4,40.5,0.446,0.342,-4.29,0,0,0,0,0,0,0.0,0.0
Marquette,,,,,,,0.492,,17.6,,52.4,48.8,0.334,0.401,6.95,0,0,0,0,0,0,0.0,0.0
Marshall,,,,,,,0.453,,18.6,,50.4,45.8,0.358,0.393,2.33,0,0,0,0,0,0,0.0,0.0
Maryland,,,,,,,0.526,,18.4,,51.3,43.7,0.25,0.387,7.59,0,0,0,0,0,0,0.0,0.0
Maryland-Baltimore County,,,,,,,0.473,,17.6,,48.0,31.7,0.31,0.272,-4.92,0,0,0,0,0,0,0.0,0.0
Maryland-Eastern Shore,,,,,,,0.437,,19.4,,44.5,37.6,0.32,0.334,-9.04,0,0,0,0,0,0,0.0,0.0
Massachusetts,,,,,,,0.528,,18.6,,55.2,48.2,0.297,0.416,0.97,0,0,0,0,0,0,0.0,0.0
McNeese State,,,,,,,0.441,,19.7,,52.1,45.5,0.234,0.338,-4.66,0,0,0,0,0,0,0.0,0.0
Memphis,,,,,,,0.517,,15.4,,53.6,55.0,0.352,0.424,3.91,0,0,0,0,0,0,0.0,0.0
Mercer,,,,,,,0.487,,20.4,,49.3,34.4,0.316,0.39,-5.82,0,0,0,0,0,0,0.0,0.0
Miami (FL),,,,,,,0.489,,15.6,,51.4,,0.307,0.301,7.15,0,0,0,0,0,0,0.0,0.0
Miami (OH),,,,,,,0.514,,19.4,,49.7,,0.325,0.318,2.78,0,0,0,0,0,0,0.0,0.0
Michigan,,,,,,,0.492,,19.8,,54.7,34.1,0.278,0.384,6.79,0,0,0,0,0,0,0.0,0.0
Michigan State,,,,,,,0.522,,20.4,,55.6,39.4,0.283,0.391,8.45,0,0,0,0,0,0,0.0,0.0
Middle Tennessee,,,,,,,0.503,,19.6,,51.0,28.3,0.267,0.324,-3.96,0,0,0,0,0,0,0.0,0.0
Milwaukee,,,,,,,0.449,,16.5,,49.1,40.6,0.376,0.316,2.34,0,0,0,0,0,0,0.0,0.0
Minnesota,,,,,,,0.488,,20.0,,46.9,27.2,0.319,0.278,8.05,0,0,0,0,0,0,0.0,0.0
Mississippi,,,,,,,0.498,,14.7,,49.8,44.0,0.319,0.268,6.38,0,0,0,0,0,0,0.0,0.0
Mississippi State,,,,,,,0.526,,16.8,,51.9,44.3,0.374,0.374,6.91,0,0,0,0,0,0,0.0,0.0
Mississippi Valley State,,,,,,,0.453,,20.4,,50.1,40.7,0.289,0.406,-10.87,0,0,0,0,0,0,0.0,0.0
Missouri,,,,,,,0.527,,17.6,,48.6,34.6,0.36,0.317,5.03,0,0,0,0,0,0,0.0,0.0
Missouri State,,,,,,,0.538,,17.0,,52.6,35.6,0.347,0.405,5.93,0,0,0,0,0,0,0.0,0.0
Monmouth,,,,,,,0.528,,20.7,,47.3,25.9,0.362,0.343,-5.96,0,0,0,0,0,0,0.0,0.0
Montana,,,,,,,0.537,,16.5,,51.2,36.9,0.39,0.333,-3.53,0,0,0,0,0,0,0.0,0.0
Montana State,,,,,,,0.489,,19.4,,49.8,38.5,0.413,0.34,-4.23,0,0,0,0,0,0,0.0,0.0
Morehead State,,,,,,,0.489,,18.3,,52.6,37.2,0.351,0.307,-7.51,0,0,0,0,0,0,0.0,0.0
Morgan State,,,,,,,0.501,,20.1,,51.5,40.2,0.267,0.378,-9.65,0,0,0,0,0,0,0.0,0.0
Mount St. Mary's,,,,,,,0.475,,18.6,,48.7,36.2,0.271,0.298,-5.65,0,0,0,0,0,0,0.0,0.0
Murray State,,,,,,,0.5,,19.4,,50.4,34.1,0.308,0.339,-5.92,0,0,0,0,0,0,0.0,0.0
Navy,,,,,,,0.498,,21.4,,46.3,22.4,0.483,0.319,-3.77,0,0,0,0,0,0,0.0,0.0
NC State,,,,,,,0.549,,19.5,,48.9,29.4,0.324,0.409,8.36,0,0,0,0,0,0,0.0,0.0
Nebraska,,,,,,,0.535,,19.5,,48.3,26.0,0.423,0.39,5.35,0,0,0,0,0,0,0.0,0.0
Nevada,,,,,,,0.548,,16.6,,54.6,39.9,0.318,0.324,1.09,0,0,0,0,0,0,0.0,0.0
Nevada-Las Vegas,,,,,,,0.51,,13.9,,49.8,46.0,0.364,0.333,5.37,0,0,0,0,0,0,0.0,0.0
New Hampshire,,,,,,,0.483,,18.5,,46.0,24.7,0.44,0.323,-6.1,0,0,0,0,0,0,0.0,0.0
New Mexico,,,,,,,0.539,,15.5,,48.8,33.4,0.427,0.324,2.89,0,0,0,0,0,0,0.0,0.0
New Mexico State,,,,,,,0.532,,19.6,,53.4,45.9,0.271,0.516,0.01,0,0,0,0,0,0,0.0,0.0
New Orleans,,,,,,,0.52,,15.3,,46.2,31.1,0.308,0.353,-5.62,0,0,0,0,0,0,0.0,0.0
Niagara,,,,,,,0.483,,15.8,,52.6,51.7,0.376,0.388,-4.7,0,0,0,0,0,0,0.0,0.0
Nicholls State,,,,,,,0.507,,19.8,,45.6,27.5,0.466,0.301,-1.89,0,0,0,0,0,0,0.0,0.0
NJIT,,85.2,,,,66.8,0.455,,23.5,,48.1,27.2,0.367,0.369,,0,0,0,0,0,0,0.0,0.0
Norfolk State,,,,,,,0.502,,22.3,,51.0,36.2,0.261,0.384,-8.21,0,0,0,0,0,0,0.0,0.0
North Carolina,,,,,,,0.544,,15.6,,55.8,52.2,0.252,0.395,9.3,0,0,0,0,0,0,0.0,0.0
North Carolina A&T,,,,,,,0.503,,19.3,,46.4,34.2,0.397,0.46,-10.09,0,0,0,0,0,0,0.0,0.0
North Dakota State,,112.5,,,,68.0,0.548,,17.8,,55.3,40.4,0.233,0.359,,0,0,0,0,0,0,0.0,0.0
North Florida,,83.5,,,,65.2,0.431,,21.9,,47.0,29.4,0.252,0.377,,0,0,0,0,0,0,0.0,0.0
North Texas,,,,,,,0.512,,18.2,,53.7,48.4,0.3,0.404,-6.59,0,0,0,0,0,0,0.0,0.0
Northeastern,,,,,,,0.482,,17.0,,45.7,27.9,0.399,0.307,0.3,0,0,0,0,0,0,0.0,0.0
Northern Arizona,,,,,,,0.559,,19.3,,52.6,34.0,0.304,0.393,-3.28,0,0,0,0,0,0,0.0,0.0
Northern Colorado,,96.5,,,,70.5,0.491,,21.2,,49.5,33.9,0.316,0.371,,0,0,0,0,0,0,0.0,0.0
Northern Illinois,,,,,,,0.526,,22.9,,50.9,31.7,0.282,0.339,-0.85,0,0,0,0,0,0,0.0,0.0
Northern Iowa,,,,,,,0.516,,17.3,,52.4,28.2,0.357,0.399,6.05,0,0,0,0,0,0,0.0,0.0
Northwestern,,,,,,,0.502,,16.9,,42.5,21.4,0.416,0.241,7.82,0,0,0,0,0,0,0.0,0.0
Northwestern State,,,,,,,0.498,,18.3,,48.8,41.7,0.287,0.443,-4.05,0,0,0,0,0,0,0.0,0.0
Notre Dame,,,,,,,0.535,,15.5,,52.9,40.5,0.388,0.403,4.97,0,0,0,0,0,0,0.0,0.0
Oakland,,,,,,,0.498,,18.5,,54.0,43.8,0.312,0.404,-0.41,0,0,0,0,0,0,0.0,0.0
Ohio,,,,,,,0.512,,17.6,,50.5,36.0,0.34,0.456,0.22,0,0,0,0,0,0,0.0,0.0
Ohio State,,,,,,,0.538,,14.8,,52.1,43.3,0.365,0.366,9.03,0,0,0,0,0,0,0.0,0.0
Oklahoma,,,,,,,0.489,,17.7,,53.4,38.7,0.332,0.326,7.23,0,0,0,0,0,0,0.0,0.0
Oklahoma State,,,,,,,0.525,,19.4,,51.1,40.7,0.313,0.409,6.34,0,0,0,0,0,0,0.0,0.0
Old Dominion,,,,,,,0.495,,15.9,,52.9,40.0,0.371,0.363,0.44,0,0,0,0,0,0,0.0,0.0
Oral Roberts,,,,,,,0.524,,19.2,,53.3,37.2,0.32,0.468,-1.04,0,0,0,0,0,0,0.0,0.0
Oregon,,,,,,,0.534,,15.8,,51.5,43.2,0.421,0.328,6.3,0,0,0,0,0,0,0.0,0.0
Oregon State,,,,,,,0.465,,17.1,,47.0,36.6,0.323,0.324,6.23,0,0,0,0,0,0,0.0,0.0
Pacific,,,,,,,0.519,,19.2,,50.7,30.4,0.357,0.41,-0.87,0,0,0,0,0,0,0.0,0.0
Penn State,,,,,,,0.503,,18.7,,52.2,34.7,0.344,0.358,5.79,0,0,0,0,0,0,0.0,0.0
Pennsylvania,,,,,,,0.543,,17.6,,49.8,32.4,0.304,0.384,-1.64,0,0,0,0,0,0,0.0,0.0
Pepperdine,,,,,,,0.51,,17.6,,,34.9,0.433,0.297,0.23,0,0,0,0,0,0,0.0,0.0
