Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Denver,,104.6,,,,68.7,0.535,,18.7,,54.4,31.4,0.31,0.318,-2.53,0,0,0,0,0,0,0.0,0.0
DePaul,,100.6,,,,71.2,0.479,,16.5,,51.7,32.9,0.327,0.294,8.45,0,0,0,0,0,0,0.0,0.0
Detroit Mercy,,103.9,,,,75.4,0.504,,15.8,,47.5,27.8,0.401,0.306,-2.07,0,0,0,0,0,0,0.0,0.0
Drake,,104.1,,,,69.3,0.51,,15.3,,48.4,23.4,0.403,0.325,0.58,0,0,0,0,0,0,0.0,0.0
Drexel,,104.4,,,,70.1,0.498,,15.1,,49.9,30.7,0.351,0.324,-2.48,0,0,0,0,0,0,0.0,0.0
Duke,,118.6,,,,70.6,0.559,,14.7,,55.5,38.8,0.363,0.346,9.7,0,0,0,0,0,0,0.0,0.0
Duquesne,,106.4,,,,66.5,0.497,,14.9,,51.2,33.0,0.398,0.354,-3.33,0,0,0,0,0,0,0.0,0.0
East Carolina,,95.3,,,,68.8,0.483,,18.0,,47.9,27.8,0.346,0.287,-0.22,0,0,0,0,0,0,0.0,0.0
East Tennessee State,,107.9,,,,69.7,0.536,,16.7,,52.9,31.2,0.363,0.331,-4.09,0,0,0,0,0,0,0.0,0.0
Eastern Illinois,,99.9,,,,66.4,0.489,,17.3,,49.9,30.3,0.363,0.319,-3.4,0,0,0,0,0,0,0.0,0.0
Eastern Kentucky,,102.6,,,,69.8,0.501,,16.3,,48.0,27.6,0.359,0.337,-3.68,0,0,0,0,0,0,0.0,0.0
Eastern Michigan,,105.0,,,,67.5,0.522,,16.3,,49.7,30.0,0.347,0.298,-2.81,0,0,0,0,0,0,0.0,0.0
Eastern Washington,,107.4,,,,69.2,0.541,,14.9,,49.6,22.4,0.411,0.284,-1.54,0,0,0,0,0,0,0.0,0.0
Elon,,104.5,,,,68.0,0.527,,14.9,,48.2,22.6,0.504,0.239,-1.69,0,0,0,0,0,0,0.0,0.0
Evansville,,99.1,,,,65.7,0.498,,18.3,,50.8,24.8,0.271,0.35,1.35,0,0,0,0,0,0,0.0,0.0
Fairfield,,103.3,,,,72.1,0.514,,15.4,,48.3,24.4,0.444,0.309,-3.68,0,0,0,0,0,0,0.0,0.0
FDU,,103.9,,,,71.8,0.508,,16.6,,48.3,30.8,0.334,0.307,-5.66,0,0,0,0,0,0,0.0,0.0
Florida,,109.6,,,,68.4,0.507,,12.3,,48.5,28.7,0.403,0.326,10.08,0,0,0,0,0,0,0.0,0.0
Florida A&M,,97.4,,,,69.5,0.474,,17.1,,45.2,27.8,0.311,0.324,-8.33,0,0,0,0,0,0,0.0,0.0
Florida Atlantic,,97.7,,,,70.9,0.456,,15.3,,50.6,29.2,0.286,0.278,-0.14,0,0,0,0,0,0,0.0,0.0
Florida Gulf Coast,,110.9,,,,73.3,0.554,,16.8,,53.8,31.7,0.33,0.321,-5.44,0,0,0,0,0,0,0.0,0.0
Florida International,,98.9,,,,69.8,0.479,,13.6,,47.8,25.4,0.331,0.368,-1.99,0,0,0,0,0,0,0.0,0.0
Florida State,,109.5,,,,72.2,0.532,,15.4,,51.8,32.0,0.368,0.37,8.5,0,0,0,0,0,0,0.0,0.0
Fordham,,92.5,,,,66.8,0.479,,16.9,,42.6,18.8,0.468,0.269,1.26,0,0,0,0,0,0,0.0,0.0
Fresno State,,110.9,,,,68.5,0.55,,15.3,,51.9,28.2,0.304,0.378,1.84,0,0,0,0,0,0,0.0,0.0
Furman,,112.1,,,,70.5,0.554,,14.4,,50.1,27.6,0.474,0.278,-3.64,0,0,0,0,0,0,0.0,0.0
Gardner-Webb,,100.6,,,,69.1,0.508,,17.2,,50.7,26.9,0.365,0.284,-3.81,0,0,0,0,0,0,0.0,0.0
George Mason,,101.4,,,,69.6,0.491,,15.9,,50.8,27.9,0.362,0.318,0.85,0,0,0,0,0,0,0.0,0.0
George Washington,,101.8,,,,66.3,0.495,,16.5,,50.8,31.7,0.301,0.289,2.13,0,0,0,0,0,0,0.0,0.0
Georgetown,,106.2,,,,71.6,0.518,,18.0,,53.3,31.2,0.351,0.383,5.29,0,0,0,0,0,0,0.0,0.0
Georgia,,102.7,,,,65.3,0.475,,16.2,,53.6,34.8,0.346,0.401,8.87,0,0,0,0,0,0,0.0,0.0
Georgia Southern,,107.2,,,,70.5,0.497,,13.6,,49.5,31.1,0.394,0.396,-3.28,0,0,0,0,0,0,0.0,0.0
Georgia State,,108.8,,,,67.9,0.54,,14.5,,47.7,26.0,0.413,0.303,-2.78,0,0,0,0,0,0,0.0,0.0
Georgia Tech,,98.3,,,,66.5,0.469,,16.6,,50.0,30.8,0.277,0.348,7.46,0,0,0,0,0,0,0.0,0.0
Gonzaga,,118.2,,,,69.7,0.57,,13.9,,56.0,32.9,0.394,0.321,2.6,0,0,0,0,0,0,0.0,0.0
Grambling,,97.8,,,,73.8,0.461,,17.7,,50.7,32.0,0.254,0.415,-10.3,0,0,0,0,0,0,0.0,0.0
Grand Canyon,,104.3,,,,70.3,0.492,,16.0,,51.4,31.5,0.391,0.394,-4.8,0,0,0,0,0,0,0.0,0.0
Green Bay,,102.1,,,,74.1,0.497,,16.2,,48.7,26.3,0.401,0.331,-4.08,0,0,0,0,0,0,0.0,0.0
Hampton,,105.2,,,,72.9,0.492,,14.9,,50.9,29.6,0.289,0.335,-9.56,0,0,0,0,0,0,0.0,0.0
Hartford,,103.8,,,,67.7,0.527,,16.0,,48.9,25.2,0.426,0.309,-5.26,0,0,0,0,0,0,0.0,0.0
Harvard,,100.6,,,,66.5,0.503,,18.1,,52.0,26.7,0.411,0.288,-1.7,0,0,0,0,0,0,0.0,0.0
Hawaii,,100.5,,,,68.9,0.504,,17.1,,50.8,26.6,0.376,0.411,-2.51,0,0,0,0,0,0,0.0,0.0
High Point,,105.2,,,,67.1,0.507,,16.0,,51.6,31.9,0.27,0.348,-6.38,0,0,0,0,0,0,0.0,0.0
Hofstra,,112.6,,,,70.3,0.534,,13.2,,51.4,31.0,0.371,0.367,-1.6,0,0,0,0,0,0,0.0,0.0
Holy Cross,,99.1,,,,63.7,0.526,,17.6,,45.0,19.3,0.397,0.296,-5.82,0,0,0,0,0,0,0.0,0.0
Houston,,112.0,,,,68.5,0.533,,14.9,,54.6,33.6,0.372,0.326,4.16,0,0,0,0,0,0,0.0,0.0
Houston Christian,,100.9,,,,75.5,0.471,,15.5,,50.9,35.6,0.329,0.345,-3.97,0,0,0,0,0,0,0.0,0.0
Howard,,102.2,,,,71.3,0.491,,16.0,,46.8,29.5,0.387,0.345,-9.74,0,0,0,0,0,0,0.0,0.0
Idaho,,110.1,,,,68.0,0.547,,16.9,,54.8,31.4,0.388,0.323,-3.94,0,0,0,0,0,0,0.0,0.0
Idaho State,,104.1,,,,70.8,0.552,,17.5,,48.0,21.3,0.389,0.362,-3.69,0,0,0,0,0,0,0.0,0.0
Illinois,,105.8,,,,70.8,0.5,,15.8,,49.8,34.1,0.362,0.335,7.53,0,0,0,0,0,0,0.0,0.0
Illinois State,,101.0,,,,69.3,0.503,,16.5,,47.6,25.9,0.461,0.334,3.67,0,0,0,0,0,0,0.0,0.0
Illinois-Chicago,,101.9,,,,73.6,0.507,,18.0,,50.9,28.8,0.33,0.363,-4.21,0,0,0,0,0,0,0.0,0.0
Incarnate Word,,97.4,,,,72.5,0.481,,19.2,,47.6,28.3,0.315,0.402,-5.04,0,0,0,0,0,0,0.0,0.0
Indiana,,105.2,,,,67.5,0.511,,15.7,,51.0,31.8,0.341,0.364,8.25,0,0,0,0,0,0,0.0,0.0
Indiana State,,100.6,,,,70.1,0.498,,17.4,,51.1,28.2,0.415,0.357,2.43,0,0,0,0,0,0,0.0,0.0
Iona,,109.2,,,,71.5,0.539,,14.3,,47.2,24.4,0.408,0.302,-2.19,0,0,0,0,0,0,0.0,0.0
Iowa,,111.4,,,,71.0,0.543,,16.0,,53.5,34.1,0.34,0.354,7.13,0,0,0,0,0,0,0.0,0.0
Iowa State,,103.9,,,,69.6,0.499,,14.7,,49.5,29.6,0.349,0.298,9.49,0,0,0,0,0,0,0.0,0.0
IU Indy,,98.9,,,,68.7,0.486,,17.7,,50.0,31.7,0.348,0.324,-3.53,0,0,0,0,0,0,0.0,0.0
Jackson State,,94.0,,,,65.4,0.434,,14.6,,47.5,31.0,0.377,0.259,-10.5,0,0,0,0,0,0,0.0,0.0
Jacksonville,,98.8,,,,72.4,0.501,,17.1,,49.2,27.3,0.302,0.312,-6.12,0,0,0,0,0,0,0.0,0.0
Jacksonville State,,105.2,,,,67.8,0.507,,16.3,,54.0,33.1,0.311,0.314,-4.87,0,0,0,0,0,0,0.0,0.0
James Madison,,103.0,,,,69.4,0.48,,14.5,,49.8,29.8,0.36,0.345,-2.15,0,0,0,0,0,0,0.0,0.0
Kansas,,115.5,,,,70.2,0.575,,14.6,,50.3,29.3,0.412,0.27,11.88,0,0,0,0,0,0,0.0,0.0
Kansas City,,96.8,,,,72.4,0.483,,16.0,,44.0,21.7,0.455,0.344,-1.02,0,0,0,0,0,0,0.0,0.0
Kansas State,,106.4,,,,66.6,0.525,,15.3,,47.4,25.8,0.368,0.338,8.74,0,0,0,0,0,0,0.0,0.0
Kennesaw State,,101.4,,,,71.4,0.5,,16.6,,48.3,29.6,0.247,0.337,-4.31,0,0,0,0,0,0,0.0,0.0
Kent State,,103.1,,,,70.3,0.487,,15.7,,50.5,31.7,0.382,0.325,-1.76,0,0,0,0,0,0,0.0,0.0
Kentucky,,109.6,,,,69.8,0.518,,15.8,,53.6,35.5,0.258,0.44,10.73,0,0,0,0,0,0,0.0,0.0
La Salle,,102.8,,,,69.0,0.49,,14.6,,49.7,25.5,0.373,0.31,2.54,0,0,0,0,0,0,0.0,0.0
Lafayette,,102.9,,,,68.9,0.532,,17.4,,48.5,21.1,0.414,0.297,-6.04,0,0,0,0,0,0,0.0,0.0
Lamar,,105.0,,,,71.1,0.494,,15.3,,51.4,32.8,0.37,0.374,-7.23,0,0,0,0,0,0,0.0,0.0
Lehigh,,107.0,,,,71.0,0.532,,15.5,,49.9,25.4,0.391,0.26,-5.65,0,0,0,0,0,0,0.0,0.0
Liberty,,108.3,,,,64.1,0.539,,16.2,,53.1,24.0,0.413,0.339,-6.24,0,0,0,0,0,0,0.0,0.0
Lipscomb,,105.0,,,,77.0,0.518,,16.9,,52.2,28.3,0.399,0.405,-3.8,0,0,0,0,0,0,0.0,0.0
Little Rock,,94.2,,,,66.6,0.484,,18.5,,49.1,28.9,0.355,0.315,-2.22,0,0,0,0,0,0,0.0,0.0
Long Beach State,,103.4,,,,72.3,0.503,,18.0,,51.2,32.5,0.291,0.399,0.89,0,0,0,0,0,0,0.0,0.0
Long Island University,,105.3,,,,72.9,0.523,,17.0,,51.0,29.7,0.397,0.382,-8.19,0,0,0,0,0,0,0.0,0.0
Longwood,,90.8,,,,69.7,0.477,,20.2,,46.2,22.9,0.392,0.335,-4.31,0,0,0,0,0,0,0.0,0.0
Louisiana,,114.1,,,,72.7,0.535,,15.6,,54.7,36.1,0.391,0.37,-2.55,0,0,0,0,0,0,0.0,0.0
Louisiana State,,111.3,,,,69.4,0.545,,14.7,,49.4,29.2,0.402,0.326,8.02,0,0,0,0,0,0,0.0,0.0
Louisiana Tech,,107.7,,,,69.1,0.523,,15.5,,49.6,27.6,0.408,0.371,-0.12,0,0,0,0,0,0,0.0,0.0
Louisiana-Monroe,,103.4,,,,67.0,0.513,,15.5,,49.3,27.1,0.43,0.243,-3.31,0,0,0,0,0,0,0.0,0.0
Louisville,,106.9,,,,69.7,0.518,,14.7,,49.7,28.6,0.352,0.319,9.07,0,0,0,0,0,0,0.0,0.0
Loyola (IL),,108.6,,,,65.9,0.577,,17.3,,51.3,22.4,0.357,0.319,1.8,0,0,0,0,0,0,0.0,0.0
Loyola (MD),,98.5,,,,69.7,0.483,,16.4,,50.3,29.4,0.28,0.334,-5.25,0,0,0,0,0,0,0.0,0.0
Loyola Marymount,,105.1,,,,67.8,0.498,,16.3,,50.4,34.3,0.317,0.327,1.09,0,0,0,0,0,0,0.0,0.0
Maine,,92.4,,,,71.6,0.468,,18.8,,47.8,25.6,0.398,0.298,-3.27,0,0,0,0,0,0,0.0,0.0
Manhattan,,101.0,,,,67.5,0.516,,19.8,,49.6,31.0,0.36,0.376,-4.13,0,0,0,0,0,0,0.0,0.0
Marist,,99.5,,,,71.5,0.527,,19.6,,47.8,22.6,0.469,0.358,-3.57,0,0,0,0,0,0,0.0,0.0
Marquette,,114.3,,,,70.4,0.568,,15.4,,49.0,27.6,0.444,0.288,9.7,0,0,0,0,0,0,0.0,0.0
Marshall,,108.7,,,,76.3,0.548,,15.5,,46.7,22.5,0.453,0.335,0.44,0,0,0,0,0,0,0.0,0.0
Maryland,,109.4,,,,66.6,0.546,,17.9,,53.6,31.6,0.364,0.38,7.94,0,0,0,0,0,0,0.0,0.0
Maryland-Baltimore County,,105.6,,,,69.2,0.531,,15.5,,49.1,26.8,0.45,0.307,-3.84,0,0,0,0,0,0,0.0,0.0
Maryland-Eastern Shore,,92.1,,,,67.6,0.441,,16.6,,45.8,28.2,0.393,0.294,-7.56,0,0,0,0,0,0,0.0,0.0
Massachusetts,,104.5,,,,67.3,0.525,,16.5,,48.9,27.2,0.382,0.251,1.1,0,0,0,0,0,0,0.0,0.0
Massachusetts-Lowell,,105.3,,,,72.1,0.523,,16.5,,47.0,26.7,0.361,0.401,-5.77,0,0,0,0,0,0,0.0,0.0
McNeese State,,101.6,,,,73.5,0.494,,16.8,,50.6,30.1,0.334,0.33,-6.1,0,0,0,0,0,0,0.0,0.0
Memphis,,105.4,,,,66.3,0.507,,17.4,,51.1,35.1,0.346,0.436,2.16,0,0,0,0,0,0,0.0,0.0
Mercer,,112.9,,,,65.8,0.551,,16.3,,54.1,31.4,0.404,0.367,-3.5,0,0,0,0,0,0,0.0,0.0
Miami (FL),,107.9,,,,67.8,0.531,,14.6,,50.6,29.1,0.36,0.291,6.96,0,0,0,0,0,0,0.0,0.0
Miami (OH),,102.6,,,,68.7,0.517,,16.7,,51.2,28.1,0.438,0.273,-1.15,0,0,0,0,0,0,0.0,0.0
Michigan,,111.0,,,,65.7,0.545,,12.4,,50.3,25.4,0.433,0.307,9.41,0,0,0,0,0,0,0.0,0.0
Michigan State,,117.3,,,,68.1,0.569,,16.4,,57.6,37.0,0.363,0.359,7.1,0,0,0,0,0,0,0.0,0.0
Middle Tennessee,,110.0,,,,67.8,0.534,,15.9,,54.1,31.2,0.339,0.306,2.83,0,0,0,0,0,0,0.0,0.0
Milwaukee,,100.6,,,,67.5,0.508,,16.3,,50.8,25.6,0.376,0.282,-4.25,0,0,0,0,0,0,0.0,0.0
Minnesota,,105.8,,,,70.2,0.487,,13.3,,50.0,29.9,0.32,0.351,6.91,0,0,0,0,0,0,0.0,0.0
Mississippi,,105.5,,,,70.7,0.483,,13.6,,49.7,31.3,0.394,0.338,9.16,0,0,0,0,0,0,0.0,0.0
Mississippi State,,106.6,,,,68.4,0.524,,16.4,,51.4,31.8,0.373,0.31,6.82,0,0,0,0,0,0,0.0,0.0
Mississippi Valley State,,91.4,,,,69.9,0.426,,15.7,,47.2,29.8,0.287,0.291,-8.13,0,0,0,0,0,0,0.0,0.0
Missouri,,107.2,,,,67.3,0.537,,18.3,,53.2,31.2,0.453,0.39,9.19,0,0,0,0,0,0,0.0,0.0
Missouri State,,105.5,,,,66.2,0.496,,14.8,,54.0,33.2,0.362,0.27,0.43,0,0,0,0,0,0,0.0,0.0
Monmouth,,102.9,,,,71.0,0.523,,18.5,,51.0,26.6,0.334,0.441,-1.25,0,0,0,0,0,0,0.0,0.0
Montana,,108.8,,,,69.9,0.513,,15.0,,53.3,33.3,0.272,0.386,-2.24,0,0,0,0,0,0,0.0,0.0
Montana State,,104.2,,,,72.1,0.49,,14.9,,50.1,29.0,0.379,0.387,-3.52,0,0,0,0,0,0,0.0,0.0
Morehead State,,99.3,,,,70.6,0.492,,19.1,,51.4,32.6,0.381,0.358,-1.91,0,0,0,0,0,0,0.0,0.0
Morgan State,,101.1,,,,69.2,0.461,,16.3,,51.3,34.9,0.254,0.394,-11.98,0,0,0,0,0,0,0.0,0.0
Mount St. Mary's,,107.4,,,,67.1,0.546,,14.7,,43.3,20.5,0.48,0.299,-8.03,0,0,0,0,0,0,0.0,0.0
Murray State,,115.3,,,,68.1,0.558,,15.3,,54.1,33.0,0.399,0.381,-3.53,0,0,0,0,0,0,0.0,0.0
Navy,,102.3,,,,66.9,0.503,,18.2,,54.2,32.3,0.358,0.361,-7.2,0,0,0,0,0,0,0.0,0.0
NC State,,112.3,,,,72.1,0.534,,14.3,,50.3,33.4,0.344,0.342,6.7,0,0,0,0,0,0,0.0,0.0
Nebraska,,105.7,,,,68.1,0.491,,13.9,,48.7,30.1,0.352,0.376,7.33,0,0,0,0,0,0,0.0,0.0
Nevada,,115.5,,,,70.5,0.548,,12.0,,49.4,26.4,0.404,0.363,4.93,0,0,0,0,0,0,0.0,0.0
Nevada-Las Vegas,,111.1,,,,73.7,0.535,,16.4,,53.7,34.6,0.277,0.434,1.87,0,0,0,0,0,0,0.0,0.0
New Hampshire,,101.9,,,,66.6,0.472,,14.9,,53.9,30.9,0.43,0.302,-4.31,0,0,0,0,0,0,0.0,0.0
New Mexico,,111.3,,,,73.6,0.544,,14.9,,46.9,26.4,0.474,0.343,3.3,0,0,0,0,0,0,0.0,0.0
New Mexico State,,107.5,,,,70.1,0.519,,15.2,,56.0,34.2,0.367,0.287,-1.1,0,0,0,0,0,0,0.0,0.0
New Orleans,,100.9,,,,68.7,0.497,,18.8,,51.2,33.2,0.247,0.42,-5.78,0,0,0,0,0,0,0.0,0.0
Niagara,,110.3,,,,74.9,0.508,,12.9,,50.0,30.8,0.357,0.38,-4.21,0,0,0,0,0,0,0.0,0.0
Nicholls State,,107.3,,,,76.9,0.537,,17.4,,50.7,30.5,0.366,0.349,-5.86,0,0,0,0,0,0,0.0,0.0
NJIT,,104.7,,,,71.0,0.514,,16.1,,50.6,30.6,0.362,0.321,-5.53,0,0,0,0,0,0,0.0,0.0
Norfolk State,,100.2,,,,72.3,0.494,,18.1,,51.9,33.0,0.355,0.321,-10.19,0,0,0,0,0,0,0.0,0.0
