Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Eastern Illinois,,96.9,,,,70.7,0.488,,16.8,,47.2,25.8,0.274,0.329,-6.75,0,0,0,0,0,0,0.0,0.0
Eastern Kentucky,,107.3,,,,72.0,0.505,,13.8,,51.9,34.1,0.373,0.241,-1.62,0,0,0,0,0,0,0.0,0.0
Eastern Michigan,,101.9,,,,70.3,0.492,,14.9,,45.9,25.0,0.333,0.315,-1.88,0,0,0,0,0,0,0.0,0.0
Eastern Washington,,111.2,,,,68.9,0.569,,17.5,,53.7,29.2,0.44,0.31,-1.62,0,0,0,0,0,0,0.0,0.0
Elon,,97.7,,,,67.0,0.486,,16.3,,48.4,25.7,0.403,0.277,-4.38,0,0,0,0,0,0,0.0,0.0
Evansville,,89.4,,,,69.8,0.451,,15.8,,45.1,20.7,0.336,0.294,-1.54,0,0,0,0,0,0,0.0,0.0
Fairfield,,98.7,,,,64.9,0.463,,15.6,,49.6,28.8,0.369,0.373,-4.51,0,0,0,0,0,0,0.0,0.0
FDU,,109.7,,,,69.8,0.517,,14.0,,50.3,31.9,0.379,0.271,-9.83,0,0,0,0,0,0,0.0,0.0
Florida,,101.8,,,,69.7,0.494,,14.3,,47.3,23.8,0.368,0.345,8.26,0,0,0,0,0,0,0.0,0.0
Florida A&M,,87.8,,,,66.5,0.442,,20.8,,47.8,29.3,0.347,0.323,-4.99,0,0,0,0,0,0,0.0,0.0
Florida Atlantic,,112.8,,,,68.5,0.547,,14.8,,54.2,31.6,0.44,0.294,2.3,0,0,0,0,0,0,0.0,0.0
Florida Gulf Coast,,106.1,,,,66.7,0.517,,14.9,,49.6,27.2,0.451,0.275,-3.08,0,0,0,0,0,0,0.0,0.0
Florida International,,101.4,,,,71.0,0.525,,18.3,,45.3,25.5,0.361,0.291,0.32,0,0,0,0,0,0,0.0,0.0
Florida State,,100.5,,,,69.0,0.493,,15.6,,47.1,25.9,0.344,0.304,6.5,0,0,0,0,0,0,0.0,0.0
Fordham,,102.1,,,,70.0,0.486,,16.6,,52.0,29.9,0.417,0.376,-2.14,0,0,0,0,0,0,0.0,0.0
Fresno State,,99.5,,,,64.0,0.493,,16.1,,48.1,24.9,0.407,0.251,5.1,0,0,0,0,0,0,0.0,0.0
Furman,,115.4,,,,69.4,0.557,,13.8,,51.2,28.8,0.464,0.341,-2.9,0,0,0,0,0,0,0.0,0.0
Gardner-Webb,,103.1,,,,67.5,0.523,,16.6,,52.7,29.7,0.335,0.34,-4.64,0,0,0,0,0,0,0.0,0.0
George Mason,,100.9,,,,67.6,0.519,,17.8,,52.4,27.9,0.386,0.37,0.27,0,0,0,0,0,0,0.0,0.0
George Washington,,107.4,,,,69.7,0.532,,15.8,,49.8,26.9,0.384,0.348,-0.61,0,0,0,0,0,0,0.0,0.0
Georgetown,,99.1,,,,69.6,0.471,,15.1,,49.0,28.9,0.31,0.291,7.52,0,0,0,0,0,0,0.0,0.0
Georgia,,100.1,,,,68.2,0.471,,16.7,,50.2,30.6,0.382,0.405,4.8,0,0,0,0,0,0,0.0,0.0
Georgia Southern,,100.8,,,,67.6,0.49,,14.8,,50.2,27.7,0.342,0.28,-2.02,0,0,0,0,0,0,0.0,0.0
Georgia State,,98.0,,,,67.8,0.462,,16.2,,51.2,31.9,0.311,0.325,-0.93,0,0,0,0,0,0,0.0,0.0
Georgia Tech,,102.8,,,,67.6,0.488,,13.5,,48.8,28.9,0.383,0.236,4.89,0,0,0,0,0,0,0.0,0.0
Gonzaga,,119.5,,,,71.9,0.582,,13.0,,54.0,31.4,0.323,0.337,8.04,0,0,0,0,0,0,0.0,0.0
Grambling,,101.3,,,,67.8,0.503,,18.2,,51.4,32.8,0.274,0.417,-8.48,0,0,0,0,0,0,0.0,0.0
Grand Canyon,,111.5,,,,66.9,0.542,,15.4,,52.1,30.8,0.418,0.358,1.27,0,0,0,0,0,0,0.0,0.0
Green Bay,,89.2,,,,66.2,0.459,,18.9,,43.6,21.7,0.435,0.315,-3.14,0,0,0,0,0,0,0.0,0.0
Hampton,,97.2,,,,69.9,0.451,,13.7,,46.9,26.8,0.367,0.329,-4.71,0,0,0,0,0,0,0.0,0.0
Hartford,,94.7,,,,66.3,0.494,,19.0,,47.7,27.1,0.402,0.235,-7.96,0,0,0,0,0,0,0.0,0.0
Harvard,,99.9,,,,67.8,0.497,,17.3,,52.9,31.0,0.374,0.309,-2.02,0,0,0,0,0,0,0.0,0.0
Hawaii,,101.9,,,,64.9,0.49,,16.2,,52.3,29.5,0.371,0.33,-2.17,0,0,0,0,0,0,0.0,0.0
High Point,,102.7,,,,72.7,0.507,,16.7,,50.1,31.4,0.393,0.394,-5.23,0,0,0,0,0,0,0.0,0.0
Hofstra,,109.5,,,,67.6,0.553,,14.1,,48.0,23.8,0.396,0.204,-2.3,0,0,0,0,0,0,0.0,0.0
Holy Cross,,96.2,,,,69.1,0.495,,15.7,,45.7,22.3,0.322,0.253,-6.4,0,0,0,0,0,0,0.0,0.0
Houston,,115.5,,,,64.8,0.523,,12.9,,55.1,37.1,0.379,0.289,4.79,0,0,0,0,0,0,0.0,0.0
Houston Christian,,105.2,,,,73.4,0.528,,18.2,,49.5,29.5,0.39,0.385,-6.94,0,0,0,0,0,0,0.0,0.0
Howard,,104.4,,,,71.8,0.527,,19.5,,51.7,34.1,0.37,0.333,-5.14,0,0,0,0,0,0,0.0,0.0
Idaho,,107.5,,,,67.1,0.534,,15.1,,47.9,22.0,0.365,0.353,-3.86,0,0,0,0,0,0,0.0,0.0
Idaho State,,102.8,,,,65.7,0.513,,15.4,,48.2,24.5,0.406,0.29,-2.96,0,0,0,0,0,0,0.0,0.0
Illinois,,105.7,,,,69.5,0.514,,15.8,,52.8,31.6,0.419,0.343,7.65,0,0,0,0,0,0,0.0,0.0
Illinois State,,99.6,,,,65.7,0.502,,19.3,,51.3,28.2,0.406,0.313,-3.38,0,0,0,0,0,0,0.0,0.0
Illinois-Chicago,,96.2,,,,69.2,0.487,,16.4,,45.9,23.1,0.431,0.341,-3.12,0,0,0,0,0,0,0.0,0.0
Incarnate Word,,100.9,,,,69.3,0.497,,17.2,,47.3,27.0,0.317,0.342,-8.28,0,0,0,0,0,0,0.0,0.0
Indiana,,109.0,,,,68.4,0.535,,14.7,,51.0,28.1,0.266,0.295,8.88,0,0,0,0,0,0,0.0,0.0
Indiana State,,110.7,,,,71.2,0.564,,15.3,,51.5,21.9,0.459,0.31,-4.02,0,0,0,0,0,0,0.0,0.0
Iona,,110.1,,,,68.8,0.516,,13.1,,50.4,31.6,0.32,0.29,-2.76,0,0,0,0,0,0,0.0,0.0
Iowa,,113.7,,,,69.6,0.517,,11.9,,51.3,32.1,0.375,0.323,8.69,0,0,0,0,0,0,0.0,0.0
Iowa State,,102.2,,,,65.7,0.499,,16.7,,52.5,33.9,0.338,0.279,10.39,0,0,0,0,0,0,0.0,0.0
IU Indy,,96.0,,,,67.7,0.5,,20.4,,48.9,29.3,0.286,0.313,-5.57,0,0,0,0,0,0,0.0,0.0
Jackson State,,95.8,,,,69.8,0.473,,18.9,,51.1,33.1,0.34,0.33,-5.39,0,0,0,0,0,0,0.0,0.0
Jacksonville,,102.2,,,,62.0,0.517,,16.5,,51.8,25.2,0.387,0.232,-2.54,0,0,0,0,0,0,0.0,0.0
Jacksonville State,,104.7,,,,66.5,0.521,,17.2,,52.9,30.4,0.438,0.328,-2.6,0,0,0,0,0,0,0.0,0.0
James Madison,,109.8,,,,72.2,0.527,,15.5,,52.7,32.8,0.372,0.37,-2.31,0,0,0,0,0,0,0.0,0.0
Kansas,,106.8,,,,70.2,0.526,,15.4,,50.8,28.7,0.338,0.298,11.84,0,0,0,0,0,0,0.0,0.0
Kansas City,,97.2,,,,65.4,0.443,,16.9,,52.6,36.5,0.361,0.324,-3.28,0,0,0,0,0,0,0.0,0.0
Kansas State,,106.2,,,,70.5,0.523,,17.0,,50.5,29.9,0.361,0.361,9.48,0,0,0,0,0,0,0.0,0.0
Kennesaw State,,106.4,,,,69.8,0.531,,15.5,,50.9,27.9,0.387,0.358,-2.06,0,0,0,0,0,0,0.0,0.0
Kent State,,108.9,,,,69.7,0.514,,14.0,,50.5,31.0,0.384,0.308,-1.22,0,0,0,0,0,0,0.0,0.0
Kentucky,,110.7,,,,66.8,0.506,,14.5,,56.7,39.2,0.3,0.319,8.08,0,0,0,0,0,0,0.0,0.0
La Salle,,100.9,,,,68.5,0.485,,15.6,,49.6,30.5,0.356,0.283,-0.02,0,0,0,0,0,0,0.0,0.0
Lafayette,,96.1,,,,63.5,0.487,,15.9,,48.1,23.8,0.484,0.245,-4.53,0,0,0,0,0,0,0.0,0.0
Lamar,,99.2,,,,67.9,0.481,,17.8,,50.2,33.2,0.315,0.325,-7.65,0,0,0,0,0,0,0.0,0.0
Lehigh,,100.1,,,,69.7,0.503,,15.4,,48.1,20.1,0.344,0.304,-6.04,0,0,0,0,0,0,0.0,0.0
Liberty,,113.8,,,,65.7,0.566,,14.0,,52.8,25.8,0.496,0.262,-1.91,0,0,0,0,0,0,0.0,0.0
Lindenwood,,98.6,,,,69.2,0.493,,16.7,,47.7,25.0,0.355,0.278,-6.35,0,0,0,0,0,0,0.0,0.0
Lipscomb,,108.0,,,,69.7,0.543,,15.2,,52.3,26.4,0.377,0.25,-4.02,0,0,0,0,0,0,0.0,0.0
Little Rock,,102.6,,,,72.9,0.492,,15.9,,49.6,29.7,0.297,0.331,-6.97,0,0,0,0,0,0,0.0,0.0
Long Beach State,,102.7,,,,72.6,0.49,,16.1,,53.9,35.0,0.237,0.339,-0.42,0,0,0,0,0,0,0.0,0.0
Long Island University,,90.7,,,,73.6,0.47,,19.7,,48.1,26.1,0.25,0.318,-6.61,0,0,0,0,0,0,0.0,0.0
Longwood,,109.1,,,,67.1,0.518,,15.2,,52.4,32.6,0.373,0.33,-6.35,0,0,0,0,0,0,0.0,0.0
Louisiana,,111.4,,,,69.2,0.542,,15.2,,54.5,34.0,0.322,0.365,-0.51,0,0,0,0,0,0,0.0,0.0
Louisiana State,,101.4,,,,66.7,0.473,,15.7,,50.7,31.7,0.389,0.337,6.44,0,0,0,0,0,0,0.0,0.0
Louisiana Tech,,104.3,,,,67.7,0.515,,17.1,,51.5,31.6,0.422,0.283,1.9,0,0,0,0,0,0,0.0,0.0
Louisiana-Monroe,,99.1,,,,67.2,0.473,,16.0,,49.8,29.7,0.371,0.299,-0.57,0,0,0,0,0,0,0.0,0.0
Louisville,,95.4,,,,67.0,0.48,,19.6,,49.2,28.2,0.358,0.329,6.45,0,0,0,0,0,0,0.0,0.0
Loyola (IL),,99.3,,,,67.0,0.529,,19.8,,48.8,24.5,0.402,0.311,0.44,0,0,0,0,0,0,0.0,0.0
Loyola (MD),,100.4,,,,66.8,0.52,,17.8,,48.9,27.4,0.385,0.28,-6.14,0,0,0,0,0,0,0.0,0.0
Loyola Marymount,,107.6,,,,69.1,0.533,,15.9,,53.2,30.9,0.433,0.311,4.32,0,0,0,0,0,0,0.0,0.0
Maine,,100.9,,,,67.0,0.516,,16.3,,47.3,23.6,0.348,0.231,-4.66,0,0,0,0,0,0,0.0,0.0
Manhattan,,98.0,,,,67.2,0.497,,17.4,,46.7,26.9,0.366,0.309,-4.94,0,0,0,0,0,0,0.0,0.0
Marist,,97.2,,,,65.5,0.479,,15.9,,48.9,25.9,0.424,0.289,-5.68,0,0,0,0,0,0,0.0,0.0
Marquette,,112.9,,,,69.3,0.56,,13.6,,47.3,26.2,0.42,0.27,8.01,0,0,0,0,0,0,0.0,0.0
Marshall,,111.1,,,,72.7,0.527,,13.5,,50.3,32.4,0.368,0.258,-2.84,0,0,0,0,0,0,0.0,0.0
Maryland,,107.7,,,,64.5,0.508,,14.3,,51.1,30.0,0.369,0.343,8.35,0,0,0,0,0,0,0.0,0.0
Maryland-Baltimore County,,108.2,,,,68.4,0.517,,12.9,,49.5,26.5,0.39,0.265,-6.96,0,0,0,0,0,0,0.0,0.0
Maryland-Eastern Shore,,97.2,,,,71.4,0.491,,18.0,,48.3,28.6,0.397,0.292,-5.48,0,0,0,0,0,0,0.0,0.0
Massachusetts,,98.7,,,,70.7,0.464,,17.1,,52.6,34.5,0.297,0.322,0.3,0,0,0,0,0,0,0.0,0.0
Massachusetts-Lowell,,111.6,,,,69.7,0.543,,16.8,,56.1,36.4,0.31,0.332,-8.53,0,0,0,0,0,0,0.0,0.0
McNeese State,,100.8,,,,67.9,0.496,,18.1,,50.6,33.9,0.398,0.287,-5.48,0,0,0,0,0,0,0.0,0.0
Memphis,,108.7,,,,72.2,0.53,,16.0,,50.4,31.2,0.291,0.354,6.9,0,0,0,0,0,0,0.0,0.0
Mercer,,103.7,,,,65.5,0.503,,15.2,,51.8,31.0,0.311,0.284,-3.98,0,0,0,0,0,0,0.0,0.0
Merrimack,,93.2,,,,67.1,0.491,,19.1,,43.4,20.8,0.44,0.343,-9.12,0,0,0,0,0,0,0.0,0.0
Miami (FL),,114.3,,,,68.9,0.543,,14.0,,52.0,31.8,0.342,0.307,6.84,0,0,0,0,0,0,0.0,0.0
Miami (OH),,105.7,,,,69.4,0.526,,17.3,,48.5,27.6,0.405,0.313,-2.43,0,0,0,0,0,0,0.0,0.0
Michigan,,106.4,,,,67.4,0.516,,13.5,,51.0,25.6,0.373,0.308,8.69,0,0,0,0,0,0,0.0,0.0
Michigan State,,106.8,,,,65.4,0.517,,14.4,,52.2,27.6,0.33,0.272,11.25,0,0,0,0,0,0,0.0,0.0
Middle Tennessee,,103.9,,,,67.0,0.513,,17.0,,51.4,33.0,0.356,0.287,2.08,0,0,0,0,0,0,0.0,0.0
Milwaukee,,106.2,,,,72.3,0.523,,17.8,,51.8,33.6,0.375,0.33,-3.98,0,0,0,0,0,0,0.0,0.0
Minnesota,,95.4,,,,65.4,0.49,,17.4,,47.5,25.0,0.355,0.308,7.86,0,0,0,0,0,0,0.0,0.0
Mississippi,,100.9,,,,66.6,0.475,,15.4,,51.1,33.3,0.347,0.292,7.3,0,0,0,0,0,0,0.0,0.0
Mississippi State,,99.8,,,,64.9,0.467,,16.2,,53.1,35.5,0.346,0.338,6.69,0,0,0,0,0,0,0.0,0.0
Mississippi Valley State,,88.7,,,,68.2,0.454,,20.7,,47.6,28.6,0.276,0.38,-4.56,0,0,0,0,0,0,0.0,0.0
Missouri,,112.0,,,,70.0,0.55,,14.1,,44.7,26.3,0.432,0.291,6.89,0,0,0,0,0,0,0.0,0.0
Missouri State,,102.9,,,,63.0,0.506,,16.4,,53.0,33.5,0.432,0.27,-1.0,0,0,0,0,0,0,0.0,0.0
Monmouth,,90.2,,,,68.4,0.438,,18.1,,47.6,30.3,0.251,0.331,-2.61,0,0,0,0,0,0,0.0,0.0
Montana,,107.6,,,,64.1,0.536,,15.6,,50.1,24.5,0.398,0.292,-1.85,0,0,0,0,0,0,0.0,0.0
Montana State,,108.1,,,,67.9,0.526,,15.5,,51.8,26.6,0.342,0.434,-1.43,0,0,0,0,0,0,0.0,0.0
Morehead State,,104.0,,,,66.9,0.503,,15.5,,52.5,28.3,0.386,0.346,-5.07,0,0,0,0,0,0,0.0,0.0
Morgan State,,100.3,,,,73.8,0.505,,18.7,,47.6,31.7,0.293,0.297,-6.1,0,0,0,0,0,0,0.0,0.0
Mount St. Mary's,,96.0,,,,65.8,0.485,,18.1,,49.4,27.8,0.342,0.255,-4.02,0,0,0,0,0,0,0.0,0.0
Murray State,,104.0,,,,66.9,0.495,,14.2,,50.4,27.6,0.325,0.333,-1.61,0,0,0,0,0,0,0.0,0.0
Navy,,106.1,,,,64.9,0.521,,15.2,,51.4,30.1,0.363,0.235,-6.12,0,0,0,0,0,0,0.0,0.0
NC State,,110.9,,,,69.8,0.515,,11.6,,51.2,30.4,0.371,0.253,5.58,0,0,0,0,0,0,0.0,0.0
Nebraska,,99.5,,,,67.2,0.517,,16.7,,49.3,24.7,0.367,0.282,9.02,0,0,0,0,0,0,0.0,0.0
Nevada,,107.3,,,,66.4,0.512,,13.7,,49.9,22.9,0.378,0.395,6.41,0,0,0,0,0,0,0.0,0.0
Nevada-Las Vegas,,104.6,,,,69.6,0.501,,15.1,,48.1,28.5,0.396,0.347,5.17,0,0,0,0,0,0,0.0,0.0
New Hampshire,,100.2,,,,65.7,0.469,,13.0,,49.2,27.0,0.415,0.29,-5.7,0,0,0,0,0,0,0.0,0.0
New Mexico,,111.1,,,,72.0,0.528,,13.6,,51.4,28.1,0.267,0.392,5.22,0,0,0,0,0,0,0.0,0.0
New Mexico State,,102.9,,,,71.6,0.506,,15.6,,51.4,29.0,0.374,0.336,2.45,0,0,0,0,0,0,0.0,0.0
