Team,Seed,AdjO,AdjD,Off_PPG,Def_PPG,Pace,eFG_Off,eFG_Def,TO_Off,TO_Def,TRB,ORB,3PAr,FTr,SOS,Wins,Losses,HomeW,HomeL,AwayW,AwayL,Momentum,Intuition
Air Force,,102.5,,,,62.5,0.54,,17.5,,45.3,20.4,0.367,0.387,3.31,0,0,0,0,0,0,0.0,0.0
Akron,,102.9,,,,67.0,0.499,,15.4,,47.9,28.3,0.379,0.313,-1.02,0,0,0,0,0,0,0.0,0.0
Alabama,,101.6,,,,65.3,0.487,,17.8,,52.0,36.8,0.247,0.316,4.27,0,0,0,0,0,0,0.0,0.0
Alabama A&M,,89.8,,,,71.6,0.435,,18.8,,48.8,31.7,0.272,0.418,-11.75,0,0,0,0,0,0,0.0,0.0
Alabama State,,91.5,,,,66.5,0.44,,19.6,,50.7,35.7,0.317,0.473,-10.31,0,0,0,0,0,0,0.0,0.0
Albany (NY),,101.1,,,,61.0,0.494,,17.4,,51.7,35.1,0.369,0.297,-5.96,0,0,0,0,0,0,0.0,0.0
Alcorn State,,84.2,,,,77.6,0.404,,18.9,,43.5,25.5,0.216,0.469,-8.02,0,0,0,0,0,0,0.0,0.0
American,,105.2,,,,61.9,0.506,,15.5,,52.4,29.8,0.348,0.375,-5.64,0,0,0,0,0,0,0.0,0.0
Appalachian State,,105.6,,,,68.9,0.511,,16.3,,49.9,30.4,0.335,0.399,-2.95,0,0,0,0,0,0,0.0,0.0
Arizona,,112.8,,,,66.9,0.541,,16.3,,53.1,34.0,0.361,0.436,7.99,0,0,0,0,0,0,0.0,0.0
Arizona State,,99.0,,,,64.4,0.501,,16.6,,47.3,27.7,0.409,0.29,7.2,0,0,0,0,0,0,0.0,0.0
Arkansas,,102.8,,,,67.7,0.495,,16.6,,48.0,30.7,0.325,0.394,2.34,0,0,0,0,0,0,0.0,0.0
Arkansas State,,103.8,,,,65.6,0.481,,16.7,,53.4,35.9,0.294,0.435,-3.31,0,0,0,0,0,0,0.0,0.0
Arkansas-Pine Bluff,,86.3,,,,68.4,0.449,,21.3,,46.7,26.9,0.345,0.401,-8.03,0,0,0,0,0,0,0.0,0.0
Army,,99.5,,,,68.2,0.493,,17.9,,48.8,30.1,0.426,0.298,-6.58,0,0,0,0,0,0,0.0,0.0
Auburn,,93.8,,,,65.7,0.442,,18.0,,49.4,33.8,0.274,0.391,2.4,0,0,0,0,0,0,0.0,0.0
Austin Peay,,105.4,,,,68.6,0.506,,17.2,,50.8,35.6,0.264,0.394,-3.77,0,0,0,0,0,0,0.0,0.0
Ball State,,103.3,,,,64.7,0.492,,17.1,,50.3,32.2,0.273,0.504,-3.4,0,0,0,0,0,0,0.0,0.0
Baylor,,104.0,,,,66.5,0.515,,20.0,,53.3,36.6,0.293,0.432,4.8,0,0,0,0,0,0,0.0,0.0
Belmont,,114.4,,,,69.2,0.542,,16.6,,52.5,37.4,0.422,0.382,-4.42,0,0,0,0,0,0,0.0,0.0
Bethune-Cookman,,101.6,,,,63.5,0.477,,16.1,,49.7,32.4,0.244,0.396,-8.04,0,0,0,0,0,0,0.0,0.0
Binghamton,,96.7,,,,61.6,0.468,,17.1,,46.2,30.0,0.402,0.283,-5.35,0,0,0,0,0,0,0.0,0.0
Boise State,,106.5,,,,68.2,0.497,,15.0,,50.4,31.6,0.344,0.419,0.01,0,0,0,0,0,0,0.0,0.0
Boston College,,111.9,,,,64.2,0.545,,15.0,,49.4,30.4,0.433,0.315,7.31,0,0,0,0,0,0,0.0,0.0
Boston University,,103.0,,,,62.7,0.473,,16.0,,50.2,34.0,0.401,0.373,-3.85,0,0,0,0,0,0,0.0,0.0
Bowling Green,,95.9,,,,66.1,0.471,,17.3,,48.1,30.5,0.264,0.305,-2.03,0,0,0,0,0,0,0.0,0.0
Bradley,,98.0,,,,65.9,0.473,,16.1,,48.3,26.8,0.272,0.333,1.67,0,0,0,0,0,0,0.0,0.0
Brigham Young,,113.4,,,,71.1,0.518,,13.1,,51.9,31.2,0.382,0.382,5.76,0,0,0,0,0,0,0.0,0.0
Brown,,102.5,,,,69.5,0.506,,15.8,,48.5,23.3,0.389,0.356,-4.12,0,0,0,0,0,0,0.0,0.0
Bryant,,98.7,,,,66.8,0.49,,17.4,,47.0,29.2,0.4,0.319,-3.12,0,0,0,0,0,0,0.0,0.0
Bucknell,,105.9,,,,66.1,0.509,,15.0,,49.7,25.2,0.315,0.341,-3.87,0,0,0,0,0,0,0.0,0.0
Buffalo,,104.6,,,,67.0,0.527,,19.4,,52.5,37.1,0.294,0.359,-2.22,0,0,0,0,0,0,0.0,0.0
Butler,,109.0,,,,64.5,0.501,,14.3,,52.3,33.2,0.387,0.377,5.02,0,0,0,0,0,0,0.0,0.0
Cal Poly,,96.1,,,,61.4,0.45,,16.3,,50.0,32.7,0.393,0.372,-2.39,0,0,0,0,0,0,0.0,0.0
Cal State Bakersfield,,96.8,,,,69.7,0.45,,16.4,,46.5,31.8,0.329,0.36,-2.16,0,0,0,0,0,0,0.0,0.0
Cal State Fullerton,,103.7,,,,68.4,0.508,,17.9,,49.7,31.4,0.322,0.42,-2.81,0,0,0,0,0,0,0.0,0.0
Cal State Northridge,,99.6,,,,70.0,0.487,,19.2,,50.4,33.0,0.314,0.475,-1.55,0,0,0,0,0,0,0.0,0.0
California,,103.8,,,,68.5,0.508,,17.1,,51.6,30.4,0.27,0.471,9.17,0,0,0,0,0,0,0.0,0.0
Campbell,,99.5,,,,65.6,0.49,,18.6,,49.9,34.4,0.214,0.404,-4.27,0,0,0,0,0,0,0.0,0.0
Canisius,,101.3,,,,67.3,0.491,,17.4,,49.3,34.1,0.38,0.274,-3.55,0,0,0,0,0,0,0.0,0.0
Centenary (LA),,83.6,,,,70.8,0.44,,22.7,,43.4,26.6,0.289,0.474,-2.85,0,0,0,0,0,0,0.0,0.0
Central Arkansas,,94.2,,,,72.3,0.466,,19.1,,47.3,31.4,0.318,0.413,-5.39,0,0,0,0,0,0,0.0,0.0
Central Connecticut State,,102.3,,,,67.6,0.479,,17.8,,51.1,36.6,0.264,0.361,-5.97,0,0,0,0,0,0,0.0,0.0
Central Michigan,,90.5,,,,64.8,0.43,,17.4,,49.1,32.3,0.278,0.335,-2.41,0,0,0,0,0,0,0.0,0.0
